type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
Total	226	226	0	1097	1	0.1708	0.2918	53.30394	toilvg	truth	s2	1
INS	103	103	0	552	1	0.1573	0.2718	53.30394	toilvg	truth	s2	1
DEL	123	123	0	545	1	0.1841	0.311	53.30394	toilvg	truth	s2	1
Total	171	171	0	1152	1	0.1293	0.229	65	toilvg	truth	s2	1
INS	65	65	0	590	1	0.0992	0.1805	65	toilvg	truth	s2	1
DEL	106	106	0	562	1	0.1587	0.2739	65	toilvg	truth	s2	1
Total	116	116	0	1207	1	0.0877	0.1613	71	toilvg	truth	s2	1
INS	46	46	0	609	1	0.0702	0.1312	71	toilvg	truth	s2	1
DEL	70	70	0	598	1	0.1048	0.1897	71	toilvg	truth	s2	1
Total	57	57	0	1266	1	0.0431	0.0826	79.6	toilvg	truth	s2	1
INS	26	26	0	629	1	0.0397	0.0764	79.6	toilvg	truth	s2	1
DEL	31	31	0	637	1	0.0464	0.0887	79.6	toilvg	truth	s2	1
Total	1	1	0	1322	1	8e-04	0.0016	178	toilvg	truth	s2	1
INS	0	0	0	655	NA	0	NA	178	toilvg	truth	s2	1
DEL	1	1	0	667	1	0.0015	0.003	178	toilvg	truth	s2	1
Total	138	138	0	1185	1	0.1043	0.1889	0	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	0	svtyper	truth	s2	1
DEL	138	138	0	530	1	0.2066	0.3424	0	svtyper	truth	s2	1
Total	138	138	0	1185	1	0.1043	0.1889	21.31	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	21.31	svtyper	truth	s2	1
DEL	138	138	0	530	1	0.2066	0.3424	21.31	svtyper	truth	s2	1
Total	135	135	0	1188	1	0.102	0.1851	31.46	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	31.46	svtyper	truth	s2	1
DEL	135	135	0	533	1	0.2021	0.3362	31.46	svtyper	truth	s2	1
Total	42	42	0	1281	1	0.0317	0.0615	59.539	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	59.539	svtyper	truth	s2	1
DEL	42	42	0	626	1	0.0629	0.1184	59.539	svtyper	truth	s2	1
Total	42	42	0	1281	1	0.0317	0.0615	60.25	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	60.25	svtyper	truth	s2	1
DEL	42	42	0	626	1	0.0629	0.1184	60.25	svtyper	truth	s2	1
Total	18	18	0	1305	1	0.0136	0.0268	89.31	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	89.31	svtyper	truth	s2	1
DEL	18	18	0	650	1	0.0269	0.0524	89.31	svtyper	truth	s2	1
Total	1	1	0	1322	1	8e-04	0.0016	177.38	svtyper	truth	s2	1
INS	0	0	0	655	NA	0	NA	177.38	svtyper	truth	s2	1
DEL	1	1	0	667	1	0.0015	0.003	177.38	svtyper	truth	s2	1
Total	411	411	0	912	1	0.3107	0.4741	0	delly	truth	s2	1
INS	105	105	0	550	1	0.1603	0.2763	0	delly	truth	s2	1
DEL	306	306	0	362	1	0.4581	0.6284	0	delly	truth	s2	1
Total	412	412	0	911	1	0.3114	0.4749	0	bayestyper	truth	s2	1
INS	260	260	0	395	1	0.3969	0.5683	0	bayestyper	truth	s2	1
DEL	152	152	0	516	1	0.2275	0.3707	0	bayestyper	truth	s2	1
Total	412	412	0	911	1	0.3114	0.4749	20.4576	bayestyper	truth	s2	1
INS	260	260	0	395	1	0.3969	0.5683	20.4576	bayestyper	truth	s2	1
DEL	152	152	0	516	1	0.2275	0.3707	20.4576	bayestyper	truth	s2	1
Total	407	407	0	916	1	0.3076	0.4705	99	bayestyper	truth	s2	1
INS	255	255	0	400	1	0.3893	0.5604	99	bayestyper	truth	s2	1
DEL	152	152	0	516	1	0.2275	0.3707	99	bayestyper	truth	s2	1
Total	1017	1017	0	341	1	0.7489	0.8564	0	toilvg	calls	s0	13
INS	676	676	0	1	1	0.9985	0.9992	0	toilvg	calls	s0	13
DEL	341	341	0	340	1	0.5007	0.6673	0	toilvg	calls	s0	13
Total	1017	1017	0	341	1	0.7489	0.8564	18	toilvg	calls	s0	13
INS	676	676	0	1	1	0.9985	0.9992	18	toilvg	calls	s0	13
DEL	341	341	0	340	1	0.5007	0.6673	18	toilvg	calls	s0	13
Total	915	915	0	443	1	0.6738	0.8051	127.9144	toilvg	calls	s0	13
INS	647	647	0	30	1	0.9557	0.9773	127.9144	toilvg	calls	s0	13
DEL	268	268	0	413	1	0.3935	0.5648	127.9144	toilvg	calls	s0	13
Total	817	817	0	541	1	0.6016	0.7512	167	toilvg	calls	s0	13
INS	591	591	0	86	1	0.873	0.9322	167	toilvg	calls	s0	13
DEL	226	226	0	455	1	0.3319	0.4984	167	toilvg	calls	s0	13
Total	715	715	0	643	1	0.5265	0.6898	200	toilvg	calls	s0	13
INS	533	533	0	144	1	0.7873	0.881	200	toilvg	calls	s0	13
DEL	182	182	0	499	1	0.2673	0.4218	200	toilvg	calls	s0	13
Total	610	610	0	748	1	0.4492	0.6199	229.1648	toilvg	calls	s0	13
INS	455	455	0	222	1	0.6721	0.8039	229.1648	toilvg	calls	s0	13
DEL	155	155	0	526	1	0.2276	0.3708	229.1648	toilvg	calls	s0	13
Total	509	509	0	849	1	0.3748	0.5452	265	toilvg	calls	s0	13
INS	385	385	0	292	1	0.5687	0.7251	265	toilvg	calls	s0	13
DEL	124	124	0	557	1	0.1821	0.3081	265	toilvg	calls	s0	13
Total	407	407	0	951	1	0.2997	0.4612	333.812	toilvg	calls	s0	13
INS	319	319	0	358	1	0.4712	0.6406	333.812	toilvg	calls	s0	13
DEL	88	88	0	593	1	0.1292	0.2288	333.812	toilvg	calls	s0	13
Total	305	305	0	1053	1	0.2246	0.3668	418.972	toilvg	calls	s0	13
INS	254	254	0	423	1	0.3752	0.5457	418.972	toilvg	calls	s0	13
DEL	51	51	0	630	1	0.0749	0.1394	418.972	toilvg	calls	s0	13
Total	204	204	0	1154	1	0.1502	0.2612	493.9708	toilvg	calls	s0	13
INS	177	177	0	500	1	0.2614	0.4145	493.9708	toilvg	calls	s0	13
DEL	27	27	0	654	1	0.0396	0.0762	493.9708	toilvg	calls	s0	13
Total	102	102	0	1256	1	0.0751	0.1397	556.805	toilvg	calls	s0	13
INS	90	90	0	587	1	0.1329	0.2346	556.805	toilvg	calls	s0	13
DEL	12	12	0	669	1	0.0176	0.0346	556.805	toilvg	calls	s0	13
Total	1	1	0	1357	1	7e-04	0.0014	766.698	toilvg	calls	s0	13
INS	1	1	0	676	1	0.0015	0.003	766.698	toilvg	calls	s0	13
DEL	0	0	0	681	NA	0	NA	766.698	toilvg	calls	s0	13
Total	613	613	0	745	1	0.4514	0.622	0	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	0	svtyper	calls	s0	13
DEL	613	613	0	68	1	0.9001	0.9474	0	svtyper	calls	s0	13
Total	613	613	0	745	1	0.4514	0.622	4.68	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	4.68	svtyper	calls	s0	13
DEL	613	613	0	68	1	0.9001	0.9474	4.68	svtyper	calls	s0	13
Total	551	551	0	807	1	0.4057	0.5772	53.864	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	53.864	svtyper	calls	s0	13
DEL	551	551	0	130	1	0.8091	0.8945	53.864	svtyper	calls	s0	13
Total	490	490	0	868	1	0.3608	0.5303	91.078	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	91.078	svtyper	calls	s0	13
DEL	490	490	0	191	1	0.7195	0.8369	91.078	svtyper	calls	s0	13
Total	429	429	0	929	1	0.3159	0.4801	122.974	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	122.974	svtyper	calls	s0	13
DEL	429	429	0	252	1	0.63	0.773	122.974	svtyper	calls	s0	13
Total	368	368	0	990	1	0.271	0.4264	164.868	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	164.868	svtyper	calls	s0	13
DEL	368	368	0	313	1	0.5404	0.7016	164.868	svtyper	calls	s0	13
Total	320	320	0	1038	1	0.2356	0.3814	206.87	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	206.87	svtyper	calls	s0	13
DEL	320	320	0	361	1	0.4699	0.6394	206.87	svtyper	calls	s0	13
Total	261	261	0	1097	1	0.1922	0.3224	265.9	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	265.9	svtyper	calls	s0	13
DEL	261	261	0	420	1	0.3833	0.5542	265.9	svtyper	calls	s0	13
Total	192	192	0	1166	1	0.1414	0.2478	324.97	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	324.97	svtyper	calls	s0	13
DEL	192	192	0	489	1	0.2819	0.4398	324.97	svtyper	calls	s0	13
Total	131	131	0	1227	1	0.0965	0.176	413.6	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	413.6	svtyper	calls	s0	13
DEL	131	131	0	550	1	0.1924	0.3227	413.6	svtyper	calls	s0	13
Total	62	62	0	1296	1	0.0457	0.0874	509.660000000001	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	509.660000000001	svtyper	calls	s0	13
DEL	62	62	0	619	1	0.091	0.1668	509.660000000001	svtyper	calls	s0	13
Total	1	1	0	1357	1	7e-04	0.0014	915.82	svtyper	calls	s0	13
INS	0	0	0	677	NA	0	NA	915.82	svtyper	calls	s0	13
DEL	1	1	0	680	1	0.0015	0.003	915.82	svtyper	calls	s0	13
Total	141	141	0	1217	1	0.1038	0.1881	0	delly	calls	s0	13
INS	32	32	0	645	1	0.0473	0.0903	0	delly	calls	s0	13
DEL	109	109	0	572	1	0.1601	0.276	0	delly	calls	s0	13
Total	413	413	0	945	1	0.3041	0.4664	0	bayestyper	calls	s0	13
INS	405	405	0	272	1	0.5982	0.7486	0	bayestyper	calls	s0	13
DEL	8	8	0	673	1	0.0117	0.0231	0	bayestyper	calls	s0	13
Total	413	413	0	945	1	0.3041	0.4664	24.9485	bayestyper	calls	s0	13
INS	405	405	0	272	1	0.5982	0.7486	24.9485	bayestyper	calls	s0	13
DEL	8	8	0	673	1	0.0117	0.0231	24.9485	bayestyper	calls	s0	13
Total	407	407	0	951	1	0.2997	0.4612	99	bayestyper	calls	s0	13
INS	399	399	0	278	1	0.5894	0.7417	99	bayestyper	calls	s0	13
DEL	8	8	0	673	1	0.0117	0.0231	99	bayestyper	calls	s0	13
Total	1351	1351	0	7	1	0.9948	0.9974	0	toilvg	truth	s0	13
INS	677	677	0	0	1	1	1	0	toilvg	truth	s0	13
DEL	674	674	0	7	1	0.9897	0.9948	0	toilvg	truth	s0	13
Total	1351	1351	0	7	1	0.9948	0.9974	49	toilvg	truth	s0	13
INS	677	677	0	0	1	1	1	49	toilvg	truth	s0	13
DEL	674	674	0	7	1	0.9897	0.9948	49	toilvg	truth	s0	13
Total	1218	1218	0	140	1	0.8969	0.9456	145	toilvg	truth	s0	13
INS	612	612	0	65	1	0.904	0.9496	145	toilvg	truth	s0	13
DEL	606	606	0	75	1	0.8899	0.9417	145	toilvg	truth	s0	13
Total	1081	1081	0	277	1	0.796	0.8864	182	toilvg	truth	s0	13
INS	547	547	0	130	1	0.808	0.8938	182	toilvg	truth	s0	13
DEL	534	534	0	147	1	0.7841	0.879	182	toilvg	truth	s0	13
Total	945	945	0	413	1	0.6959	0.8207	216	toilvg	truth	s0	13
INS	483	483	0	194	1	0.7134	0.8327	216	toilvg	truth	s0	13
DEL	462	462	0	219	1	0.6784	0.8084	216	toilvg	truth	s0	13
Total	811	811	0	547	1	0.5972	0.7478	247	toilvg	truth	s0	13
INS	413	413	0	264	1	0.61	0.7578	247	toilvg	truth	s0	13
DEL	398	398	0	283	1	0.5844	0.7377	247	toilvg	truth	s0	13
Total	676	676	0	682	1	0.4978	0.6647	294	toilvg	truth	s0	13
INS	354	354	0	323	1	0.5229	0.6867	294	toilvg	truth	s0	13
DEL	322	322	0	359	1	0.4728	0.642	294	toilvg	truth	s0	13
Total	540	540	0	818	1	0.3976	0.569	377.448	toilvg	truth	s0	13
INS	312	312	0	365	1	0.4609	0.631	377.448	toilvg	truth	s0	13
DEL	228	228	0	453	1	0.3348	0.5016	377.448	toilvg	truth	s0	13
Total	407	407	0	951	1	0.2997	0.4612	449	toilvg	truth	s0	13
INS	246	246	0	431	1	0.3634	0.5331	449	toilvg	truth	s0	13
DEL	161	161	0	520	1	0.2364	0.3824	449	toilvg	truth	s0	13
Total	271	271	0	1087	1	0.1996	0.3328	510.346	toilvg	truth	s0	13
INS	164	164	0	513	1	0.2422	0.39	510.346	toilvg	truth	s0	13
DEL	107	107	0	574	1	0.1571	0.2715	510.346	toilvg	truth	s0	13
Total	136	136	0	1222	1	0.1001	0.182	568	toilvg	truth	s0	13
INS	86	86	0	591	1	0.127	0.2254	568	toilvg	truth	s0	13
DEL	50	50	0	631	1	0.0734	0.1368	568	toilvg	truth	s0	13
Total	1	1	0	1357	1	7e-04	0.0014	967	toilvg	truth	s0	13
INS	0	0	0	677	NA	0	NA	967	toilvg	truth	s0	13
DEL	1	1	0	680	1	0.0015	0.003	967	toilvg	truth	s0	13
Total	647	647	0	711	1	0.4764	0.6454	0	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	0	svtyper	truth	s0	13
DEL	647	647	0	34	1	0.9501	0.9744	0	svtyper	truth	s0	13
Total	647	647	0	711	1	0.4764	0.6454	4.64	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	4.64	svtyper	truth	s0	13
DEL	647	647	0	34	1	0.9501	0.9744	4.64	svtyper	truth	s0	13
Total	583	583	0	775	1	0.4293	0.6007	95.81	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	95.81	svtyper	truth	s0	13
DEL	583	583	0	98	1	0.8561	0.9225	95.81	svtyper	truth	s0	13
Total	518	518	0	840	1	0.3814	0.5522	143.84	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	143.84	svtyper	truth	s0	13
DEL	518	518	0	163	1	0.7606	0.864	143.84	svtyper	truth	s0	13
Total	460	460	0	898	1	0.3387	0.506	182.85	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	182.85	svtyper	truth	s0	13
DEL	460	460	0	221	1	0.6755	0.8063	182.85	svtyper	truth	s0	13
Total	390	390	0	968	1	0.2872	0.4462	236.83	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	236.83	svtyper	truth	s0	13
DEL	390	390	0	291	1	0.5727	0.7283	236.83	svtyper	truth	s0	13
Total	324	324	0	1034	1	0.2386	0.3853	320.74	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	320.74	svtyper	truth	s0	13
DEL	324	324	0	357	1	0.4758	0.6448	320.74	svtyper	truth	s0	13
Total	273	273	0	1085	1	0.201	0.3347	384.05	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	384.05	svtyper	truth	s0	13
DEL	273	273	0	408	1	0.4009	0.5723	384.05	svtyper	truth	s0	13
Total	205	205	0	1153	1	0.151	0.2624	472.68	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	472.68	svtyper	truth	s0	13
DEL	205	205	0	476	1	0.301	0.4627	472.68	svtyper	truth	s0	13
Total	140	140	0	1218	1	0.1031	0.1869	561.31	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	561.31	svtyper	truth	s0	13
DEL	140	140	0	541	1	0.2056	0.3411	561.31	svtyper	truth	s0	13
Total	73	73	0	1285	1	0.0538	0.1021	679.48	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	679.48	svtyper	truth	s0	13
DEL	73	73	0	608	1	0.1072	0.1936	679.48	svtyper	truth	s0	13
Total	1	1	0	1357	1	7e-04	0.0014	1152.15	svtyper	truth	s0	13
INS	0	0	0	677	NA	0	NA	1152.15	svtyper	truth	s0	13
DEL	1	1	0	680	1	0.0015	0.003	1152.15	svtyper	truth	s0	13
Total	839	839	0	519	1	0.6178	0.7638	0	delly	truth	s0	13
INS	158	158	0	519	1	0.2334	0.3785	0	delly	truth	s0	13
DEL	681	681	0	0	1	1	1	0	delly	truth	s0	13
Total	945	945	0	413	1	0.6959	0.8207	0	bayestyper	truth	s0	13
INS	503	503	0	174	1	0.743	0.8526	0	bayestyper	truth	s0	13
DEL	442	442	0	239	1	0.649	0.7871	0	bayestyper	truth	s0	13
Total	945	945	0	413	1	0.6959	0.8207	21.4267	bayestyper	truth	s0	13
INS	503	503	0	174	1	0.743	0.8526	21.4267	bayestyper	truth	s0	13
DEL	442	442	0	239	1	0.649	0.7871	21.4267	bayestyper	truth	s0	13
Total	918	918	0	440	1	0.676	0.8067	99	bayestyper	truth	s0	13
INS	496	496	0	181	1	0.7326	0.8457	99	bayestyper	truth	s0	13
DEL	422	422	0	259	1	0.6197	0.7652	99	bayestyper	truth	s0	13
Total	979	979	0	340	1	0.7422	0.852	0	toilvg	calls	s1	13
INS	668	668	0	0	1	1	1	0	toilvg	calls	s1	13
DEL	311	311	0	340	1	0.4777	0.6465	0	toilvg	calls	s1	13
Total	979	979	0	340	1	0.7422	0.852	18	toilvg	calls	s1	13
INS	668	668	0	0	1	1	1	18	toilvg	calls	s1	13
DEL	311	311	0	340	1	0.4777	0.6465	18	toilvg	calls	s1	13
Total	883	883	0	436	1	0.6694	0.802	133	toilvg	calls	s1	13
INS	632	632	0	36	1	0.9461	0.9723	133	toilvg	calls	s1	13
DEL	251	251	0	400	1	0.3856	0.5566	133	toilvg	calls	s1	13
Total	783	783	0	536	1	0.5936	0.745	172.8812	toilvg	calls	s1	13
INS	577	577	0	91	1	0.8638	0.9269	172.8812	toilvg	calls	s1	13
DEL	206	206	0	445	1	0.3164	0.4807	172.8812	toilvg	calls	s1	13
Total	686	686	0	633	1	0.5201	0.6843	201	toilvg	calls	s1	13
INS	505	505	0	163	1	0.756	0.861	201	toilvg	calls	s1	13
DEL	181	181	0	470	1	0.278	0.4351	201	toilvg	calls	s1	13
Total	587	587	0	732	1	0.445	0.6159	234.2	toilvg	calls	s1	13
INS	438	438	0	230	1	0.6557	0.7921	234.2	toilvg	calls	s1	13
DEL	149	149	0	502	1	0.2289	0.3725	234.2	toilvg	calls	s1	13
Total	490	490	0	829	1	0.3715	0.5417	273.618	toilvg	calls	s1	13
INS	374	374	0	294	1	0.5599	0.7179	273.618	toilvg	calls	s1	13
DEL	116	116	0	535	1	0.1782	0.3025	273.618	toilvg	calls	s1	13
Total	393	393	0	926	1	0.298	0.4592	337	toilvg	calls	s1	13
INS	310	310	0	358	1	0.4641	0.634	337	toilvg	calls	s1	13
DEL	83	83	0	568	1	0.1275	0.2262	337	toilvg	calls	s1	13
Total	294	294	0	1025	1	0.2229	0.3645	424.8586	toilvg	calls	s1	13
INS	253	253	0	415	1	0.3787	0.5494	424.8586	toilvg	calls	s1	13
DEL	41	41	0	610	1	0.063	0.1185	424.8586	toilvg	calls	s1	13
Total	196	196	0	1123	1	0.1486	0.2587	492.2836	toilvg	calls	s1	13
INS	172	172	0	496	1	0.2575	0.4095	492.2836	toilvg	calls	s1	13
DEL	24	24	0	627	1	0.0369	0.0712	492.2836	toilvg	calls	s1	13
Total	98	98	0	1221	1	0.0743	0.1383	565.7804	toilvg	calls	s1	13
INS	85	85	0	583	1	0.1272	0.2257	565.7804	toilvg	calls	s1	13
DEL	13	13	0	638	1	0.02	0.0392	565.7804	toilvg	calls	s1	13
Total	1	1	0	1318	1	8e-04	0.0016	901.189	toilvg	calls	s1	13
INS	1	1	0	667	1	0.0015	0.003	901.189	toilvg	calls	s1	13
DEL	0	0	0	651	NA	0	NA	901.189	toilvg	calls	s1	13
Total	590	590	0	729	1	0.4473	0.6181	0	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	0	svtyper	calls	s1	13
DEL	590	590	0	61	1	0.9063	0.9508	0	svtyper	calls	s1	13
Total	590	590	0	729	1	0.4473	0.6181	4.73	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	4.73	svtyper	calls	s1	13
DEL	590	590	0	61	1	0.9063	0.9508	4.73	svtyper	calls	s1	13
Total	534	534	0	785	1	0.4049	0.5764	56.92	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	56.92	svtyper	calls	s1	13
DEL	534	534	0	117	1	0.8203	0.9013	56.92	svtyper	calls	s1	13
Total	472	472	0	847	1	0.3578	0.527	92.926	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	92.926	svtyper	calls	s1	13
DEL	472	472	0	179	1	0.725	0.8406	92.926	svtyper	calls	s1	13
Total	413	413	0	906	1	0.3131	0.4769	129.727	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	129.727	svtyper	calls	s1	13
DEL	413	413	0	238	1	0.6344	0.7763	129.727	svtyper	calls	s1	13
Total	354	354	0	965	1	0.2684	0.4232	166.662	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	166.662	svtyper	calls	s1	13
DEL	354	354	0	297	1	0.5438	0.7045	166.662	svtyper	calls	s1	13
Total	307	307	0	1012	1	0.2328	0.3777	206.87	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	206.87	svtyper	calls	s1	13
DEL	307	307	0	344	1	0.4716	0.6409	206.87	svtyper	calls	s1	13
Total	252	252	0	1067	1	0.1911	0.3209	265.9	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	265.9	svtyper	calls	s1	13
DEL	252	252	0	399	1	0.3871	0.5581	265.9	svtyper	calls	s1	13
Total	197	197	0	1122	1	0.1494	0.26	324.97	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	324.97	svtyper	calls	s1	13
DEL	197	197	0	454	1	0.3026	0.4646	324.97	svtyper	calls	s1	13
Total	134	134	0	1185	1	0.1016	0.1845	384.05	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	384.05	svtyper	calls	s1	13
DEL	134	134	0	517	1	0.2058	0.3414	384.05	svtyper	calls	s1	13
Total	59	59	0	1260	1	0.0447	0.0856	473.387	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	473.387	svtyper	calls	s1	13
DEL	59	59	0	592	1	0.0906	0.1661	473.387	svtyper	calls	s1	13
Total	2	2	0	1317	1	0.0015	0.003	945.36	svtyper	calls	s1	13
INS	0	0	0	668	NA	0	NA	945.36	svtyper	calls	s1	13
DEL	2	2	0	649	1	0.0031	0.0062	945.36	svtyper	calls	s1	13
Total	121	121	0	1198	1	0.0917	0.168	0	delly	calls	s1	13
INS	25	25	0	643	1	0.0374	0.0721	0	delly	calls	s1	13
DEL	96	96	0	555	1	0.1475	0.2571	0	delly	calls	s1	13
Total	380	380	0	939	1	0.2881	0.4473	0	bayestyper	calls	s1	13
INS	377	377	0	291	1	0.5644	0.7216	0	bayestyper	calls	s1	13
DEL	3	3	0	648	1	0.0046	0.0092	0	bayestyper	calls	s1	13
Total	380	380	0	939	1	0.2881	0.4473	23.7675	bayestyper	calls	s1	13
INS	377	377	0	291	1	0.5644	0.7216	23.7675	bayestyper	calls	s1	13
DEL	3	3	0	648	1	0.0046	0.0092	23.7675	bayestyper	calls	s1	13
Total	365	365	0	954	1	0.2767	0.4335	99	bayestyper	calls	s1	13
INS	362	362	0	306	1	0.5419	0.7029	99	bayestyper	calls	s1	13
DEL	3	3	0	648	1	0.0046	0.0092	99	bayestyper	calls	s1	13
Total	1312	1312	0	7	1	0.9947	0.9973	0	toilvg	truth	s1	13
INS	668	668	0	0	1	1	1	0	toilvg	truth	s1	13
DEL	644	644	0	7	1	0.9892	0.9946	0	toilvg	truth	s1	13
Total	1312	1312	0	7	1	0.9947	0.9973	64	toilvg	truth	s1	13
INS	668	668	0	0	1	1	1	64	toilvg	truth	s1	13
DEL	644	644	0	7	1	0.9892	0.9946	64	toilvg	truth	s1	13
Total	1181	1181	0	138	1	0.8954	0.9448	145	toilvg	truth	s1	13
INS	605	605	0	63	1	0.9057	0.9505	145	toilvg	truth	s1	13
DEL	576	576	0	75	1	0.8848	0.9389	145	toilvg	truth	s1	13
Total	1049	1049	0	270	1	0.7953	0.886	186.0214	toilvg	truth	s1	13
INS	532	532	0	136	1	0.7964	0.8867	186.0214	toilvg	truth	s1	13
DEL	517	517	0	134	1	0.7942	0.8853	186.0214	toilvg	truth	s1	13
Total	921	921	0	398	1	0.6983	0.8224	220	toilvg	truth	s1	13
INS	465	465	0	203	1	0.6961	0.8208	220	toilvg	truth	s1	13
DEL	456	456	0	195	1	0.7005	0.8239	220	toilvg	truth	s1	13
Total	787	787	0	532	1	0.5967	0.7474	252.629	toilvg	truth	s1	13
INS	406	406	0	262	1	0.6078	0.7561	252.629	toilvg	truth	s1	13
DEL	381	381	0	270	1	0.5853	0.7384	252.629	toilvg	truth	s1	13
Total	656	656	0	663	1	0.4973	0.6643	312.09	toilvg	truth	s1	13
INS	346	346	0	322	1	0.518	0.6825	312.09	toilvg	truth	s1	13
DEL	310	310	0	341	1	0.4762	0.6452	312.09	toilvg	truth	s1	13
Total	527	527	0	792	1	0.3995	0.5709	389	toilvg	truth	s1	13
INS	300	300	0	368	1	0.4491	0.6198	389	toilvg	truth	s1	13
DEL	227	227	0	424	1	0.3487	0.5171	389	toilvg	truth	s1	13
Total	396	396	0	923	1	0.3002	0.4618	449	toilvg	truth	s1	13
INS	249	249	0	419	1	0.3728	0.5431	449	toilvg	truth	s1	13
DEL	147	147	0	504	1	0.2258	0.3684	449	toilvg	truth	s1	13
Total	263	263	0	1056	1	0.1994	0.3325	502.9212	toilvg	truth	s1	13
INS	171	171	0	497	1	0.256	0.4076	502.9212	toilvg	truth	s1	13
DEL	92	92	0	559	1	0.1413	0.2476	502.9212	toilvg	truth	s1	13
Total	132	132	0	1187	1	0.1001	0.182	571.9672	toilvg	truth	s1	13
INS	83	83	0	585	1	0.1243	0.2211	571.9672	toilvg	truth	s1	13
DEL	49	49	0	602	1	0.0753	0.1401	571.9672	toilvg	truth	s1	13
Total	1	1	0	1318	1	8e-04	0.0016	925.297	toilvg	truth	s1	13
INS	1	1	0	667	1	0.0015	0.003	925.297	toilvg	truth	s1	13
DEL	0	0	0	651	NA	0	NA	925.297	toilvg	truth	s1	13
Total	625	625	0	694	1	0.4738	0.643	0	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	0	svtyper	truth	s1	13
DEL	625	625	0	26	1	0.9601	0.9796	0	svtyper	truth	s1	13
Total	625	625	0	694	1	0.4738	0.643	4.64	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	4.64	svtyper	truth	s1	13
DEL	625	625	0	26	1	0.9601	0.9796	4.64	svtyper	truth	s1	13
Total	562	562	0	757	1	0.4261	0.5976	82.086	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	82.086	svtyper	truth	s1	13
DEL	562	562	0	89	1	0.8633	0.9266	82.086	svtyper	truth	s1	13
Total	500	500	0	819	1	0.3791	0.5498	140.874	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	140.874	svtyper	truth	s1	13
DEL	500	500	0	151	1	0.768	0.8688	140.874	svtyper	truth	s1	13
Total	437	437	0	882	1	0.3313	0.4977	204.37	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	204.37	svtyper	truth	s1	13
DEL	437	437	0	214	1	0.6713	0.8033	204.37	svtyper	truth	s1	13
Total	375	375	0	944	1	0.2843	0.4427	259.616	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	259.616	svtyper	truth	s1	13
DEL	375	375	0	276	1	0.576	0.731	259.616	svtyper	truth	s1	13
Total	321	321	0	998	1	0.2434	0.3915	324.97	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	324.97	svtyper	truth	s1	13
DEL	321	321	0	330	1	0.4931	0.6605	324.97	svtyper	truth	s1	13
