type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
DEL	73	73	0	407	1	0.1521	0.264	32	toilvg	calls	s2	1
Total	159	159	0	694	1	0.1864	0.3142	34	toilvg	calls	s2	1
INS	95	95	0	278	1	0.2547	0.406	34	toilvg	calls	s2	1
DEL	64	64	0	416	1	0.1333	0.2352	34	toilvg	calls	s2	1
Total	129	129	0	724	1	0.1512	0.2627	37	toilvg	calls	s2	1
INS	85	85	0	288	1	0.2279	0.3712	37	toilvg	calls	s2	1
DEL	44	44	0	436	1	0.0917	0.168	37	toilvg	calls	s2	1
Total	111	111	0	742	1	0.1301	0.2302	39.54864	toilvg	calls	s2	1
INS	79	79	0	294	1	0.2118	0.3496	39.54864	toilvg	calls	s2	1
DEL	32	32	0	448	1	0.0667	0.1251	39.54864	toilvg	calls	s2	1
Total	99	99	0	754	1	0.1161	0.208	47.0817	toilvg	calls	s2	1
INS	74	74	0	299	1	0.1984	0.3311	47.0817	toilvg	calls	s2	1
DEL	25	25	0	455	1	0.0521	0.099	47.0817	toilvg	calls	s2	1
Total	83	83	0	770	1	0.0973	0.1773	55.1961	toilvg	calls	s2	1
INS	60	60	0	313	1	0.1609	0.2772	55.1961	toilvg	calls	s2	1
DEL	23	23	0	457	1	0.0479	0.0914	55.1961	toilvg	calls	s2	1
Total	66	66	0	787	1	0.0774	0.1437	65.96842	toilvg	calls	s2	1
INS	48	48	0	325	1	0.1287	0.228	65.96842	toilvg	calls	s2	1
DEL	18	18	0	462	1	0.0375	0.0723	65.96842	toilvg	calls	s2	1
Total	43	43	0	810	1	0.0504	0.096	73.12672	toilvg	calls	s2	1
INS	34	34	0	339	1	0.0912	0.1672	73.12672	toilvg	calls	s2	1
DEL	9	9	0	471	1	0.0188	0.0369	73.12672	toilvg	calls	s2	1
Total	26	26	0	827	1	0.0305	0.0592	86.55608	toilvg	calls	s2	1
INS	22	22	0	351	1	0.059	0.1114	86.55608	toilvg	calls	s2	1
DEL	4	4	0	476	1	0.0083	0.0165	86.55608	toilvg	calls	s2	1
Total	1	1	0	852	1	0.0012	0.0024	152.034	toilvg	calls	s2	1
INS	1	1	0	372	1	0.0027	0.0054	152.034	toilvg	calls	s2	1
DEL	0	0	0	480	NA	0	NA	152.034	toilvg	calls	s2	1
Total	11	11	0	842	1	0.0129	0.0255	0	svtyper	calls	s2	1
INS	0	0	0	373	NA	0	NA	0	svtyper	calls	s2	1
DEL	11	11	0	469	1	0.0229	0.0448	0	svtyper	calls	s2	1
Total	11	11	0	842	1	0.0129	0.0255	25.33	svtyper	calls	s2	1
INS	0	0	0	373	NA	0	NA	25.33	svtyper	calls	s2	1
DEL	11	11	0	469	1	0.0229	0.0448	25.33	svtyper	calls	s2	1
Total	10	10	0	843	1	0.0117	0.0231	31.46	svtyper	calls	s2	1
INS	0	0	0	373	NA	0	NA	31.46	svtyper	calls	s2	1
DEL	10	10	0	470	1	0.0208	0.0408	31.46	svtyper	calls	s2	1
Total	0	0	0	853	NA	0	NA	60.25	svtyper	calls	s2	1
INS	0	0	0	373	NA	0	NA	60.25	svtyper	calls	s2	1
DEL	0	0	0	480	NA	0	NA	60.25	svtyper	calls	s2	1
Total	0	0	0	853	NA	0	NA	177.38	svtyper	calls	s2	1
INS	0	0	0	373	NA	0	NA	177.38	svtyper	calls	s2	1
DEL	0	0	0	480	NA	0	NA	177.38	svtyper	calls	s2	1
Total	61	61	0	792	1	0.0715	0.1335	0	delly	calls	s2	1
INS	35	35	0	338	1	0.0938	0.1715	0	delly	calls	s2	1
DEL	26	26	0	454	1	0.0542	0.1028	0	delly	calls	s2	1
Total	61	61	0	792	1	0.0715	0.1335	5	delly	calls	s2	1
INS	35	35	0	338	1	0.0938	0.1715	5	delly	calls	s2	1
DEL	26	26	0	454	1	0.0542	0.1028	5	delly	calls	s2	1
Total	35	35	0	818	1	0.041	0.0788	7	delly	calls	s2	1
INS	21	21	0	352	1	0.0563	0.1066	7	delly	calls	s2	1
DEL	14	14	0	466	1	0.0292	0.0567	7	delly	calls	s2	1
Total	14	14	0	839	1	0.0164	0.0323	10	delly	calls	s2	1
INS	9	9	0	364	1	0.0241	0.0471	10	delly	calls	s2	1
DEL	5	5	0	475	1	0.0104	0.0206	10	delly	calls	s2	1
Total	7	7	0	846	1	0.0082	0.0163	25	delly	calls	s2	1
INS	3	3	0	370	1	0.008	0.0159	25	delly	calls	s2	1
DEL	4	4	0	476	1	0.0083	0.0165	25	delly	calls	s2	1
Total	1	1	0	852	1	0.0012	0.0024	30	delly	calls	s2	1
INS	0	0	0	373	NA	0	NA	30	delly	calls	s2	1
DEL	1	1	0	479	1	0.0021	0.0042	30	delly	calls	s2	1
Total	122	122	1	731	0.9919	0.143	0.25	0	bayestyper	calls	s2	1
INS	117	117	0	256	1	0.3137	0.4776	0	bayestyper	calls	s2	1
DEL	5	5	1	475	0.8333	0.0104	0.0205	0	bayestyper	calls	s2	1
Total	122	122	1	731	0.9919	0.143	0.25	3.31241	bayestyper	calls	s2	1
INS	117	117	0	256	1	0.3137	0.4776	3.31241	bayestyper	calls	s2	1
DEL	5	5	1	475	0.8333	0.0104	0.0205	3.31241	bayestyper	calls	s2	1
Total	109	109	0	744	1	0.1278	0.2266	7.217502	bayestyper	calls	s2	1
INS	107	107	0	266	1	0.2869	0.4459	7.217502	bayestyper	calls	s2	1
DEL	2	2	0	478	1	0.0042	0.0084	7.217502	bayestyper	calls	s2	1
Total	87	87	0	766	1	0.102	0.1851	12.30948	bayestyper	calls	s2	1
INS	85	85	0	288	1	0.2279	0.3712	12.30948	bayestyper	calls	s2	1
DEL	2	2	0	478	1	0.0042	0.0084	12.30948	bayestyper	calls	s2	1
Total	72	72	0	781	1	0.0844	0.1557	26.11296	bayestyper	calls	s2	1
INS	70	70	0	303	1	0.1877	0.3161	26.11296	bayestyper	calls	s2	1
DEL	2	2	0	478	1	0.0042	0.0084	26.11296	bayestyper	calls	s2	1
Total	71	71	0	782	1	0.0832	0.1536	99	bayestyper	calls	s2	1
INS	69	69	0	304	1	0.185	0.3122	99	bayestyper	calls	s2	1
DEL	2	2	0	478	1	0.0042	0.0084	99	bayestyper	calls	s2	1
Total	363	363	0	490	1	0.4256	0.5971	0	toilvg	truth	s2	1
INS	125	125	0	248	1	0.3351	0.502	0	toilvg	truth	s2	1
DEL	238	238	0	242	1	0.4958	0.6629	0	toilvg	truth	s2	1
Total	363	363	0	490	1	0.4256	0.5971	17	toilvg	truth	s2	1
INS	125	125	0	248	1	0.3351	0.502	17	toilvg	truth	s2	1
DEL	238	238	0	242	1	0.4958	0.6629	17	toilvg	truth	s2	1
Total	322	322	0	531	1	0.3775	0.5481	33	toilvg	truth	s2	1
INS	120	120	0	253	1	0.3217	0.4868	33	toilvg	truth	s2	1
DEL	202	202	0	278	1	0.4208	0.5923	33	toilvg	truth	s2	1
Total	305	305	0	548	1	0.3576	0.5268	34	toilvg	truth	s2	1
INS	120	120	0	253	1	0.3217	0.4868	34	toilvg	truth	s2	1
DEL	185	185	0	295	1	0.3854	0.5564	34	toilvg	truth	s2	1
Total	244	244	0	609	1	0.286	0.4448	36	toilvg	truth	s2	1
INS	109	109	0	264	1	0.2922	0.4523	36	toilvg	truth	s2	1
DEL	135	135	0	345	1	0.2812	0.439	36	toilvg	truth	s2	1
Total	211	211	0	642	1	0.2474	0.3967	39	toilvg	truth	s2	1
INS	102	102	0	271	1	0.2735	0.4295	39	toilvg	truth	s2	1
DEL	109	109	0	371	1	0.2271	0.3701	39	toilvg	truth	s2	1
Total	163	163	0	690	1	0.1911	0.3209	40.94215	toilvg	truth	s2	1
INS	89	89	0	284	1	0.2386	0.3853	40.94215	toilvg	truth	s2	1
DEL	74	74	0	406	1	0.1542	0.2672	40.94215	toilvg	truth	s2	1
Total	143	143	0	710	1	0.1676	0.2871	55.08328	toilvg	truth	s2	1
INS	73	73	0	300	1	0.1957	0.3273	55.08328	toilvg	truth	s2	1
DEL	70	70	0	410	1	0.1458	0.2545	55.08328	toilvg	truth	s2	1
Total	117	117	0	736	1	0.1372	0.2413	66.04151	toilvg	truth	s2	1
INS	57	57	0	316	1	0.1528	0.2651	66.04151	toilvg	truth	s2	1
DEL	60	60	0	420	1	0.125	0.2222	66.04151	toilvg	truth	s2	1
Total	81	81	0	772	1	0.095	0.1735	73	toilvg	truth	s2	1
INS	43	43	0	330	1	0.1153	0.2068	73	toilvg	truth	s2	1
DEL	38	38	0	442	1	0.0792	0.1468	73	toilvg	truth	s2	1
Total	45	45	0	808	1	0.0528	0.1003	93.17766	toilvg	truth	s2	1
INS	25	25	0	348	1	0.067	0.1256	93.17766	toilvg	truth	s2	1
DEL	20	20	0	460	1	0.0417	0.0801	93.17766	toilvg	truth	s2	1
Total	1	1	0	852	1	0.0012	0.0024	184.739	toilvg	truth	s2	1
INS	1	1	0	372	1	0.0027	0.0054	184.739	toilvg	truth	s2	1
DEL	0	0	0	480	NA	0	NA	184.739	toilvg	truth	s2	1
Total	59	59	0	794	1	0.0692	0.1294	0	svtyper	truth	s2	1
INS	0	0	0	373	NA	0	NA	0	svtyper	truth	s2	1
DEL	59	59	0	421	1	0.1229	0.2189	0	svtyper	truth	s2	1
Total	59	59	0	794	1	0.0692	0.1294	25.33	svtyper	truth	s2	1
INS	0	0	0	373	NA	0	NA	25.33	svtyper	truth	s2	1
DEL	59	59	0	421	1	0.1229	0.2189	25.33	svtyper	truth	s2	1
Total	55	55	0	798	1	0.0645	0.1212	31.46	svtyper	truth	s2	1
INS	0	0	0	373	NA	0	NA	31.46	svtyper	truth	s2	1
DEL	55	55	0	425	1	0.1146	0.2056	31.46	svtyper	truth	s2	1
Total	12	12	0	841	1	0.0141	0.0278	60.25	svtyper	truth	s2	1
INS	0	0	0	373	NA	0	NA	60.25	svtyper	truth	s2	1
DEL	12	12	0	468	1	0.025	0.0488	60.25	svtyper	truth	s2	1
Total	0	0	0	853	NA	0	NA	177.38	svtyper	truth	s2	1
INS	0	0	0	373	NA	0	NA	177.38	svtyper	truth	s2	1
DEL	0	0	0	480	NA	0	NA	177.38	svtyper	truth	s2	1
Total	444	444	0	409	1	0.5205	0.6846	0	delly	truth	s2	1
INS	232	232	0	141	1	0.622	0.767	0	delly	truth	s2	1
DEL	212	212	0	268	1	0.4417	0.6127	0	delly	truth	s2	1
Total	444	444	0	409	1	0.5205	0.6846	5	delly	truth	s2	1
INS	232	232	0	141	1	0.622	0.767	5	delly	truth	s2	1
DEL	212	212	0	268	1	0.4417	0.6127	5	delly	truth	s2	1
Total	249	249	0	604	1	0.2919	0.4519	7	delly	truth	s2	1
INS	147	147	0	226	1	0.3941	0.5654	7	delly	truth	s2	1
DEL	102	102	0	378	1	0.2125	0.3505	7	delly	truth	s2	1
Total	142	142	0	711	1	0.1665	0.2855	10	delly	truth	s2	1
INS	83	83	0	290	1	0.2225	0.364	10	delly	truth	s2	1
DEL	59	59	0	421	1	0.1229	0.2189	10	delly	truth	s2	1
Total	101	101	0	752	1	0.1184	0.2117	12	delly	truth	s2	1
INS	57	57	0	316	1	0.1528	0.2651	12	delly	truth	s2	1
DEL	44	44	0	436	1	0.0917	0.168	12	delly	truth	s2	1
Total	47	47	0	806	1	0.0551	0.1044	26	delly	truth	s2	1
INS	23	23	0	350	1	0.0617	0.1162	26	delly	truth	s2	1
DEL	24	24	0	456	1	0.05	0.0952	26	delly	truth	s2	1
Total	1	1	0	852	1	0.0012	0.0024	85	delly	truth	s2	1
INS	1	1	0	372	1	0.0027	0.0054	85	delly	truth	s2	1
DEL	0	0	0	480	NA	0	NA	85	delly	truth	s2	1
Total	380	380	0	473	1	0.4455	0.6164	0	bayestyper	truth	s2	1
INS	203	203	0	170	1	0.5442	0.7048	0	bayestyper	truth	s2	1
DEL	177	177	0	303	1	0.3688	0.5389	0	bayestyper	truth	s2	1
Total	380	380	0	473	1	0.4455	0.6164	3.10691	bayestyper	truth	s2	1
INS	203	203	0	170	1	0.5442	0.7048	3.10691	bayestyper	truth	s2	1
DEL	177	177	0	303	1	0.3688	0.5389	3.10691	bayestyper	truth	s2	1
Total	337	337	0	516	1	0.3951	0.5664	9.50782	bayestyper	truth	s2	1
INS	182	182	0	191	1	0.4879	0.6558	9.50782	bayestyper	truth	s2	1
DEL	155	155	0	325	1	0.3229	0.4882	9.50782	bayestyper	truth	s2	1
Total	327	327	0	526	1	0.3834	0.5543	99	bayestyper	truth	s2	1
INS	177	177	0	196	1	0.4745	0.6436	99	bayestyper	truth	s2	1
DEL	150	150	0	330	1	0.3125	0.4762	99	bayestyper	truth	s2	1
Total	608	608	0	201	1	0.7515	0.8581	0	toilvg	calls	s0	13
INS	388	388	0	1	1	0.9974	0.9987	0	toilvg	calls	s0	13
DEL	220	220	0	200	1	0.5238	0.6875	0	toilvg	calls	s0	13
Total	608	608	0	201	1	0.7515	0.8581	24	toilvg	calls	s0	13
INS	388	388	0	1	1	0.9974	0.9987	24	toilvg	calls	s0	13
DEL	220	220	0	200	1	0.5238	0.6875	24	toilvg	calls	s0	13
Total	549	549	0	260	1	0.6786	0.8085	136	toilvg	calls	s0	13
INS	368	368	0	21	1	0.946	0.9723	136	toilvg	calls	s0	13
DEL	181	181	0	239	1	0.431	0.6024	136	toilvg	calls	s0	13
Total	488	488	0	321	1	0.6032	0.7525	176.7294	toilvg	calls	s0	13
INS	325	325	0	64	1	0.8355	0.9104	176.7294	toilvg	calls	s0	13
DEL	163	163	0	257	1	0.3881	0.5592	176.7294	toilvg	calls	s0	13
Total	420	420	0	389	1	0.5192	0.6835	213.9073	toilvg	calls	s0	13
INS	285	285	0	104	1	0.7326	0.8457	213.9073	toilvg	calls	s0	13
DEL	135	135	0	285	1	0.3214	0.4865	213.9073	toilvg	calls	s0	13
Total	354	354	0	455	1	0.4376	0.6088	245.7372	toilvg	calls	s0	13
INS	241	241	0	148	1	0.6195	0.7651	245.7372	toilvg	calls	s0	13
DEL	113	113	0	307	1	0.269	0.424	245.7372	toilvg	calls	s0	13
Total	297	297	0	512	1	0.3671	0.537	289	toilvg	calls	s0	13
INS	208	208	0	181	1	0.5347	0.6968	289	toilvg	calls	s0	13
DEL	89	89	0	331	1	0.2119	0.3497	289	toilvg	calls	s0	13
Total	231	231	0	578	1	0.2855	0.4442	353.3644	toilvg	calls	s0	13
INS	174	174	0	215	1	0.4473	0.6181	353.3644	toilvg	calls	s0	13
DEL	57	57	0	363	1	0.1357	0.239	353.3644	toilvg	calls	s0	13
Total	168	168	0	641	1	0.2077	0.344	443.4625	toilvg	calls	s0	13
INS	139	139	0	250	1	0.3573	0.5265	443.4625	toilvg	calls	s0	13
DEL	29	29	0	391	1	0.069	0.1291	443.4625	toilvg	calls	s0	13
Total	119	119	0	690	1	0.1471	0.2565	503.7684	toilvg	calls	s0	13
INS	102	102	0	287	1	0.2622	0.4155	503.7684	toilvg	calls	s0	13
DEL	17	17	0	403	1	0.0405	0.0778	503.7684	toilvg	calls	s0	13
Total	67	67	0	742	1	0.0828	0.1529	571.4079	toilvg	calls	s0	13
INS	58	58	0	331	1	0.1491	0.2595	571.4079	toilvg	calls	s0	13
DEL	9	9	0	411	1	0.0214	0.0419	571.4079	toilvg	calls	s0	13
Total	1	1	0	808	1	0.0012	0.0024	898.341	toilvg	calls	s0	13
INS	1	1	0	388	1	0.0026	0.0052	898.341	toilvg	calls	s0	13
DEL	0	0	0	420	NA	0	NA	898.341	toilvg	calls	s0	13
Total	222	220	0	589	1	0.2719	0.4275	0	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	0	svtyper	calls	s0	13
DEL	222	220	0	200	1	0.5238	0.6875	0	svtyper	calls	s0	13
Total	222	220	0	589	1	0.2719	0.4275	4.73	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	4.73	svtyper	calls	s0	13
DEL	222	220	0	200	1	0.5238	0.6875	4.73	svtyper	calls	s0	13
Total	188	186	0	623	1	0.2299	0.3739	32.94	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	32.94	svtyper	calls	s0	13
DEL	188	186	0	234	1	0.4429	0.6139	32.94	svtyper	calls	s0	13
Total	159	157	0	652	1	0.1941	0.3251	56.32	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	56.32	svtyper	calls	s0	13
DEL	159	157	0	263	1	0.3738	0.5442	56.32	svtyper	calls	s0	13
Total	129	127	0	682	1	0.157	0.2714	75.87	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	75.87	svtyper	calls	s0	13
DEL	129	127	0	293	1	0.3024	0.4644	75.87	svtyper	calls	s0	13
Total	98	96	0	713	1	0.1187	0.2122	94.6980000000001	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	94.6980000000001	svtyper	calls	s0	13
DEL	98	96	0	324	1	0.2286	0.3721	94.6980000000001	svtyper	calls	s0	13
Total	70	69	0	740	1	0.0853	0.1572	140.9	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	140.9	svtyper	calls	s0	13
DEL	70	69	0	351	1	0.1643	0.2822	140.9	svtyper	calls	s0	13
Total	47	46	0	763	1	0.0569	0.1077	170.91	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	170.91	svtyper	calls	s0	13
DEL	47	46	0	374	1	0.1095	0.1974	170.91	svtyper	calls	s0	13
Total	24	23	0	786	1	0.0284	0.0552	221.164	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	221.164	svtyper	calls	s0	13
DEL	24	23	0	397	1	0.0548	0.1039	221.164	svtyper	calls	s0	13
Total	12	11	0	798	1	0.0136	0.0268	295.44	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	295.44	svtyper	calls	s0	13
DEL	12	11	0	409	1	0.0262	0.0511	295.44	svtyper	calls	s0	13
Total	2	1	0	808	1	0.0012	0.0024	413.6	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	413.6	svtyper	calls	s0	13
DEL	2	1	0	419	1	0.0024	0.0048	413.6	svtyper	calls	s0	13
Total	0	0	0	809	NA	0	NA	709.02	svtyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	709.02	svtyper	calls	s0	13
DEL	0	0	0	420	NA	0	NA	709.02	svtyper	calls	s0	13
Total	150	149	0	660	1	0.1842	0.3111	0	delly	calls	s0	13
INS	74	74	0	315	1	0.1902	0.3196	0	delly	calls	s0	13
DEL	76	75	0	345	1	0.1786	0.3031	0	delly	calls	s0	13
Total	150	149	0	660	1	0.1842	0.3111	5	delly	calls	s0	13
INS	74	74	0	315	1	0.1902	0.3196	5	delly	calls	s0	13
DEL	76	75	0	345	1	0.1786	0.3031	5	delly	calls	s0	13
Total	142	141	0	668	1	0.1743	0.2969	21	delly	calls	s0	13
INS	70	70	0	319	1	0.1799	0.3049	21	delly	calls	s0	13
DEL	72	71	0	349	1	0.169	0.2891	21	delly	calls	s0	13
Total	129	128	0	681	1	0.1582	0.2732	27	delly	calls	s0	13
INS	66	66	0	323	1	0.1697	0.2902	27	delly	calls	s0	13
DEL	63	62	0	358	1	0.1476	0.2572	27	delly	calls	s0	13
Total	112	111	0	698	1	0.1372	0.2413	33	delly	calls	s0	13
INS	57	57	0	332	1	0.1465	0.2556	33	delly	calls	s0	13
DEL	55	54	0	366	1	0.1286	0.2279	33	delly	calls	s0	13
Total	96	95	0	714	1	0.1174	0.2101	41.4	delly	calls	s0	13
INS	52	52	0	337	1	0.1337	0.2359	41.4	delly	calls	s0	13
DEL	44	43	0	377	1	0.1024	0.1858	41.4	delly	calls	s0	13
Total	80	79	0	730	1	0.0977	0.178	61.5	delly	calls	s0	13
INS	43	43	0	346	1	0.1105	0.199	61.5	delly	calls	s0	13
DEL	37	36	0	384	1	0.0857	0.1579	61.5	delly	calls	s0	13
Total	62	61	0	748	1	0.0754	0.1402	87.2	delly	calls	s0	13
INS	34	34	0	355	1	0.0874	0.1608	87.2	delly	calls	s0	13
DEL	28	27	0	393	1	0.0643	0.1208	87.2	delly	calls	s0	13
Total	47	46	0	763	1	0.0569	0.1077	111	delly	calls	s0	13
INS	26	26	0	363	1	0.0668	0.1252	111	delly	calls	s0	13
DEL	21	20	0	400	1	0.0476	0.0909	111	delly	calls	s0	13
Total	29	29	0	780	1	0.0358	0.0691	140.6	delly	calls	s0	13
INS	19	19	0	370	1	0.0488	0.0931	140.6	delly	calls	s0	13
DEL	10	10	0	410	1	0.0238	0.0465	140.6	delly	calls	s0	13
Total	23	23	0	786	1	0.0284	0.0552	10000	delly	calls	s0	13
INS	16	16	0	373	1	0.0411	0.079	10000	delly	calls	s0	13
DEL	7	7	0	413	1	0.0167	0.0329	10000	delly	calls	s0	13
Total	7	7	0	802	1	0.0087	0.0172	0	bayestyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	0	bayestyper	calls	s0	13
DEL	7	7	0	413	1	0.0167	0.0329	0	bayestyper	calls	s0	13
Total	7	7	0	802	1	0.0087	0.0172	36.9903	bayestyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	36.9903	bayestyper	calls	s0	13
DEL	7	7	0	413	1	0.0167	0.0329	36.9903	bayestyper	calls	s0	13
Total	6	6	0	803	1	0.0074	0.0147	99	bayestyper	calls	s0	13
INS	0	0	0	389	NA	0	NA	99	bayestyper	calls	s0	13
DEL	6	6	0	414	1	0.0143	0.0282	99	bayestyper	calls	s0	13
Total	804	804	0	5	1	0.9938	0.9969	0	toilvg	truth	s0	13
INS	389	389	0	0	1	1	1	0	toilvg	truth	s0	13
DEL	415	415	0	5	1	0.9881	0.994	0	toilvg	truth	s0	13
Total	804	804	0	5	1	0.9938	0.9969	34	toilvg	truth	s0	13
INS	389	389	0	0	1	1	1	34	toilvg	truth	s0	13
DEL	415	415	0	5	1	0.9881	0.994	34	toilvg	truth	s0	13
Total	729	729	0	80	1	0.9011	0.948	145	toilvg	truth	s0	13
INS	361	361	0	28	1	0.928	0.9627	145	toilvg	truth	s0	13
DEL	368	368	0	52	1	0.8762	0.934	145	toilvg	truth	s0	13
Total	646	646	0	163	1	0.7985	0.888	187.6764	toilvg	truth	s0	13
INS	326	326	0	63	1	0.838	0.9119	187.6764	toilvg	truth	s0	13
DEL	320	320	0	100	1	0.7619	0.8649	187.6764	toilvg	truth	s0	13
Total	569	569	0	240	1	0.7033	0.8258	219	toilvg	truth	s0	13
INS	288	288	0	101	1	0.7404	0.8508	219	toilvg	truth	s0	13
DEL	281	281	0	139	1	0.669	0.8017	219	toilvg	truth	s0	13
Total	485	485	0	324	1	0.5995	0.7496	252	toilvg	truth	s0	13
INS	250	250	0	139	1	0.6427	0.7825	252	toilvg	truth	s0	13
DEL	235	235	0	185	1	0.5595	0.7175	252	toilvg	truth	s0	13
Total	402	402	0	407	1	0.4969	0.6639	307	toilvg	truth	s0	13
INS	217	217	0	172	1	0.5578	0.7161	307	toilvg	truth	s0	13
DEL	185	185	0	235	1	0.4405	0.6116	307	toilvg	truth	s0	13
Total	314	314	0	495	1	0.3881	0.5592	383.1968	toilvg	truth	s0	13
INS	181	181	0	208	1	0.4653	0.6351	383.1968	toilvg	truth	s0	13
DEL	133	133	0	287	1	0.3167	0.4811	383.1968	toilvg	truth	s0	13
Total	236	236	0	573	1	0.2917	0.4517	452.7226	toilvg	truth	s0	13
INS	154	154	0	235	1	0.3959	0.5672	452.7226	toilvg	truth	s0	13
DEL	82	82	0	338	1	0.1952	0.3266	452.7226	toilvg	truth	s0	13
Total	160	160	0	649	1	0.1978	0.3303	510.4716	toilvg	truth	s0	13
INS	115	115	0	274	1	0.2956	0.4563	510.4716	toilvg	truth	s0	13
DEL	45	45	0	375	1	0.1071	0.1935	510.4716	toilvg	truth	s0	13
Total	85	85	0	724	1	0.1051	0.1902	575.811	toilvg	truth	s0	13
INS	62	62	0	327	1	0.1594	0.275	575.811	toilvg	truth	s0	13
DEL	23	23	0	397	1	0.0548	0.1039	575.811	toilvg	truth	s0	13
Total	1	1	0	808	1	0.0012	0.0024	906.116	toilvg	truth	s0	13
INS	1	1	0	388	1	0.0026	0.0052	906.116	toilvg	truth	s0	13
DEL	0	0	0	420	NA	0	NA	906.116	toilvg	truth	s0	13
Total	399	398	0	411	1	0.492	0.6595	0	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	0	svtyper	truth	s0	13
DEL	399	398	0	22	1	0.9476	0.9731	0	svtyper	truth	s0	13
Total	399	398	0	411	1	0.492	0.6595	4.68	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	4.68	svtyper	truth	s0	13
DEL	399	398	0	22	1	0.9476	0.9731	4.68	svtyper	truth	s0	13
Total	347	346	0	463	1	0.4277	0.5991	53.92	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	53.92	svtyper	truth	s0	13
DEL	347	346	0	74	1	0.8238	0.9034	53.92	svtyper	truth	s0	13
Total	298	297	0	512	1	0.3671	0.537	89.31	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	89.31	svtyper	truth	s0	13
DEL	298	297	0	123	1	0.7071	0.8284	89.31	svtyper	truth	s0	13
Total	258	258	0	551	1	0.3189	0.4836	118.56	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	118.56	svtyper	truth	s0	13
DEL	258	258	0	162	1	0.6143	0.7611	118.56	svtyper	truth	s0	13
Total	212	212	0	597	1	0.2621	0.4153	147.94	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	147.94	svtyper	truth	s0	13
DEL	212	212	0	208	1	0.5048	0.6709	147.94	svtyper	truth	s0	13
Total	154	154	0	655	1	0.1904	0.3199	194.81	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	194.81	svtyper	truth	s0	13
DEL	154	154	0	266	1	0.3667	0.5366	194.81	svtyper	truth	s0	13
Total	116	116	0	693	1	0.1434	0.2508	236.38	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	236.38	svtyper	truth	s0	13
DEL	116	116	0	304	1	0.2762	0.4328	236.38	svtyper	truth	s0	13
Total	67	67	0	742	1	0.0828	0.1529	284.938	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	284.938	svtyper	truth	s0	13
DEL	67	67	0	353	1	0.1595	0.2751	284.938	svtyper	truth	s0	13
Total	34	34	0	775	1	0.042	0.0806	354.51	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	354.51	svtyper	truth	s0	13
DEL	34	34	0	386	1	0.081	0.1499	354.51	svtyper	truth	s0	13
Total	1	1	0	808	1	0.0012	0.0024	502.22	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	502.22	svtyper	truth	s0	13
DEL	1	1	0	419	1	0.0024	0.0048	502.22	svtyper	truth	s0	13
Total	0	0	0	809	NA	0	NA	915.82	svtyper	truth	s0	13
INS	0	0	0	389	NA	0	NA	915.82	svtyper	truth	s0	13
DEL	0	0	0	420	NA	0	NA	915.82	svtyper	truth	s0	13
Total	807	807	0	2	1	0.9975	0.9987	0	delly	truth	s0	13
INS	389	389	0	0	1	1	1	0	delly	truth	s0	13
DEL	418	418	0	2	1	0.9952	0.9976	0	delly	truth	s0	13
Total	807	807	0	2	1	0.9975	0.9987	4	delly	truth	s0	13
INS	389	389	0	0	1	1	1	4	delly	truth	s0	13
DEL	418	418	0	2	1	0.9952	0.9976	4	delly	truth	s0	13
Total	736	736	0	73	1	0.9098	0.9528	27	delly	truth	s0	13
INS	376	376	0	13	1	0.9666	0.983	27	delly	truth	s0	13
DEL	360	360	0	60	1	0.8571	0.9231	27	delly	truth	s0	13
Total	676	676	0	133	1	0.8356	0.9104	33	delly	truth	s0	13
INS	367	367	0	22	1	0.9434	0.9709	33	delly	truth	s0	13
DEL	309	309	0	111	1	0.7357	0.8477	33	delly	truth	s0	13
