type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
INS	168	168	33	512	0.8358	0.2471	0.3814	4	bayestyper	calls	s1	3
DEL	7	7	2	660	0.7778	0.0105	0.0207	4	bayestyper	calls	s1	3
INV	91	91	215	578	0.2974	0.136	0.1866	4	bayestyper	calls	s1	3
Total	220	220	237	1796	0.4814	0.1091	0.1779	6	bayestyper	calls	s1	3
INS	145	145	29	535	0.8333	0.2132	0.3395	6	bayestyper	calls	s1	3
DEL	6	6	2	661	0.75	0.009	0.0178	6	bayestyper	calls	s1	3
INV	69	69	206	600	0.2509	0.1031	0.1461	6	bayestyper	calls	s1	3
Total	178	178	222	1838	0.445	0.0883	0.1474	8	bayestyper	calls	s1	3
INS	125	125	26	555	0.8278	0.1838	0.3008	8	bayestyper	calls	s1	3
DEL	6	6	1	661	0.8571	0.009	0.0178	8	bayestyper	calls	s1	3
INV	47	47	195	622	0.1942	0.0703	0.1032	8	bayestyper	calls	s1	3
Total	156	156	188	1860	0.4535	0.0774	0.1322	10	bayestyper	calls	s1	3
INS	118	118	24	562	0.831	0.1735	0.2871	10	bayestyper	calls	s1	3
DEL	6	6	1	661	0.8571	0.009	0.0178	10	bayestyper	calls	s1	3
INV	32	32	163	637	0.1641	0.0478	0.074	10	bayestyper	calls	s1	3
Total	142	142	168	1874	0.4581	0.0704	0.122	11	bayestyper	calls	s1	3
INS	111	111	24	569	0.8222	0.1632	0.2723	11	bayestyper	calls	s1	3
DEL	6	6	1	661	0.8571	0.009	0.0178	11	bayestyper	calls	s1	3
INV	25	25	143	644	0.1488	0.0374	0.0598	11	bayestyper	calls	s1	3
Total	126	126	108	1890	0.5385	0.0625	0.112	13	bayestyper	calls	s1	3
INS	111	111	22	569	0.8346	0.1632	0.273	13	bayestyper	calls	s1	3
DEL	5	5	1	662	0.8333	0.0075	0.0149	13	bayestyper	calls	s1	3
INV	10	10	85	659	0.1053	0.0149	0.0261	13	bayestyper	calls	s1	3
Total	118	118	54	1898	0.686	0.0585	0.1078	16	bayestyper	calls	s1	3
INS	110	110	21	570	0.8397	0.1618	0.2713	16	bayestyper	calls	s1	3
DEL	5	5	0	662	1	0.0075	0.0149	16	bayestyper	calls	s1	3
INV	3	3	33	666	0.0833	0.0045	0.0085	16	bayestyper	calls	s1	3
Total	106	106	18	1910	0.8548	0.0526	0.0991	99	bayestyper	calls	s1	3
INS	103	103	18	577	0.8512	0.1515	0.2572	99	bayestyper	calls	s1	3
DEL	3	3	0	664	1	0.0045	0.009	99	bayestyper	calls	s1	3
INV	0	0	0	669	NA	0	NA	99	bayestyper	calls	s1	3
Total	1399	1403	243	613	0.852	0.6959	0.7661	0	toilvg	truth	s1	3
INS	497	497	89	183	0.8481	0.7309	0.7852	0	toilvg	truth	s1	3
DEL	484	484	78	183	0.8612	0.7256	0.7876	0	toilvg	truth	s1	3
INV	418	422	76	247	0.8462	0.6308	0.7228	0	toilvg	truth	s1	3
Total	1399	1403	243	613	0.852	0.6959	0.7661	16	toilvg	truth	s1	3
INS	497	497	89	183	0.8481	0.7309	0.7852	16	toilvg	truth	s1	3
DEL	484	484	78	183	0.8612	0.7256	0.7876	16	toilvg	truth	s1	3
INV	418	422	76	247	0.8462	0.6308	0.7228	16	toilvg	truth	s1	3
Total	1271	1275	217	741	0.8542	0.6324	0.7268	37	toilvg	truth	s1	3
INS	453	453	88	227	0.8373	0.6662	0.742	37	toilvg	truth	s1	3
DEL	405	405	58	262	0.8747	0.6072	0.7168	37	toilvg	truth	s1	3
INV	413	417	71	252	0.8533	0.6233	0.7204	37	toilvg	truth	s1	3
Total	1122	1126	191	890	0.8545	0.5585	0.6755	48.8269	toilvg	truth	s1	3
INS	400	400	79	280	0.8351	0.5882	0.6902	48.8269	toilvg	truth	s1	3
DEL	357	357	46	310	0.8859	0.5352	0.6673	48.8269	toilvg	truth	s1	3
INV	365	369	66	300	0.8469	0.5516	0.6681	48.8269	toilvg	truth	s1	3
Total	998	1001	151	1015	0.8686	0.4965	0.6318	65.6193	toilvg	truth	s1	3
INS	366	366	72	314	0.8356	0.5382	0.6547	65.6193	toilvg	truth	s1	3
DEL	315	315	41	352	0.8848	0.4723	0.6159	65.6193	toilvg	truth	s1	3
INV	317	320	38	349	0.893	0.4783	0.6229	65.6193	toilvg	truth	s1	3
Total	864	867	121	1149	0.8772	0.4301	0.5772	72.3472	toilvg	truth	s1	3
INS	339	339	63	341	0.8433	0.4985	0.6266	72.3472	toilvg	truth	s1	3
DEL	246	246	25	421	0.9077	0.3688	0.5245	72.3472	toilvg	truth	s1	3
INV	279	282	33	387	0.8942	0.4215	0.5729	72.3472	toilvg	truth	s1	3
Total	725	727	96	1289	0.8831	0.3606	0.5121	85.77875	toilvg	truth	s1	3
INS	291	291	55	389	0.841	0.4279	0.5672	85.77875	toilvg	truth	s1	3
DEL	200	200	18	467	0.9174	0.2999	0.452	85.77875	toilvg	truth	s1	3
INV	234	236	23	433	0.9105	0.3528	0.5085	85.77875	toilvg	truth	s1	3
Total	581	583	75	1433	0.8857	0.2892	0.436	104.537	toilvg	truth	s1	3
INS	247	247	44	433	0.8488	0.3632	0.5087	104.537	toilvg	truth	s1	3
DEL	154	154	15	513	0.9112	0.2309	0.3684	104.537	toilvg	truth	s1	3
INV	180	182	16	487	0.9184	0.272	0.4197	104.537	toilvg	truth	s1	3
Total	451	452	42	1564	0.9148	0.2242	0.3601	118.35	toilvg	truth	s1	3
INS	198	198	25	482	0.8879	0.2912	0.4386	118.35	toilvg	truth	s1	3
DEL	109	109	8	558	0.9316	0.1634	0.278	118.35	toilvg	truth	s1	3
INV	144	145	9	524	0.9412	0.2167	0.3523	118.35	toilvg	truth	s1	3
Total	308	309	21	1707	0.9362	0.1533	0.2635	142.548	toilvg	truth	s1	3
INS	139	139	13	541	0.9145	0.2044	0.3341	142.548	toilvg	truth	s1	3
DEL	73	73	4	594	0.9481	0.1094	0.1962	142.548	toilvg	truth	s1	3
INV	96	97	4	572	0.96	0.145	0.2519	142.548	toilvg	truth	s1	3
Total	161	161	4	1855	0.9758	0.0799	0.1477	176.4165	toilvg	truth	s1	3
INS	72	72	3	608	0.96	0.1059	0.1908	176.4165	toilvg	truth	s1	3
DEL	35	35	0	632	1	0.0525	0.0998	176.4165	toilvg	truth	s1	3
INV	54	54	1	615	0.9818	0.0807	0.1491	176.4165	toilvg	truth	s1	3
Total	1	1	0	2015	1	5e-04	0.001	417.081	toilvg	truth	s1	3
INS	0	0	0	680	NA	0	NA	417.081	toilvg	truth	s1	3
DEL	0	0	0	667	NA	0	NA	417.081	toilvg	truth	s1	3
INV	1	1	0	668	1	0.0015	0.003	417.081	toilvg	truth	s1	3
Total	729	729	116	1287	0.8627	0.3616	0.5096	0	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	0	svtyper	truth	s1	3
DEL	348	348	43	319	0.89	0.5217	0.6578	0	svtyper	truth	s1	3
INV	381	381	73	288	0.8392	0.5695	0.6785	0	svtyper	truth	s1	3
Total	699	699	102	1317	0.8727	0.3467	0.4963	2	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	2	svtyper	truth	s1	3
DEL	332	332	37	335	0.8997	0.4978	0.641	2	svtyper	truth	s1	3
INV	367	367	65	302	0.8495	0.5486	0.6667	2	svtyper	truth	s1	3
Total	564	564	47	1452	0.9231	0.2798	0.4294	4	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	4	svtyper	truth	s1	3
DEL	251	251	14	416	0.9472	0.3763	0.5386	4	svtyper	truth	s1	3
INV	313	313	33	356	0.9046	0.4679	0.6168	4	svtyper	truth	s1	3
Total	537	537	47	1479	0.9195	0.2664	0.4131	5	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	5	svtyper	truth	s1	3
DEL	236	236	14	431	0.944	0.3538	0.5147	5	svtyper	truth	s1	3
INV	301	301	33	368	0.9012	0.4499	0.6002	5	svtyper	truth	s1	3
Total	419	419	21	1597	0.9523	0.2078	0.3412	7	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	7	svtyper	truth	s1	3
DEL	168	168	5	499	0.9711	0.2519	0.4	7	svtyper	truth	s1	3
INV	251	251	16	418	0.9401	0.3752	0.5363	7	svtyper	truth	s1	3
Total	342	342	14	1674	0.9607	0.1696	0.2883	8	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	8	svtyper	truth	s1	3
DEL	125	125	2	542	0.9843	0.1874	0.3149	8	svtyper	truth	s1	3
INV	217	217	12	452	0.9476	0.3244	0.4833	8	svtyper	truth	s1	3
Total	252	252	5	1764	0.9805	0.125	0.2217	11	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	11	svtyper	truth	s1	3
DEL	87	87	0	580	1	0.1304	0.2307	11	svtyper	truth	s1	3
INV	165	165	5	504	0.9706	0.2466	0.3933	11	svtyper	truth	s1	3
Total	167	167	4	1849	0.9766	0.0828	0.1527	14	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	14	svtyper	truth	s1	3
DEL	54	54	0	613	1	0.081	0.1499	14	svtyper	truth	s1	3
INV	113	113	4	556	0.9658	0.1689	0.2875	14	svtyper	truth	s1	3
Total	116	116	0	1900	1	0.0575	0.1087	17	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	17	svtyper	truth	s1	3
DEL	33	33	0	634	1	0.0495	0.0943	17	svtyper	truth	s1	3
INV	83	83	0	586	1	0.1241	0.2208	17	svtyper	truth	s1	3
Total	1	1	0	2015	1	5e-04	0.001	66	svtyper	truth	s1	3
INS	0	0	0	680	NA	0	NA	66	svtyper	truth	s1	3
DEL	1	1	0	666	1	0.0015	0.003	66	svtyper	truth	s1	3
INV	0	0	0	669	NA	0	NA	66	svtyper	truth	s1	3
Total	1201	1201	114	815	0.9133	0.5957	0.7211	0	delly	truth	s1	3
INS	353	353	55	327	0.8652	0.5191	0.6489	0	delly	truth	s1	3
DEL	497	497	34	170	0.936	0.7451	0.8297	0	delly	truth	s1	3
INV	351	351	25	318	0.9335	0.5247	0.6718	0	delly	truth	s1	3
Total	1201	1201	114	815	0.9133	0.5957	0.7211	5	delly	truth	s1	3
INS	353	353	55	327	0.8652	0.5191	0.6489	5	delly	truth	s1	3
DEL	497	497	34	170	0.936	0.7451	0.8297	5	delly	truth	s1	3
INV	351	351	25	318	0.9335	0.5247	0.6718	5	delly	truth	s1	3
Total	1120	1120	83	896	0.931	0.5556	0.6959	7	delly	truth	s1	3
INS	341	341	45	339	0.8834	0.5015	0.6398	7	delly	truth	s1	3
DEL	441	441	14	226	0.9692	0.6612	0.7861	7	delly	truth	s1	3
INV	338	338	24	331	0.9337	0.5052	0.6556	7	delly	truth	s1	3
Total	928	928	48	1088	0.9508	0.4603	0.6203	10	delly	truth	s1	3
INS	322	322	30	358	0.9148	0.4735	0.624	10	delly	truth	s1	3
DEL	338	338	4	329	0.9883	0.5067	0.6699	10	delly	truth	s1	3
INV	268	268	14	401	0.9504	0.4006	0.5636	10	delly	truth	s1	3
Total	816	816	30	1200	0.9645	0.4048	0.5703	12	delly	truth	s1	3
INS	287	287	15	393	0.9503	0.4221	0.5846	12	delly	truth	s1	3
DEL	278	278	1	389	0.9964	0.4168	0.5877	12	delly	truth	s1	3
INV	251	251	14	418	0.9472	0.3752	0.5375	12	delly	truth	s1	3
Total	685	685	18	1331	0.9744	0.3398	0.5039	15	delly	truth	s1	3
INS	251	251	6	429	0.9767	0.3691	0.5357	15	delly	truth	s1	3
DEL	233	233	0	434	1	0.3493	0.5177	15	delly	truth	s1	3
INV	201	201	12	468	0.9437	0.3004	0.4557	15	delly	truth	s1	3
Total	523	523	14	1493	0.9739	0.2594	0.4097	21	delly	truth	s1	3
INS	171	171	2	509	0.9884	0.2515	0.401	21	delly	truth	s1	3
DEL	183	183	0	484	1	0.2744	0.4306	21	delly	truth	s1	3
INV	169	169	12	500	0.9337	0.2526	0.3976	21	delly	truth	s1	3
Total	409	409	12	1607	0.9715	0.2029	0.3357	25	delly	truth	s1	3
INS	111	111	0	569	1	0.1632	0.2806	25	delly	truth	s1	3
DEL	145	145	0	522	1	0.2174	0.3572	25	delly	truth	s1	3
INV	153	153	12	516	0.9273	0.2287	0.3669	25	delly	truth	s1	3
Total	251	251	12	1765	0.9544	0.1245	0.2203	30.2	delly	truth	s1	3
INS	53	53	0	627	1	0.0779	0.1445	30.2	delly	truth	s1	3
DEL	52	52	0	615	1	0.078	0.1447	30.2	delly	truth	s1	3
INV	146	146	12	523	0.9241	0.2182	0.353	30.2	delly	truth	s1	3
Total	139	139	0	1877	1	0.0689	0.1289	54	delly	truth	s1	3
INS	29	29	0	651	1	0.0426	0.0817	54	delly	truth	s1	3
DEL	27	27	0	640	1	0.0405	0.0778	54	delly	truth	s1	3
INV	83	83	0	586	1	0.1241	0.2208	54	delly	truth	s1	3
Total	5	5	0	2011	1	0.0025	0.005	10000	delly	truth	s1	3
INS	0	0	0	680	NA	0	NA	10000	delly	truth	s1	3
DEL	0	0	0	667	NA	0	NA	10000	delly	truth	s1	3
INV	5	5	0	664	1	0.0075	0.0149	10000	delly	truth	s1	3
Total	1306	1307	317	709	0.8047	0.6483	0.7181	0	bayestyper	truth	s1	3
INS	439	439	123	241	0.7811	0.6456	0.7069	0	bayestyper	truth	s1	3
DEL	396	396	86	271	0.8216	0.5937	0.6893	0	bayestyper	truth	s1	3
INV	471	472	108	197	0.8135	0.7055	0.7557	0	bayestyper	truth	s1	3
Total	1306	1307	317	709	0.8047	0.6483	0.7181	2	bayestyper	truth	s1	3
INS	439	439	123	241	0.7811	0.6456	0.7069	2	bayestyper	truth	s1	3
DEL	396	396	86	271	0.8216	0.5937	0.6893	2	bayestyper	truth	s1	3
INV	471	472	108	197	0.8135	0.7055	0.7557	2	bayestyper	truth	s1	3
Total	1226	1227	281	789	0.8135	0.6086	0.6963	4	bayestyper	truth	s1	3
INS	418	418	118	262	0.7799	0.6147	0.6875	4	bayestyper	truth	s1	3
DEL	380	380	74	287	0.837	0.5697	0.678	4	bayestyper	truth	s1	3
INV	428	429	89	240	0.8279	0.6413	0.7228	4	bayestyper	truth	s1	3
Total	1088	1089	219	927	0.8324	0.5402	0.6552	7	bayestyper	truth	s1	3
INS	390	390	105	290	0.7879	0.5735	0.6638	7	bayestyper	truth	s1	3
DEL	353	353	52	314	0.8716	0.5292	0.6586	7	bayestyper	truth	s1	3
INV	345	346	62	323	0.8477	0.5172	0.6424	7	bayestyper	truth	s1	3
Total	951	952	186	1064	0.8364	0.4722	0.6036	11	bayestyper	truth	s1	3
INS	356	356	97	324	0.7859	0.5235	0.6284	11	bayestyper	truth	s1	3
DEL	329	329	46	338	0.8773	0.4933	0.6315	11	bayestyper	truth	s1	3
INV	266	267	43	402	0.8608	0.3991	0.5454	11	bayestyper	truth	s1	3
Total	853	854	127	1162	0.8704	0.4236	0.5699	22	bayestyper	truth	s1	3
INS	340	340	85	340	0.8	0.5	0.6154	22	bayestyper	truth	s1	3
DEL	315	315	25	352	0.9265	0.4723	0.6257	22	bayestyper	truth	s1	3
INV	198	199	17	470	0.9209	0.2975	0.4497	22	bayestyper	truth	s1	3
Total	726	726	99	1290	0.88	0.3601	0.5111	99	bayestyper	truth	s1	3
INS	324	324	74	356	0.8141	0.4765	0.6011	99	bayestyper	truth	s1	3
DEL	291	291	18	376	0.9417	0.4363	0.5963	99	bayestyper	truth	s1	3
INV	111	111	7	558	0.9407	0.1659	0.2821	99	bayestyper	truth	s1	3
Total	1283	1328	229	667	0.8485	0.6657	0.7461	0	toilvg	calls	s2	3
INS	430	434	100	209	0.8113	0.675	0.7369	0	toilvg	calls	s2	3
DEL	455	471	66	193	0.8733	0.7093	0.7828	0	toilvg	calls	s2	3
INV	398	423	63	265	0.8633	0.6148	0.7182	0	toilvg	calls	s2	3
Total	1283	1328	229	667	0.8485	0.6657	0.7461	9	toilvg	calls	s2	3
INS	430	434	100	209	0.8113	0.675	0.7369	9	toilvg	calls	s2	3
DEL	455	471	66	193	0.8733	0.7093	0.7828	9	toilvg	calls	s2	3
INV	398	423	63	265	0.8633	0.6148	0.7182	9	toilvg	calls	s2	3
Total	1166	1204	199	791	0.8542	0.6035	0.7073	36	toilvg	calls	s2	3
INS	398	401	86	242	0.8223	0.6236	0.7093	36	toilvg	calls	s2	3
DEL	377	389	53	275	0.8767	0.5858	0.7023	36	toilvg	calls	s2	3
INV	391	414	60	274	0.867	0.6017	0.7104	36	toilvg	calls	s2	3
Total	1071	1106	180	889	0.8561	0.5544	0.673	40	toilvg	calls	s2	3
INS	377	380	79	263	0.8268	0.591	0.6893	40	toilvg	calls	s2	3
DEL	332	342	45	322	0.8806	0.5151	0.65	40	toilvg	calls	s2	3
INV	362	384	56	304	0.866	0.5581	0.6788	40	toilvg	calls	s2	3
Total	915	942	146	1053	0.8624	0.4722	0.6103	58.8807	toilvg	calls	s2	3
INS	331	334	67	309	0.8317	0.5194	0.6395	58.8807	toilvg	calls	s2	3
DEL	280	287	35	377	0.8889	0.4322	0.5816	58.8807	toilvg	calls	s2	3
INV	304	321	44	367	0.8736	0.4666	0.6083	58.8807	toilvg	calls	s2	3
Total	796	820	113	1175	0.8757	0.411	0.5594	68.13394	toilvg	calls	s2	3
INS	289	292	54	351	0.8426	0.4541	0.5902	68.13394	toilvg	calls	s2	3
DEL	231	235	23	429	0.9094	0.3539	0.5095	68.13394	toilvg	calls	s2	3
INV	276	293	36	395	0.8846	0.4259	0.575	68.13394	toilvg	calls	s2	3
Total	673	693	84	1302	0.889	0.3474	0.4996	76.0519	toilvg	calls	s2	3
INS	254	257	41	386	0.861	0.3997	0.546	76.0519	toilvg	calls	s2	3
DEL	181	184	12	480	0.9378	0.2771	0.4278	76.0519	toilvg	calls	s2	3
INV	238	252	31	436	0.8848	0.3663	0.5181	76.0519	toilvg	calls	s2	3
Total	546	562	59	1433	0.9025	0.2817	0.4294	97.49816	toilvg	calls	s2	3
INS	205	208	30	435	0.8723	0.3235	0.472	97.49816	toilvg	calls	s2	3
DEL	155	158	9	506	0.9451	0.238	0.3802	97.49816	toilvg	calls	s2	3
INV	186	196	20	492	0.9029	0.2849	0.4331	97.49816	toilvg	calls	s2	3
Total	427	439	28	1556	0.9385	0.2201	0.3566	113.9154	toilvg	calls	s2	3
INS	162	165	17	478	0.905	0.2566	0.3998	113.9154	toilvg	calls	s2	3
DEL	121	124	4	540	0.968	0.1867	0.313	113.9154	toilvg	calls	s2	3
INV	144	150	7	538	0.9536	0.218	0.3549	113.9154	toilvg	calls	s2	3
Total	290	298	14	1697	0.9539	0.1494	0.2583	139.299	toilvg	calls	s2	3
INS	107	108	6	535	0.9469	0.168	0.2854	139.299	toilvg	calls	s2	3
DEL	84	87	3	577	0.9655	0.131	0.2307	139.299	toilvg	calls	s2	3
INV	99	103	5	585	0.9519	0.1497	0.2587	139.299	toilvg	calls	s2	3
Total	146	150	6	1845	0.9605	0.0752	0.1395	173.5058	toilvg	calls	s2	3
INS	56	57	2	586	0.9655	0.0886	0.1623	173.5058	toilvg	calls	s2	3
DEL	38	38	2	626	0.95	0.0572	0.1079	173.5058	toilvg	calls	s2	3
INV	52	55	2	633	0.963	0.0799	0.1476	173.5058	toilvg	calls	s2	3
Total	1	1	0	1994	1	5e-04	0.001	357.655	toilvg	calls	s2	3
INS	1	1	0	642	1	0.0016	0.0032	357.655	toilvg	calls	s2	3
DEL	0	0	0	664	NA	0	NA	357.655	toilvg	calls	s2	3
INV	0	0	0	688	NA	0	NA	357.655	toilvg	calls	s2	3
Total	558	566	121	1429	0.8218	0.2837	0.4218	0	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	0	svtyper	calls	s2	3
DEL	234	238	33	426	0.8764	0.3584	0.5087	0	svtyper	calls	s2	3
INV	324	328	88	360	0.7864	0.4767	0.5936	0	svtyper	calls	s2	3
Total	541	549	109	1446	0.8323	0.2752	0.4136	2	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	2	svtyper	calls	s2	3
DEL	226	230	31	434	0.8794	0.3464	0.497	2	svtyper	calls	s2	3
INV	315	319	78	369	0.8015	0.4637	0.5875	2	svtyper	calls	s2	3
Total	421	422	61	1573	0.8734	0.2115	0.3405	4	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	4	svtyper	calls	s2	3
DEL	164	165	13	499	0.9266	0.2485	0.3919	4	svtyper	calls	s2	3
INV	257	257	48	431	0.8426	0.3735	0.5176	4	svtyper	calls	s2	3
Total	378	378	61	1617	0.861	0.1895	0.3106	5	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	5	svtyper	calls	s2	3
DEL	143	143	13	521	0.9167	0.2154	0.3488	5	svtyper	calls	s2	3
INV	235	235	48	453	0.8304	0.3416	0.4841	5	svtyper	calls	s2	3
Total	287	287	32	1708	0.8997	0.1439	0.2481	7	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	7	svtyper	calls	s2	3
DEL	102	102	6	562	0.9444	0.1536	0.2642	7	svtyper	calls	s2	3
INV	185	185	26	503	0.8768	0.2689	0.4116	7	svtyper	calls	s2	3
Total	209	209	17	1786	0.9248	0.1048	0.1883	10	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	10	svtyper	calls	s2	3
DEL	67	67	2	597	0.971	0.1009	0.1828	10	svtyper	calls	s2	3
INV	142	142	15	546	0.9045	0.2064	0.3361	10	svtyper	calls	s2	3
Total	141	141	8	1854	0.9463	0.0707	0.1316	12	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	12	svtyper	calls	s2	3
DEL	40	40	1	624	0.9756	0.0602	0.1134	12	svtyper	calls	s2	3
INV	101	101	7	587	0.9352	0.1468	0.2538	12	svtyper	calls	s2	3
Total	69	69	4	1926	0.9452	0.0346	0.0668	17	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	17	svtyper	calls	s2	3
DEL	16	16	0	648	1	0.0241	0.0471	17	svtyper	calls	s2	3
INV	53	53	4	635	0.9298	0.077	0.1422	17	svtyper	calls	s2	3
Total	1	1	0	1994	1	5e-04	0.001	52	svtyper	calls	s2	3
INS	0	0	0	643	NA	0	NA	52	svtyper	calls	s2	3
DEL	0	0	0	664	NA	0	NA	52	svtyper	calls	s2	3
INV	1	1	0	687	1	0.0015	0.003	52	svtyper	calls	s2	3
Total	514	515	40	1480	0.9278	0.2581	0.4039	0	delly	calls	s2	3
INS	58	58	5	585	0.9206	0.0902	0.1643	0	delly	calls	s2	3
DEL	83	83	5	581	0.9432	0.125	0.2207	0	delly	calls	s2	3
INV	373	374	30	314	0.9256	0.5436	0.6849	0	delly	calls	s2	3
Total	514	515	40	1480	0.9278	0.2581	0.4039	5	delly	calls	s2	3
INS	58	58	5	585	0.9206	0.0902	0.1643	5	delly	calls	s2	3
DEL	83	83	5	581	0.9432	0.125	0.2207	5	delly	calls	s2	3
INV	373	374	30	314	0.9256	0.5436	0.6849	5	delly	calls	s2	3
Total	482	483	38	1512	0.9269	0.2421	0.3839	7	delly	calls	s2	3
INS	53	53	5	590	0.9138	0.0824	0.1512	7	delly	calls	s2	3
DEL	72	72	3	592	0.96	0.1084	0.1948	7	delly	calls	s2	3
INV	357	358	30	330	0.9225	0.5203	0.6653	7	delly	calls	s2	3
Total	371	371	24	1624	0.9392	0.186	0.3105	12	delly	calls	s2	3
INS	42	42	2	601	0.9545	0.0653	0.1222	12	delly	calls	s2	3
DEL	52	52	0	612	1	0.0783	0.1452	12	delly	calls	s2	3
INV	277	277	22	411	0.9264	0.4026	0.5613	12	delly	calls	s2	3
Total	260	260	18	1735	0.9353	0.1303	0.2287	21	delly	calls	s2	3
INS	29	29	0	614	1	0.0451	0.0863	21	delly	calls	s2	3
DEL	36	36	0	628	1	0.0542	0.1028	21	delly	calls	s2	3
INV	195	195	18	493	0.9155	0.2834	0.4328	21	delly	calls	s2	3
Total	210	210	17	1785	0.9251	0.1053	0.1891	30	delly	calls	s2	3
INS	14	14	0	629	1	0.0218	0.0427	30	delly	calls	s2	3
DEL	12	12	0	652	1	0.0181	0.0356	30	delly	calls	s2	3
INV	184	184	17	504	0.9154	0.2674	0.4139	30	delly	calls	s2	3
Total	172	172	12	1823	0.9348	0.0862	0.1578	51	delly	calls	s2	3
INS	10	10	0	633	1	0.0156	0.0307	51	delly	calls	s2	3
DEL	9	9	0	655	1	0.0136	0.0268	51	delly	calls	s2	3
INV	153	153	12	535	0.9273	0.2224	0.3588	51	delly	calls	s2	3
Total	108	108	4	1887	0.9643	0.0541	0.1025	80	delly	calls	s2	3
INS	1	1	0	642	1	0.0016	0.0032	80	delly	calls	s2	3
DEL	1	1	0	663	1	0.0015	0.003	80	delly	calls	s2	3
INV	106	106	4	582	0.9636	0.1541	0.2657	80	delly	calls	s2	3
Total	75	75	4	1920	0.9494	0.0376	0.0723	105	delly	calls	s2	3
INS	0	0	0	643	NA	0	NA	105	delly	calls	s2	3
DEL	0	0	0	664	NA	0	NA	105	delly	calls	s2	3
INV	75	75	4	613	0.9494	0.109	0.1955	105	delly	calls	s2	3
Total	4	4	0	1991	1	0.002	0.004	10000	delly	calls	s2	3
INS	0	0	0	643	NA	0	NA	10000	delly	calls	s2	3
DEL	0	0	0	664	NA	0	NA	10000	delly	calls	s2	3
INV	4	4	0	684	1	0.0058	0.0115	10000	delly	calls	s2	3
Total	276	276	245	1719	0.5298	0.1383	0.2193	0	bayestyper	calls	s2	3
INS	187	187	38	456	0.8311	0.2908	0.4308	0	bayestyper	calls	s2	3
DEL	2	2	2	662	0.5	0.003	0.006	0	bayestyper	calls	s2	3
INV	87	87	205	601	0.2979	0.1265	0.1776	0	bayestyper	calls	s2	3
Total	276	276	245	1719	0.5298	0.1383	0.2193	2	bayestyper	calls	s2	3
INS	187	187	38	456	0.8311	0.2908	0.4308	2	bayestyper	calls	s2	3
DEL	2	2	2	662	0.5	0.003	0.006	2	bayestyper	calls	s2	3
INV	87	87	205	601	0.2979	0.1265	0.1776	2	bayestyper	calls	s2	3
Total	250	250	233	1745	0.5176	0.1253	0.2018	4	bayestyper	calls	s2	3
INS	173	173	34	470	0.8357	0.2691	0.4071	4	bayestyper	calls	s2	3
DEL	2	2	2	662	0.5	0.003	0.006	4	bayestyper	calls	s2	3
INV	75	75	197	613	0.2757	0.109	0.1562	4	bayestyper	calls	s2	3
Total	221	221	215	1774	0.5069	0.1108	0.1819	5	bayestyper	calls	s2	3
INS	158	158	28	485	0.8495	0.2457	0.3812	5	bayestyper	calls	s2	3
DEL	2	2	2	662	0.5	0.003	0.006	5	bayestyper	calls	s2	3
INV	61	61	185	627	0.248	0.0887	0.1307	5	bayestyper	calls	s2	3
Total	184	184	181	1811	0.5041	0.0922	0.1559	7	bayestyper	calls	s2	3
INS	145	145	23	498	0.8631	0.2255	0.3576	7	bayestyper	calls	s2	3
DEL	2	2	1	662	0.6667	0.003	0.006	7	bayestyper	calls	s2	3
INV	37	37	157	651	0.1907	0.0538	0.0839	7	bayestyper	calls	s2	3
Total	147	147	121	1848	0.5485	0.0737	0.1299	9	bayestyper	calls	s2	3
INS	131	131	21	512	0.8618	0.2037	0.3295	9	bayestyper	calls	s2	3
DEL	2	2	1	662	0.6667	0.003	0.006	9	bayestyper	calls	s2	3
INV	14	14	99	674	0.1239	0.0203	0.0349	9	bayestyper	calls	s2	3
Total	141	141	92	1854	0.6052	0.0707	0.1266	10	bayestyper	calls	s2	3
INS	129	129	20	514	0.8658	0.2006	0.3257	10	bayestyper	calls	s2	3
DEL	2	2	1	662	0.6667	0.003	0.006	10	bayestyper	calls	s2	3
INV	10	10	71	678	0.1235	0.0145	0.026	10	bayestyper	calls	s2	3
Total	119	119	38	1876	0.758	0.0596	0.1105	13	bayestyper	calls	s2	3
