type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
INV	335	336	0	307	1	0.5226	0.6865	57	svtyper	calls	s0	20
Total	467	467	0	1522	1	0.2348	0.3803	67	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	67	svtyper	calls	s0	20
DEL	172	172	0	497	1	0.2571	0.409	67	svtyper	calls	s0	20
INV	295	295	0	348	1	0.4588	0.629	67	svtyper	calls	s0	20
Total	351	351	0	1638	1	0.1765	0.3	81	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	81	svtyper	calls	s0	20
DEL	125	125	0	544	1	0.1868	0.3148	81	svtyper	calls	s0	20
INV	226	226	0	417	1	0.3515	0.5202	81	svtyper	calls	s0	20
Total	237	237	0	1752	1	0.1192	0.213	99	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	99	svtyper	calls	s0	20
DEL	86	86	0	583	1	0.1286	0.2279	99	svtyper	calls	s0	20
INV	151	151	0	492	1	0.2348	0.3803	99	svtyper	calls	s0	20
Total	119	119	0	1870	1	0.0598	0.1129	125	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	125	svtyper	calls	s0	20
DEL	58	58	0	611	1	0.0867	0.1596	125	svtyper	calls	s0	20
INV	61	61	0	582	1	0.0949	0.1733	125	svtyper	calls	s0	20
Total	12	12	0	1977	1	0.006	0.0119	200	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	200	svtyper	calls	s0	20
DEL	9	9	0	660	1	0.0135	0.0266	200	svtyper	calls	s0	20
INV	3	3	0	640	1	0.0047	0.0094	200	svtyper	calls	s0	20
Total	649	654	122	1335	0.8418	0.3288	0.4729	0	delly	calls	s0	20
INS	86	86	0	591	1	0.127	0.2254	0	delly	calls	s0	20
DEL	112	112	0	557	1	0.1674	0.2868	0	delly	calls	s0	20
INV	451	456	122	187	0.7871	0.7092	0.7461	0	delly	calls	s0	20
Total	649	654	122	1335	0.8418	0.3288	0.4729	5	delly	calls	s0	20
INS	86	86	0	591	1	0.127	0.2254	5	delly	calls	s0	20
DEL	112	112	0	557	1	0.1674	0.2868	5	delly	calls	s0	20
INV	451	456	122	187	0.7871	0.7092	0.7461	5	delly	calls	s0	20
Total	602	607	93	1382	0.8662	0.3052	0.4514	39	delly	calls	s0	20
INS	76	76	0	601	1	0.1123	0.2019	39	delly	calls	s0	20
DEL	101	101	0	568	1	0.151	0.2624	39	delly	calls	s0	20
INV	425	430	93	213	0.8205	0.6687	0.7369	39	delly	calls	s0	20
Total	543	548	85	1441	0.8646	0.2755	0.4179	54	delly	calls	s0	20
INS	69	69	0	608	1	0.1019	0.185	54	delly	calls	s0	20
DEL	80	80	0	589	1	0.1196	0.2136	54	delly	calls	s0	20
INV	394	399	85	244	0.8225	0.6205	0.7074	54	delly	calls	s0	20
Total	464	468	78	1521	0.8561	0.2353	0.3691	69	delly	calls	s0	20
INS	58	58	0	619	1	0.0857	0.1579	69	delly	calls	s0	20
DEL	57	57	0	612	1	0.0852	0.157	69	delly	calls	s0	20
INV	349	353	78	290	0.8173	0.549	0.6568	69	delly	calls	s0	20
Total	403	406	72	1583	0.8484	0.2041	0.329	84	delly	calls	s0	20
INS	48	48	0	629	1	0.0709	0.1324	84	delly	calls	s0	20
DEL	52	52	0	617	1	0.0777	0.1442	84	delly	calls	s0	20
INV	303	306	72	337	0.808	0.4759	0.599	84	delly	calls	s0	20
Total	332	335	52	1654	0.8646	0.1684	0.2819	112.5	delly	calls	s0	20
INS	29	29	0	648	1	0.0428	0.0821	112.5	delly	calls	s0	20
DEL	52	52	0	617	1	0.0777	0.1442	112.5	delly	calls	s0	20
INV	251	254	52	389	0.8284	0.395	0.5349	112.5	delly	calls	s0	20
Total	297	300	35	1689	0.8946	0.1508	0.2581	10000	delly	calls	s0	20
INS	18	18	0	659	1	0.0266	0.0518	10000	delly	calls	s0	20
DEL	45	45	0	624	1	0.0673	0.1261	10000	delly	calls	s0	20
INV	234	237	35	406	0.8699	0.3686	0.5178	10000	delly	calls	s0	20
Total	121	121	1	1868	0.9918	0.0608	0.1146	0	bayestyper	calls	s0	20
INS	110	110	0	567	1	0.1625	0.2796	0	bayestyper	calls	s0	20
DEL	8	8	0	661	1	0.012	0.0237	0	bayestyper	calls	s0	20
INV	3	3	1	640	0.75	0.0047	0.0093	0	bayestyper	calls	s0	20
Total	121	121	1	1868	0.9918	0.0608	0.1146	2	bayestyper	calls	s0	20
INS	110	110	0	567	1	0.1625	0.2796	2	bayestyper	calls	s0	20
DEL	8	8	0	661	1	0.012	0.0237	2	bayestyper	calls	s0	20
INV	3	3	1	640	0.75	0.0047	0.0093	2	bayestyper	calls	s0	20
Total	109	109	0	1880	1	0.0548	0.1039	9.1	bayestyper	calls	s0	20
INS	101	101	0	576	1	0.1492	0.2597	9.1	bayestyper	calls	s0	20
DEL	8	8	0	661	1	0.012	0.0237	9.1	bayestyper	calls	s0	20
INV	0	0	0	643	NA	0	NA	9.1	bayestyper	calls	s0	20
Total	104	104	0	1885	1	0.0523	0.0994	99	bayestyper	calls	s0	20
INS	96	96	0	581	1	0.1418	0.2484	99	bayestyper	calls	s0	20
DEL	8	8	0	661	1	0.012	0.0237	99	bayestyper	calls	s0	20
INV	0	0	0	643	NA	0	NA	99	bayestyper	calls	s0	20
Total	1883	1888	44	101	0.9772	0.9492	0.963	0	toilvg	truth	s0	20
INS	669	669	8	8	0.9882	0.9882	0.9882	0	toilvg	truth	s0	20
DEL	669	669	0	0	1	1	1	0	toilvg	truth	s0	20
INV	545	550	36	93	0.938	0.8554	0.8948	0	toilvg	truth	s0	20
Total	1883	1888	44	101	0.9772	0.9492	0.963	96.2814	toilvg	truth	s0	20
INS	669	669	8	8	0.9882	0.9882	0.9882	96.2814	toilvg	truth	s0	20
DEL	669	669	0	0	1	1	1	96.2814	toilvg	truth	s0	20
INV	545	550	36	93	0.938	0.8554	0.8948	96.2814	toilvg	truth	s0	20
Total	1704	1709	29	280	0.9833	0.8592	0.9171	256.5012	toilvg	truth	s0	20
INS	599	599	8	78	0.9868	0.8848	0.933	256.5012	toilvg	truth	s0	20
DEL	589	589	0	80	1	0.8804	0.9364	256.5012	toilvg	truth	s0	20
INV	516	521	21	122	0.9609	0.8103	0.8792	256.5012	toilvg	truth	s0	20
Total	1525	1529	16	460	0.9896	0.7687	0.8653	306.1798	toilvg	truth	s0	20
INS	522	522	8	155	0.9849	0.771	0.8649	306.1798	toilvg	truth	s0	20
DEL	531	531	0	138	1	0.7937	0.885	306.1798	toilvg	truth	s0	20
INV	472	476	8	167	0.9833	0.7403	0.8447	306.1798	toilvg	truth	s0	20
Total	1340	1343	9	646	0.9933	0.6752	0.8039	347.6486	toilvg	truth	s0	20
INS	455	455	7	222	0.9848	0.6721	0.7989	347.6486	toilvg	truth	s0	20
DEL	468	468	0	201	1	0.6996	0.8233	347.6486	toilvg	truth	s0	20
INV	417	420	2	223	0.9952	0.6532	0.7887	347.6486	toilvg	truth	s0	20
Total	1149	1152	7	837	0.9939	0.5792	0.7319	398.3892	toilvg	truth	s0	20
INS	385	385	6	292	0.9847	0.5687	0.721	398.3892	toilvg	truth	s0	20
DEL	404	404	0	265	1	0.6039	0.753	398.3892	toilvg	truth	s0	20
INV	360	363	1	280	0.9972	0.5645	0.7209	398.3892	toilvg	truth	s0	20
Total	959	962	4	1027	0.9958	0.4837	0.6511	471.9365	toilvg	truth	s0	20
INS	326	326	4	351	0.9879	0.4815	0.6474	471.9365	toilvg	truth	s0	20
DEL	340	340	0	329	1	0.5082	0.6739	471.9365	toilvg	truth	s0	20
INV	293	296	0	347	1	0.4603	0.6304	471.9365	toilvg	truth	s0	20
Total	772	774	0	1215	1	0.3891	0.5602	627	toilvg	truth	s0	20
INS	296	296	0	381	1	0.4372	0.6084	627	toilvg	truth	s0	20
DEL	225	225	0	444	1	0.3363	0.5033	627	toilvg	truth	s0	20
INV	251	253	0	390	1	0.3935	0.5648	627	toilvg	truth	s0	20
Total	578	580	0	1409	1	0.2916	0.4515	727.5257	toilvg	truth	s0	20
INS	247	247	0	430	1	0.3648	0.5346	727.5257	toilvg	truth	s0	20
DEL	136	136	0	533	1	0.2033	0.3379	727.5257	toilvg	truth	s0	20
INV	195	197	0	446	1	0.3064	0.4691	727.5257	toilvg	truth	s0	20
Total	385	387	0	1602	1	0.1946	0.3258	805.8792	toilvg	truth	s0	20
INS	169	169	0	508	1	0.2496	0.3995	805.8792	toilvg	truth	s0	20
DEL	78	78	0	591	1	0.1166	0.2088	805.8792	toilvg	truth	s0	20
INV	138	140	0	503	1	0.2177	0.3576	805.8792	toilvg	truth	s0	20
Total	194	194	0	1795	1	0.0975	0.1777	889.2226	toilvg	truth	s0	20
INS	80	80	0	597	1	0.1182	0.2114	889.2226	toilvg	truth	s0	20
DEL	35	35	0	634	1	0.0523	0.0994	889.2226	toilvg	truth	s0	20
INV	79	79	0	564	1	0.1229	0.2189	889.2226	toilvg	truth	s0	20
Total	1	1	0	1988	1	5e-04	0.001	1283.74	toilvg	truth	s0	20
INS	1	1	0	676	1	0.0015	0.003	1283.74	toilvg	truth	s0	20
DEL	0	0	0	669	NA	0	NA	1283.74	toilvg	truth	s0	20
INV	0	0	0	643	NA	0	NA	1283.74	toilvg	truth	s0	20
Total	1305	1305	4	684	0.9969	0.6561	0.7914	0	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	0	svtyper	truth	s0	20
DEL	665	665	3	4	0.9955	0.994	0.9947	0	svtyper	truth	s0	20
INV	640	640	1	3	0.9984	0.9953	0.9968	0	svtyper	truth	s0	20
Total	1305	1305	4	684	0.9969	0.6561	0.7914	2	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	2	svtyper	truth	s0	20
DEL	665	665	3	4	0.9955	0.994	0.9947	2	svtyper	truth	s0	20
INV	640	640	1	3	0.9984	0.9953	0.9968	2	svtyper	truth	s0	20
Total	1190	1190	1	799	0.9992	0.5983	0.7484	25	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	25	svtyper	truth	s0	20
DEL	597	597	1	72	0.9983	0.8924	0.9424	25	svtyper	truth	s0	20
INV	593	593	0	50	1	0.9222	0.9595	25	svtyper	truth	s0	20
Total	1075	1075	0	914	1	0.5405	0.7017	35	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	35	svtyper	truth	s0	20
DEL	516	516	0	153	1	0.7713	0.8709	35	svtyper	truth	s0	20
INV	559	559	0	84	1	0.8694	0.9301	35	svtyper	truth	s0	20
Total	918	918	0	1071	1	0.4615	0.6315	48	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	48	svtyper	truth	s0	20
DEL	417	417	0	252	1	0.6233	0.7679	48	svtyper	truth	s0	20
INV	501	501	0	142	1	0.7792	0.8759	48	svtyper	truth	s0	20
Total	788	788	0	1201	1	0.3962	0.5675	59	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	59	svtyper	truth	s0	20
DEL	347	347	0	322	1	0.5187	0.6831	59	svtyper	truth	s0	20
INV	441	441	0	202	1	0.6858	0.8136	59	svtyper	truth	s0	20
Total	660	660	0	1329	1	0.3318	0.4983	71	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	71	svtyper	truth	s0	20
DEL	280	280	0	389	1	0.4185	0.5901	71	svtyper	truth	s0	20
INV	380	380	0	263	1	0.591	0.7429	71	svtyper	truth	s0	20
Total	524	524	0	1465	1	0.2634	0.417	85.8000000000001	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	85.8000000000001	svtyper	truth	s0	20
DEL	221	221	0	448	1	0.3303	0.4966	85.8000000000001	svtyper	truth	s0	20
INV	303	303	0	340	1	0.4712	0.6406	85.8000000000001	svtyper	truth	s0	20
Total	404	404	0	1585	1	0.2031	0.3376	97	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	97	svtyper	truth	s0	20
DEL	160	160	0	509	1	0.2392	0.3861	97	svtyper	truth	s0	20
INV	244	244	0	399	1	0.3795	0.5502	97	svtyper	truth	s0	20
Total	273	273	0	1716	1	0.1373	0.2414	114	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	114	svtyper	truth	s0	20
DEL	111	111	0	558	1	0.1659	0.2846	114	svtyper	truth	s0	20
INV	162	162	0	481	1	0.2519	0.4024	114	svtyper	truth	s0	20
Total	132	132	0	1857	1	0.0664	0.1245	139	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	139	svtyper	truth	s0	20
DEL	75	75	0	594	1	0.1121	0.2016	139	svtyper	truth	s0	20
INV	57	57	0	586	1	0.0886	0.1628	139	svtyper	truth	s0	20
Total	20	20	0	1969	1	0.0101	0.02	200	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	200	svtyper	truth	s0	20
DEL	16	16	0	653	1	0.0239	0.0467	200	svtyper	truth	s0	20
INV	4	4	0	639	1	0.0062	0.0123	200	svtyper	truth	s0	20
Total	1559	1559	127	430	0.9247	0.7838	0.8484	0	delly	truth	s0	20
INS	434	434	1	243	0.9977	0.6411	0.7806	0	delly	truth	s0	20
DEL	669	669	0	0	1	1	1	0	delly	truth	s0	20
INV	456	456	126	187	0.7835	0.7092	0.7445	0	delly	truth	s0	20
Total	1559	1559	127	430	0.9247	0.7838	0.8484	5	delly	truth	s0	20
INS	434	434	1	243	0.9977	0.6411	0.7806	5	delly	truth	s0	20
DEL	669	669	0	0	1	1	1	5	delly	truth	s0	20
INV	456	456	126	187	0.7835	0.7092	0.7445	5	delly	truth	s0	20
Total	1430	1430	91	559	0.9402	0.719	0.8149	45	delly	truth	s0	20
INS	429	429	0	248	1	0.6337	0.7758	45	delly	truth	s0	20
DEL	587	587	0	82	1	0.8774	0.9347	45	delly	truth	s0	20
INV	414	414	91	229	0.8198	0.6439	0.7213	45	delly	truth	s0	20
Total	1306	1306	89	683	0.9362	0.6566	0.7719	54	delly	truth	s0	20
INS	427	427	0	250	1	0.6307	0.7735	54	delly	truth	s0	20
DEL	480	480	0	189	1	0.7175	0.8355	54	delly	truth	s0	20
INV	399	399	89	244	0.8176	0.6205	0.7055	54	delly	truth	s0	20
Total	1119	1119	82	870	0.9317	0.5626	0.7016	69	delly	truth	s0	20
INS	417	417	0	260	1	0.616	0.7624	69	delly	truth	s0	20
DEL	350	350	0	319	1	0.5232	0.687	69	delly	truth	s0	20
INV	352	352	82	291	0.8111	0.5474	0.6537	69	delly	truth	s0	20
Total	956	956	74	1033	0.9282	0.4806	0.6333	87	delly	truth	s0	20
INS	363	363	0	314	1	0.5362	0.6981	87	delly	truth	s0	20
DEL	303	303	0	366	1	0.4529	0.6234	87	delly	truth	s0	20
INV	290	290	74	353	0.7967	0.451	0.576	87	delly	truth	s0	20
Total	794	794	56	1195	0.9341	0.3992	0.5594	111	delly	truth	s0	20
INS	247	247	0	430	1	0.3648	0.5346	111	delly	truth	s0	20
DEL	291	291	0	378	1	0.435	0.6063	111	delly	truth	s0	20
INV	256	256	56	387	0.8205	0.3981	0.5361	111	delly	truth	s0	20
Total	636	636	38	1353	0.9436	0.3198	0.4777	157.000000001119	delly	truth	s0	20
INS	164	164	0	513	1	0.2422	0.39	157.000000001119	delly	truth	s0	20
DEL	235	235	0	434	1	0.3513	0.5199	157.000000001119	delly	truth	s0	20
INV	237	237	38	406	0.8618	0.3686	0.5164	157.000000001119	delly	truth	s0	20
Total	636	636	38	1353	0.9436	0.3198	0.4777	10000	delly	truth	s0	20
INS	164	164	0	513	1	0.2422	0.39	10000	delly	truth	s0	20
DEL	235	235	0	434	1	0.3513	0.5199	10000	delly	truth	s0	20
INV	237	237	38	406	0.8618	0.3686	0.5164	10000	delly	truth	s0	20
Total	1987	1987	0	2	1	0.999	0.9995	0	bayestyper	truth	s0	20
INS	676	676	0	1	1	0.9985	0.9992	0	bayestyper	truth	s0	20
DEL	669	669	0	0	1	1	1	0	bayestyper	truth	s0	20
INV	642	642	0	1	1	0.9984	0.9992	0	bayestyper	truth	s0	20
Total	1987	1987	0	2	1	0.999	0.9995	9	bayestyper	truth	s0	20
INS	676	676	0	1	1	0.9985	0.9992	9	bayestyper	truth	s0	20
DEL	669	669	0	0	1	1	1	9	bayestyper	truth	s0	20
INV	642	642	0	1	1	0.9984	0.9992	9	bayestyper	truth	s0	20
Total	1976	1976	0	13	1	0.9935	0.9967	99	bayestyper	truth	s0	20
INS	671	671	0	6	1	0.9911	0.9955	99	bayestyper	truth	s0	20
DEL	666	666	0	3	1	0.9955	0.9977	99	bayestyper	truth	s0	20
INV	639	639	0	4	1	0.9938	0.9969	99	bayestyper	truth	s0	20
Total	1823	1881	72	135	0.962	0.933	0.9473	0	toilvg	calls	s1	20
INS	658	660	20	20	0.9705	0.9706	0.9705	0	toilvg	calls	s1	20
DEL	641	659	0	8	1	0.988	0.994	0	toilvg	calls	s1	20
INV	524	562	52	107	0.9097	0.8401	0.8735	0	toilvg	calls	s1	20
Total	1823	1881	72	135	0.962	0.933	0.9473	70	toilvg	calls	s1	20
INS	658	660	20	20	0.9705	0.9706	0.9705	70	toilvg	calls	s1	20
DEL	641	659	0	8	1	0.988	0.994	70	toilvg	calls	s1	20
INV	524	562	52	107	0.9097	0.8401	0.8735	70	toilvg	calls	s1	20
Total	1659	1713	44	303	0.9742	0.8497	0.9077	223.648	toilvg	calls	s1	20
INS	627	629	16	51	0.9751	0.925	0.9494	223.648	toilvg	calls	s1	20
DEL	531	546	0	121	1	0.8186	0.9003	223.648	toilvg	calls	s1	20
INV	501	538	28	131	0.9471	0.8042	0.8698	223.648	toilvg	calls	s1	20
Total	1483	1530	33	486	0.9782	0.7589	0.8547	287	toilvg	calls	s1	20
INS	572	574	15	106	0.9744	0.8441	0.9046	287	toilvg	calls	s1	20
DEL	456	468	0	199	1	0.7016	0.8246	287	toilvg	calls	s1	20
INV	455	488	18	181	0.9619	0.7294	0.8297	287	toilvg	calls	s1	20
Total	1307	1346	24	670	0.982	0.6677	0.7949	324	toilvg	calls	s1	20
INS	508	510	12	170	0.9769	0.75	0.8485	324	toilvg	calls	s1	20
DEL	396	404	0	263	1	0.6057	0.7544	324	toilvg	calls	s1	20
INV	403	432	12	237	0.9711	0.6457	0.7757	324	toilvg	calls	s1	20
Total	1123	1157	15	859	0.9868	0.5739	0.7257	373.4314	toilvg	calls	s1	20
INS	439	441	10	239	0.9777	0.6485	0.7798	373.4314	toilvg	calls	s1	20
DEL	336	343	0	324	1	0.5142	0.6792	373.4314	toilvg	calls	s1	20
INV	348	373	5	296	0.9858	0.5575	0.7122	373.4314	toilvg	calls	s1	20
Total	938	968	9	1048	0.9905	0.4802	0.6468	432.774	toilvg	calls	s1	20
INS	386	388	7	292	0.9822	0.5706	0.7218	432.774	toilvg	calls	s1	20
DEL	275	281	0	386	1	0.4213	0.5928	432.774	toilvg	calls	s1	20
INV	277	299	2	370	0.9928	0.4469	0.6164	432.774	toilvg	calls	s1	20
Total	754	777	4	1239	0.9947	0.3854	0.5556	548.2768	toilvg	calls	s1	20
INS	338	339	4	341	0.9883	0.4985	0.6627	548.2768	toilvg	calls	s1	20
DEL	197	200	0	467	1	0.2999	0.4614	548.2768	toilvg	calls	s1	20
INV	219	238	0	431	1	0.3558	0.5249	548.2768	toilvg	calls	s1	20
Total	567	585	1	1431	0.9982	0.2902	0.4497	678.1672	toilvg	calls	s1	20
INS	286	287	1	393	0.9965	0.4221	0.593	678.1672	toilvg	calls	s1	20
DEL	106	108	0	559	1	0.1619	0.2787	678.1672	toilvg	calls	s1	20
INV	175	190	0	479	1	0.284	0.4424	678.1672	toilvg	calls	s1	20
Total	380	391	0	1625	1	0.1939	0.3248	764.3664	toilvg	calls	s1	20
INS	214	215	0	465	1	0.3162	0.4805	764.3664	toilvg	calls	s1	20
DEL	48	49	0	618	1	0.0735	0.1369	764.3664	toilvg	calls	s1	20
INV	118	127	0	542	1	0.1898	0.319	764.3664	toilvg	calls	s1	20
Total	191	196	0	1820	1	0.0972	0.1772	864.8098	toilvg	calls	s1	20
INS	108	109	0	571	1	0.1603	0.2763	864.8098	toilvg	calls	s1	20
DEL	20	20	0	647	1	0.03	0.0583	864.8098	toilvg	calls	s1	20
INV	63	67	0	602	1	0.1001	0.182	864.8098	toilvg	calls	s1	20
Total	1	1	0	2015	1	5e-04	0.001	1228.42	toilvg	calls	s1	20
INS	0	0	0	680	NA	0	NA	1228.42	toilvg	calls	s1	20
DEL	0	0	0	667	NA	0	NA	1228.42	toilvg	calls	s1	20
INV	1	1	0	668	1	0.0015	0.003	1228.42	toilvg	calls	s1	20
Total	1101	1133	42	883	0.9633	0.562	0.7099	0	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	0	svtyper	calls	s1	20
DEL	509	524	9	143	0.9826	0.7856	0.8731	0	svtyper	calls	s1	20
INV	592	609	33	60	0.9472	0.9103	0.9284	0	svtyper	calls	s1	20
Total	1042	1061	13	955	0.9877	0.5263	0.6867	12	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	12	svtyper	calls	s1	20
DEL	487	497	4	170	0.9919	0.7451	0.851	12	svtyper	calls	s1	20
INV	555	564	9	105	0.984	0.843	0.9081	12	svtyper	calls	s1	20
Total	936	949	2	1067	0.9979	0.4707	0.6397	22	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	22	svtyper	calls	s1	20
DEL	428	436	2	231	0.9953	0.6537	0.7891	22	svtyper	calls	s1	20
INV	508	513	0	156	1	0.7668	0.868	22	svtyper	calls	s1	20
Total	823	827	2	1189	0.9976	0.4102	0.5814	32	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	32	svtyper	calls	s1	20
DEL	361	364	2	303	0.9945	0.5457	0.7047	32	svtyper	calls	s1	20
INV	462	463	0	206	1	0.6921	0.818	32	svtyper	calls	s1	20
Total	705	708	0	1308	1	0.3512	0.5198	43	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	43	svtyper	calls	s1	20
DEL	293	296	0	371	1	0.4438	0.6148	43	svtyper	calls	s1	20
INV	412	412	0	257	1	0.6158	0.7622	43	svtyper	calls	s1	20
Total	596	597	0	1419	1	0.2961	0.4569	53	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	53	svtyper	calls	s1	20
DEL	236	237	0	430	1	0.3553	0.5243	53	svtyper	calls	s1	20
INV	360	360	0	309	1	0.5381	0.6997	53	svtyper	calls	s1	20
Total	479	480	0	1536	1	0.2381	0.3846	65	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	65	svtyper	calls	s1	20
DEL	166	167	0	500	1	0.2504	0.4005	65	svtyper	calls	s1	20
INV	313	313	0	356	1	0.4679	0.6375	65	svtyper	calls	s1	20
Total	368	368	0	1648	1	0.1825	0.3087	79	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	79	svtyper	calls	s1	20
DEL	118	118	0	549	1	0.1769	0.3006	79	svtyper	calls	s1	20
INV	250	250	0	419	1	0.3737	0.5441	79	svtyper	calls	s1	20
Total	240	240	0	1776	1	0.119	0.2127	99	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	99	svtyper	calls	s1	20
DEL	75	75	0	592	1	0.1124	0.2021	99	svtyper	calls	s1	20
INV	165	165	0	504	1	0.2466	0.3956	99	svtyper	calls	s1	20
Total	124	124	0	1892	1	0.0615	0.1159	125	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	125	svtyper	calls	s1	20
DEL	50	50	0	617	1	0.075	0.1395	125	svtyper	calls	s1	20
INV	74	74	0	595	1	0.1106	0.1992	125	svtyper	calls	s1	20
Total	11	11	0	2005	1	0.0055	0.0109	200	svtyper	calls	s1	20
INS	0	0	0	680	NA	0	NA	200	svtyper	calls	s1	20
DEL	9	9	0	658	1	0.0135	0.0266	200	svtyper	calls	s1	20
INV	2	2	0	667	1	0.003	0.006	200	svtyper	calls	s1	20
Total	693	699	116	1317	0.8566	0.3467	0.4936	0	delly	calls	s1	20
INS	99	99	0	581	1	0.1456	0.2542	0	delly	calls	s1	20
DEL	100	100	0	567	1	0.1499	0.2607	0	delly	calls	s1	20
INV	494	500	116	169	0.8098	0.7474	0.7773	0	delly	calls	s1	20
Total	693	699	116	1317	0.8566	0.3467	0.4936	5	delly	calls	s1	20
INS	99	99	0	581	1	0.1456	0.2542	5	delly	calls	s1	20
DEL	100	100	0	567	1	0.1499	0.2607	5	delly	calls	s1	20
INV	494	500	116	169	0.8098	0.7474	0.7773	5	delly	calls	s1	20
Total	642	648	88	1368	0.8795	0.3214	0.4708	42	delly	calls	s1	20
INS	88	88	0	592	1	0.1294	0.2291	42	delly	calls	s1	20
DEL	84	84	0	583	1	0.1259	0.2236	42	delly	calls	s1	20
INV	470	476	88	193	0.8423	0.7115	0.7714	42	delly	calls	s1	20
Total	580	586	81	1430	0.8775	0.2907	0.4367	54	delly	calls	s1	20
INS	75	75	0	605	1	0.1103	0.1987	54	delly	calls	s1	20
DEL	66	66	0	601	1	0.099	0.1802	54	delly	calls	s1	20
INV	439	445	81	224	0.8442	0.6652	0.7441	54	delly	calls	s1	20
Total	495	500	75	1516	0.8684	0.248	0.3858	69	delly	calls	s1	20
INS	65	65	0	615	1	0.0956	0.1745	69	delly	calls	s1	20
DEL	49	49	0	618	1	0.0735	0.1369	69	delly	calls	s1	20
INV	381	386	75	283	0.8355	0.577	0.6826	69	delly	calls	s1	20
Total	426	431	64	1585	0.8694	0.2138	0.3432	87	delly	calls	s1	20
INS	54	54	0	626	1	0.0794	0.1471	87	delly	calls	s1	20
DEL	40	40	0	627	1	0.06	0.1132	87	delly	calls	s1	20
INV	332	337	64	332	0.8384	0.5037	0.6293	87	delly	calls	s1	20
Total	365	366	43	1650	0.8946	0.1815	0.3018	110	delly	calls	s1	20
INS	42	42	0	638	1	0.0618	0.1164	110	delly	calls	s1	20
DEL	34	34	0	633	1	0.051	0.0971	110	delly	calls	s1	20
INV	289	290	43	379	0.8705	0.4335	0.5788	110	delly	calls	s1	20
Total	319	320	24	1696	0.93	0.1587	0.2711	10000	delly	calls	s1	20
INS	24	24	0	656	1	0.0353	0.0682	10000	delly	calls	s1	20
DEL	29	29	0	638	1	0.0435	0.0834	10000	delly	calls	s1	20
INV	266	267	24	402	0.9172	0.3991	0.5562	10000	delly	calls	s1	20
Total	120	120	1	1896	0.9917	0.0595	0.1123	0	bayestyper	calls	s1	20
INS	101	101	0	579	1	0.1485	0.2586	0	bayestyper	calls	s1	20
DEL	10	10	0	657	1	0.015	0.0296	0	bayestyper	calls	s1	20
INV	9	9	1	660	0.9	0.0135	0.0266	0	bayestyper	calls	s1	20
Total	120	120	1	1896	0.9917	0.0595	0.1123	2	bayestyper	calls	s1	20
INS	101	101	0	579	1	0.1485	0.2586	2	bayestyper	calls	s1	20
DEL	10	10	0	657	1	0.015	0.0296	2	bayestyper	calls	s1	20
INV	9	9	1	660	0.9	0.0135	0.0266	2	bayestyper	calls	s1	20
Total	110	110	0	1906	1	0.0546	0.1035	4	bayestyper	calls	s1	20
INS	100	100	0	580	1	0.1471	0.2565	4	bayestyper	calls	s1	20
DEL	10	10	0	657	1	0.015	0.0296	4	bayestyper	calls	s1	20
INV	0	0	0	669	NA	0	NA	4	bayestyper	calls	s1	20
Total	98	98	0	1918	1	0.0486	0.0927	13	bayestyper	calls	s1	20
INS	88	88	0	592	1	0.1294	0.2291	13	bayestyper	calls	s1	20
DEL	10	10	0	657	1	0.015	0.0296	13	bayestyper	calls	s1	20
INV	0	0	0	669	NA	0	NA	13	bayestyper	calls	s1	20
Total	90	90	0	1926	1	0.0446	0.0854	99	bayestyper	calls	s1	20
INS	80	80	0	600	1	0.1176	0.2105	99	bayestyper	calls	s1	20
