type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
Total	208	216	10	1011	0.9541	0.176	0.2972	139.299	toilvg	calls	s2	3
INS	63	64	5	313	0.9265	0.1698	0.287	139.299	toilvg	calls	s2	3
DEL	60	63	2	352	0.9677	0.1518	0.2624	139.299	toilvg	calls	s2	3
INV	85	89	3	346	0.9659	0.2046	0.3377	139.299	toilvg	calls	s2	3
Total	114	118	3	1109	0.9744	0.0962	0.1751	173.5058	toilvg	calls	s2	3
INS	43	44	2	333	0.9556	0.1167	0.208	173.5058	toilvg	calls	s2	3
DEL	27	27	1	388	0.9643	0.0651	0.122	173.5058	toilvg	calls	s2	3
INV	44	47	0	388	1	0.108	0.1949	173.5058	toilvg	calls	s2	3
Total	1	1	0	1226	1	8e-04	0.0016	357.655	toilvg	calls	s2	3
INS	1	1	0	376	1	0.0027	0.0054	357.655	toilvg	calls	s2	3
DEL	0	0	0	415	NA	0	NA	357.655	toilvg	calls	s2	3
INV	0	0	0	435	NA	0	NA	357.655	toilvg	calls	s2	3
Total	240	245	59	982	0.8027	0.1997	0.3198	0	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	0	svtyper	calls	s2	3
DEL	94	97	16	318	0.8545	0.2337	0.367	0	svtyper	calls	s2	3
INV	146	148	43	287	0.7725	0.3402	0.4724	0	svtyper	calls	s2	3
Total	234	240	54	987	0.8125	0.1956	0.3153	2	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	2	svtyper	calls	s2	3
DEL	92	95	16	320	0.8519	0.2289	0.3608	2	svtyper	calls	s2	3
INV	142	145	38	290	0.7889	0.3333	0.4686	2	svtyper	calls	s2	3
Total	158	157	28	1070	0.8495	0.128	0.2225	4	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	4	svtyper	calls	s2	3
DEL	60	60	9	355	0.8696	0.1446	0.248	4	svtyper	calls	s2	3
INV	98	97	19	338	0.8376	0.223	0.3522	4	svtyper	calls	s2	3
Total	139	137	28	1090	0.8323	0.1117	0.197	5	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	5	svtyper	calls	s2	3
DEL	51	50	9	365	0.85	0.1205	0.2111	5	svtyper	calls	s2	3
INV	88	87	19	348	0.8224	0.2	0.3218	5	svtyper	calls	s2	3
Total	86	85	11	1142	0.8866	0.0693	0.1286	7	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	7	svtyper	calls	s2	3
DEL	30	29	5	386	0.8571	0.0699	0.1293	7	svtyper	calls	s2	3
INV	56	56	6	379	0.9032	0.1287	0.2253	7	svtyper	calls	s2	3
Total	58	57	5	1170	0.9206	0.0465	0.0885	10	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	10	svtyper	calls	s2	3
DEL	20	19	2	396	0.9091	0.0458	0.0872	10	svtyper	calls	s2	3
INV	38	38	3	397	0.9268	0.0874	0.1597	10	svtyper	calls	s2	3
Total	35	35	1	1192	0.9722	0.0285	0.0554	12	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	12	svtyper	calls	s2	3
DEL	11	11	1	404	0.9167	0.0265	0.0515	12	svtyper	calls	s2	3
INV	24	24	0	411	1	0.0552	0.1046	12	svtyper	calls	s2	3
Total	17	17	0	1210	1	0.0139	0.0274	17	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	17	svtyper	calls	s2	3
DEL	4	4	0	411	1	0.0096	0.019	17	svtyper	calls	s2	3
INV	13	13	0	422	1	0.0299	0.0581	17	svtyper	calls	s2	3
Total	0	0	0	1227	NA	0	NA	52	svtyper	calls	s2	3
INS	0	0	0	377	NA	0	NA	52	svtyper	calls	s2	3
DEL	0	0	0	415	NA	0	NA	52	svtyper	calls	s2	3
INV	0	0	0	435	NA	0	NA	52	svtyper	calls	s2	3
Total	270	268	33	959	0.8911	0.2184	0.3508	0	delly	calls	s2	3
INS	51	51	5	326	0.9107	0.1353	0.2356	0	delly	calls	s2	3
DEL	51	51	5	364	0.9107	0.1229	0.2166	0	delly	calls	s2	3
INV	168	166	23	269	0.8796	0.3816	0.5323	0	delly	calls	s2	3
Total	270	268	33	959	0.8911	0.2184	0.3508	5	delly	calls	s2	3
INS	51	51	5	326	0.9107	0.1353	0.2356	5	delly	calls	s2	3
DEL	51	51	5	364	0.9107	0.1229	0.2166	5	delly	calls	s2	3
INV	168	166	23	269	0.8796	0.3816	0.5323	5	delly	calls	s2	3
Total	258	256	31	971	0.8927	0.2086	0.3382	7	delly	calls	s2	3
INS	46	46	5	331	0.902	0.122	0.2149	7	delly	calls	s2	3
DEL	44	44	3	371	0.9362	0.106	0.1904	7	delly	calls	s2	3
INV	168	166	23	269	0.8796	0.3816	0.5323	7	delly	calls	s2	3
Total	195	194	19	1033	0.9112	0.1581	0.2694	12	delly	calls	s2	3
INS	37	37	2	340	0.9487	0.0981	0.1778	12	delly	calls	s2	3
DEL	33	33	0	382	1	0.0795	0.1473	12	delly	calls	s2	3
INV	125	124	17	311	0.8803	0.2851	0.4307	12	delly	calls	s2	3
Total	130	129	17	1098	0.8844	0.1051	0.1879	21	delly	calls	s2	3
INS	26	26	0	351	1	0.069	0.1291	21	delly	calls	s2	3
DEL	20	20	0	395	1	0.0482	0.092	21	delly	calls	s2	3
INV	84	83	17	352	0.8317	0.1908	0.3104	21	delly	calls	s2	3
Total	100	99	17	1128	0.8547	0.0807	0.1475	30	delly	calls	s2	3
INS	12	12	0	365	1	0.0318	0.0616	30	delly	calls	s2	3
DEL	7	7	0	408	1	0.0169	0.0332	30	delly	calls	s2	3
INV	81	80	17	355	0.8265	0.1839	0.3009	30	delly	calls	s2	3
Total	86	85	12	1142	0.8776	0.0693	0.1285	51	delly	calls	s2	3
INS	9	9	0	368	1	0.0239	0.0467	51	delly	calls	s2	3
DEL	5	5	0	410	1	0.012	0.0237	51	delly	calls	s2	3
INV	72	71	12	364	0.8571	0.1632	0.2742	51	delly	calls	s2	3
Total	58	57	4	1170	0.9355	0.0465	0.0886	80	delly	calls	s2	3
INS	0	0	0	377	NA	0	NA	80	delly	calls	s2	3
DEL	1	1	0	414	1	0.0024	0.0048	80	delly	calls	s2	3
INV	57	56	4	379	0.9344	0.1287	0.2262	80	delly	calls	s2	3
Total	36	36	4	1191	0.9	0.0293	0.0568	105	delly	calls	s2	3
INS	0	0	0	377	NA	0	NA	105	delly	calls	s2	3
DEL	0	0	0	415	NA	0	NA	105	delly	calls	s2	3
INV	36	36	4	399	0.9	0.0828	0.1516	105	delly	calls	s2	3
Total	1	1	0	1226	1	8e-04	0.0016	10000	delly	calls	s2	3
INS	0	0	0	377	NA	0	NA	10000	delly	calls	s2	3
DEL	0	0	0	415	NA	0	NA	10000	delly	calls	s2	3
INV	1	1	0	434	1	0.0023	0.0046	10000	delly	calls	s2	3
Total	81	80	102	1147	0.4426	0.0652	0.1137	0	bayestyper	calls	s2	3
INS	49	49	14	328	0.7778	0.13	0.2228	0	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	0	bayestyper	calls	s2	3
INV	31	30	87	405	0.2627	0.069	0.1093	0	bayestyper	calls	s2	3
Total	81	80	102	1147	0.4426	0.0652	0.1137	2	bayestyper	calls	s2	3
INS	49	49	14	328	0.7778	0.13	0.2228	2	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	2	bayestyper	calls	s2	3
INV	31	30	87	405	0.2627	0.069	0.1093	2	bayestyper	calls	s2	3
Total	70	69	97	1158	0.4192	0.0562	0.0991	4	bayestyper	calls	s2	3
INS	45	45	12	332	0.7895	0.1194	0.2074	4	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	4	bayestyper	calls	s2	3
INV	24	23	84	412	0.2222	0.0529	0.0855	4	bayestyper	calls	s2	3
Total	57	57	89	1170	0.3904	0.0465	0.0831	5	bayestyper	calls	s2	3
INS	36	36	9	341	0.8	0.0955	0.1706	5	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	5	bayestyper	calls	s2	3
INV	20	20	79	415	0.202	0.046	0.0749	5	bayestyper	calls	s2	3
Total	44	44	73	1183	0.3761	0.0359	0.0655	7	bayestyper	calls	s2	3
INS	34	34	5	343	0.8718	0.0902	0.1635	7	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	7	bayestyper	calls	s2	3
INV	9	9	67	426	0.1184	0.0207	0.0352	7	bayestyper	calls	s2	3
Total	34	34	53	1193	0.3908	0.0277	0.0517	9	bayestyper	calls	s2	3
INS	28	28	5	349	0.8485	0.0743	0.1366	9	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	9	bayestyper	calls	s2	3
INV	5	5	47	430	0.0962	0.0115	0.0205	9	bayestyper	calls	s2	3
Total	32	32	44	1195	0.4211	0.0261	0.0492	10	bayestyper	calls	s2	3
INS	28	28	5	349	0.8485	0.0743	0.1366	10	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	10	bayestyper	calls	s2	3
INV	3	3	38	432	0.0732	0.0069	0.0126	10	bayestyper	calls	s2	3
Total	29	29	17	1198	0.6304	0.0236	0.0455	13	bayestyper	calls	s2	3
INS	28	28	5	349	0.8485	0.0743	0.1366	13	bayestyper	calls	s2	3
DEL	1	1	1	414	0.5	0.0024	0.0048	13	bayestyper	calls	s2	3
INV	0	0	11	435	0	0	NA	13	bayestyper	calls	s2	3
Total	27	27	5	1200	0.8438	0.022	0.0429	99	bayestyper	calls	s2	3
INS	26	26	5	351	0.8387	0.069	0.1275	99	bayestyper	calls	s2	3
DEL	1	1	0	414	1	0.0024	0.0048	99	bayestyper	calls	s2	3
INV	0	0	0	435	NA	0	NA	99	bayestyper	calls	s2	3
Total	883	885	137	342	0.8657	0.7213	0.7869	0	toilvg	truth	s2	3
INS	264	264	41	113	0.8656	0.7003	0.7742	0	toilvg	truth	s2	3
DEL	303	303	52	112	0.8535	0.7301	0.787	0	toilvg	truth	s2	3
INV	316	318	44	117	0.8778	0.731	0.7977	0	toilvg	truth	s2	3
Total	883	885	137	342	0.8657	0.7213	0.7869	6	toilvg	truth	s2	3
INS	264	264	41	113	0.8656	0.7003	0.7742	6	toilvg	truth	s2	3
DEL	303	303	52	112	0.8535	0.7301	0.787	6	toilvg	truth	s2	3
INV	316	318	44	117	0.8778	0.731	0.7977	6	toilvg	truth	s2	3
Total	803	805	127	422	0.8634	0.6561	0.7456	37	toilvg	truth	s2	3
INS	239	239	41	138	0.8536	0.634	0.7276	37	toilvg	truth	s2	3
DEL	256	256	43	159	0.8562	0.6169	0.7171	37	toilvg	truth	s2	3
INV	308	310	43	125	0.8775	0.7126	0.7865	37	toilvg	truth	s2	3
Total	719	721	113	506	0.8642	0.5876	0.6996	45.6545	toilvg	truth	s2	3
INS	217	217	40	160	0.8444	0.5756	0.6846	45.6545	toilvg	truth	s2	3
DEL	223	223	33	192	0.8711	0.5373	0.6646	45.6545	toilvg	truth	s2	3
INV	279	281	40	154	0.8746	0.646	0.7431	45.6545	toilvg	truth	s2	3
Total	645	647	100	580	0.8658	0.5273	0.6554	64	toilvg	truth	s2	3
INS	196	196	37	181	0.8412	0.5199	0.6426	64	toilvg	truth	s2	3
DEL	204	204	29	211	0.8755	0.4916	0.6296	64	toilvg	truth	s2	3
INV	245	247	34	188	0.8781	0.5678	0.6897	64	toilvg	truth	s2	3
Total	556	558	86	669	0.866	0.4548	0.5964	72	toilvg	truth	s2	3
INS	174	174	36	203	0.8286	0.4615	0.5928	72	toilvg	truth	s2	3
DEL	160	160	21	255	0.884	0.3855	0.5369	72	toilvg	truth	s2	3
INV	222	224	29	211	0.8845	0.5149	0.6509	72	toilvg	truth	s2	3
Total	462	465	69	762	0.8701	0.379	0.528	84.9681	toilvg	truth	s2	3
INS	148	148	34	229	0.8132	0.3926	0.5295	84.9681	toilvg	truth	s2	3
DEL	127	127	13	288	0.9071	0.306	0.4576	84.9681	toilvg	truth	s2	3
INV	187	190	22	245	0.8947	0.4368	0.587	84.9681	toilvg	truth	s2	3
Total	385	387	50	840	0.8851	0.3154	0.4651	103.9624	toilvg	truth	s2	3
INS	117	117	25	260	0.8239	0.3103	0.4508	103.9624	toilvg	truth	s2	3
DEL	113	113	9	302	0.9262	0.2723	0.4209	103.9624	toilvg	truth	s2	3
INV	155	157	16	278	0.9064	0.3609	0.5162	103.9624	toilvg	truth	s2	3
Total	296	296	27	931	0.9164	0.2412	0.3819	121.4296	toilvg	truth	s2	3
INS	93	93	16	284	0.8532	0.2467	0.3827	121.4296	toilvg	truth	s2	3
DEL	84	84	4	331	0.9545	0.2024	0.334	121.4296	toilvg	truth	s2	3
INV	119	119	7	316	0.9444	0.2736	0.4243	121.4296	toilvg	truth	s2	3
Total	220	220	12	1007	0.9483	0.1793	0.3016	143.6144	toilvg	truth	s2	3
INS	69	69	7	308	0.9079	0.183	0.3046	143.6144	toilvg	truth	s2	3
DEL	60	60	1	355	0.9836	0.1446	0.2521	143.6144	toilvg	truth	s2	3
INV	91	91	4	344	0.9579	0.2092	0.3434	143.6144	toilvg	truth	s2	3
Total	120	120	4	1107	0.9677	0.0978	0.1776	180.8624	toilvg	truth	s2	3
INS	38	38	2	339	0.95	0.1008	0.1823	180.8624	toilvg	truth	s2	3
DEL	34	34	1	381	0.9714	0.0819	0.1511	180.8624	toilvg	truth	s2	3
INV	48	48	1	387	0.9796	0.1103	0.1983	180.8624	toilvg	truth	s2	3
Total	1	1	0	1226	1	8e-04	0.0016	369	toilvg	truth	s2	3
INS	0	0	0	377	NA	0	NA	369	toilvg	truth	s2	3
DEL	1	1	0	414	1	0.0024	0.0048	369	toilvg	truth	s2	3
INV	0	0	0	435	NA	0	NA	369	toilvg	truth	s2	3
Total	393	393	77	834	0.8362	0.3203	0.4632	0	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	0	svtyper	truth	s2	3
DEL	188	188	28	227	0.8704	0.453	0.5959	0	svtyper	truth	s2	3
INV	205	205	49	230	0.8071	0.4713	0.5951	0	svtyper	truth	s2	3
Total	378	378	66	849	0.8514	0.3081	0.4525	2	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	2	svtyper	truth	s2	3
DEL	183	183	24	232	0.8841	0.441	0.5885	2	svtyper	truth	s2	3
INV	195	195	42	240	0.8228	0.4483	0.5804	2	svtyper	truth	s2	3
Total	282	282	32	945	0.8981	0.2298	0.366	4	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	4	svtyper	truth	s2	3
DEL	139	139	11	276	0.9267	0.3349	0.492	4	svtyper	truth	s2	3
INV	143	143	21	292	0.872	0.3287	0.4774	4	svtyper	truth	s2	3
Total	249	249	32	978	0.8861	0.2029	0.3302	5	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	5	svtyper	truth	s2	3
DEL	119	119	11	296	0.9154	0.2867	0.4366	5	svtyper	truth	s2	3
INV	130	130	21	305	0.8609	0.2989	0.4437	5	svtyper	truth	s2	3
Total	183	183	14	1044	0.9289	0.1491	0.257	7	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	7	svtyper	truth	s2	3
DEL	84	84	4	331	0.9545	0.2024	0.334	7	svtyper	truth	s2	3
INV	99	99	10	336	0.9083	0.2276	0.364	7	svtyper	truth	s2	3
Total	128	128	10	1099	0.9275	0.1043	0.1875	8	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	8	svtyper	truth	s2	3
DEL	56	56	3	359	0.9492	0.1349	0.2362	8	svtyper	truth	s2	3
INV	72	72	7	363	0.9114	0.1655	0.2801	8	svtyper	truth	s2	3
Total	121	121	8	1106	0.938	0.0986	0.1784	10	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	10	svtyper	truth	s2	3
DEL	54	54	1	361	0.9818	0.1301	0.2298	10	svtyper	truth	s2	3
INV	67	67	7	368	0.9054	0.154	0.2632	10	svtyper	truth	s2	3
Total	49	49	0	1178	1	0.0399	0.0767	14	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	14	svtyper	truth	s2	3
DEL	19	19	0	396	1	0.0458	0.0876	14	svtyper	truth	s2	3
INV	30	30	0	405	1	0.069	0.1291	14	svtyper	truth	s2	3
Total	33	33	0	1194	1	0.0269	0.0524	17	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	17	svtyper	truth	s2	3
DEL	10	10	0	405	1	0.0241	0.0471	17	svtyper	truth	s2	3
INV	23	23	0	412	1	0.0529	0.1005	17	svtyper	truth	s2	3
Total	0	0	0	1227	NA	0	NA	52	svtyper	truth	s2	3
INS	0	0	0	377	NA	0	NA	52	svtyper	truth	s2	3
DEL	0	0	0	415	NA	0	NA	52	svtyper	truth	s2	3
INV	0	0	0	435	NA	0	NA	52	svtyper	truth	s2	3
Total	789	789	87	438	0.9007	0.643	0.7503	0	delly	truth	s2	3
INS	308	308	43	69	0.8775	0.817	0.8462	0	delly	truth	s2	3
DEL	315	315	20	100	0.9403	0.759	0.84	0	delly	truth	s2	3
INV	166	166	24	269	0.8737	0.3816	0.5312	0	delly	truth	s2	3
Total	789	789	87	438	0.9007	0.643	0.7503	5	delly	truth	s2	3
INS	308	308	43	69	0.8775	0.817	0.8462	5	delly	truth	s2	3
DEL	315	315	20	100	0.9403	0.759	0.84	5	delly	truth	s2	3
INV	166	166	24	269	0.8737	0.3816	0.5312	5	delly	truth	s2	3
Total	745	745	74	482	0.9096	0.6072	0.7283	7	delly	truth	s2	3
INS	298	298	38	79	0.8869	0.7905	0.8359	7	delly	truth	s2	3
DEL	283	283	12	132	0.9593	0.6819	0.7972	7	delly	truth	s2	3
INV	164	164	24	271	0.8723	0.377	0.5265	7	delly	truth	s2	3
Total	641	641	55	586	0.921	0.5224	0.6667	10	delly	truth	s2	3
INS	277	277	30	100	0.9023	0.7347	0.8099	10	delly	truth	s2	3
DEL	240	240	7	175	0.9717	0.5783	0.7251	10	delly	truth	s2	3
INV	124	124	18	311	0.8732	0.2851	0.4299	10	delly	truth	s2	3
Total	578	578	43	649	0.9308	0.4711	0.6256	12	delly	truth	s2	3
INS	247	247	22	130	0.9182	0.6552	0.7647	12	delly	truth	s2	3
DEL	207	207	3	208	0.9857	0.4988	0.6624	12	delly	truth	s2	3
INV	124	124	18	311	0.8732	0.2851	0.4299	12	delly	truth	s2	3
Total	431	431	27	796	0.941	0.3513	0.5116	18	delly	truth	s2	3
INS	188	188	9	189	0.9543	0.4987	0.6551	18	delly	truth	s2	3
DEL	151	151	0	264	1	0.3639	0.5336	18	delly	truth	s2	3
INV	92	92	18	343	0.8364	0.2115	0.3376	18	delly	truth	s2	3
Total	335	335	19	892	0.9463	0.273	0.4238	23	delly	truth	s2	3
INS	135	135	1	242	0.9926	0.3581	0.5263	23	delly	truth	s2	3
DEL	117	117	0	298	1	0.2819	0.4398	23	delly	truth	s2	3
INV	83	83	18	352	0.8218	0.1908	0.3097	23	delly	truth	s2	3
Total	237	237	18	990	0.9294	0.1932	0.3199	28	delly	truth	s2	3
INS	84	84	0	293	1	0.2228	0.3644	28	delly	truth	s2	3
DEL	73	73	0	342	1	0.1759	0.2992	28	delly	truth	s2	3
INV	80	80	18	355	0.8163	0.1839	0.3002	28	delly	truth	s2	3
Total	149	149	13	1078	0.9198	0.1214	0.2145	50	delly	truth	s2	3
INS	47	47	0	330	1	0.1247	0.2217	50	delly	truth	s2	3
DEL	31	31	0	384	1	0.0747	0.139	50	delly	truth	s2	3
INV	71	71	13	364	0.8452	0.1632	0.2736	50	delly	truth	s2	3
Total	75	75	4	1152	0.9494	0.0611	0.1148	61	delly	truth	s2	3
INS	12	12	0	365	1	0.0318	0.0616	61	delly	truth	s2	3
DEL	7	7	0	408	1	0.0169	0.0332	61	delly	truth	s2	3
INV	56	56	4	379	0.9333	0.1287	0.2262	61	delly	truth	s2	3
Total	1	1	0	1226	1	8e-04	0.0016	10000	delly	truth	s2	3
INS	0	0	0	377	NA	0	NA	10000	delly	truth	s2	3
DEL	0	0	0	415	NA	0	NA	10000	delly	truth	s2	3
INV	1	1	0	434	1	0.0023	0.0046	10000	delly	truth	s2	3
Total	886	887	127	340	0.8746	0.7229	0.7915	0	bayestyper	truth	s2	3
INS	269	269	49	108	0.8459	0.7135	0.7741	0	bayestyper	truth	s2	3
DEL	281	281	34	134	0.8921	0.6771	0.7699	0	bayestyper	truth	s2	3
INV	336	337	44	98	0.8842	0.7747	0.8258	0	bayestyper	truth	s2	3
Total	886	887	127	340	0.8746	0.7229	0.7915	2	bayestyper	truth	s2	3
INS	269	269	49	108	0.8459	0.7135	0.7741	2	bayestyper	truth	s2	3
DEL	281	281	34	134	0.8921	0.6771	0.7699	2	bayestyper	truth	s2	3
INV	336	337	44	98	0.8842	0.7747	0.8258	2	bayestyper	truth	s2	3
Total	830	831	105	396	0.8877	0.6773	0.7684	6	bayestyper	truth	s2	3
INS	248	248	45	129	0.8464	0.6578	0.7403	6	bayestyper	truth	s2	3
DEL	264	264	27	151	0.9072	0.6361	0.7478	6	bayestyper	truth	s2	3
INV	318	319	33	116	0.906	0.7333	0.8106	6	bayestyper	truth	s2	3
Total	725	726	84	501	0.8962	0.5917	0.7128	11	bayestyper	truth	s2	3
INS	216	216	41	161	0.8405	0.5729	0.6814	11	bayestyper	truth	s2	3
DEL	230	230	20	185	0.92	0.5542	0.6917	11	bayestyper	truth	s2	3
INV	279	280	23	155	0.9238	0.6437	0.7587	11	bayestyper	truth	s2	3
Total	624	625	72	602	0.8966	0.5094	0.6497	18	bayestyper	truth	s2	3
INS	192	192	36	185	0.8421	0.5093	0.6347	18	bayestyper	truth	s2	3
DEL	201	201	20	214	0.9095	0.4843	0.632	18	bayestyper	truth	s2	3
INV	231	232	16	203	0.9352	0.5333	0.6793	18	bayestyper	truth	s2	3
Total	516	516	62	711	0.8927	0.4205	0.5717	32	bayestyper	truth	s2	3
INS	169	169	33	208	0.8366	0.4483	0.5838	32	bayestyper	truth	s2	3
DEL	183	183	17	232	0.915	0.441	0.5952	32	bayestyper	truth	s2	3
INV	164	164	12	271	0.9318	0.377	0.5368	32	bayestyper	truth	s2	3
Total	475	475	54	752	0.8979	0.3871	0.541	99	bayestyper	truth	s2	3
INS	164	164	31	213	0.841	0.435	0.5734	99	bayestyper	truth	s2	3
DEL	178	178	14	237	0.9271	0.4289	0.5865	99	bayestyper	truth	s2	3
INV	133	133	9	302	0.9366	0.3057	0.4609	99	bayestyper	truth	s2	3
Total	1090	1139	43	85	0.962	0.9306	0.946	0	toilvg	calls	s0	7
INS	354	357	31	41	0.9195	0.897	0.9081	0	toilvg	calls	s0	7
DEL	371	386	7	29	0.9815	0.9301	0.9551	0	toilvg	calls	s0	7
INV	365	396	5	15	0.9865	0.9635	0.9749	0	toilvg	calls	s0	7
Total	1090	1139	43	85	0.962	0.9306	0.946	12	toilvg	calls	s0	7
INS	354	357	31	41	0.9195	0.897	0.9081	12	toilvg	calls	s0	7
DEL	371	386	7	29	0.9815	0.9301	0.9551	12	toilvg	calls	s0	7
INV	365	396	5	15	0.9865	0.9635	0.9749	12	toilvg	calls	s0	7
Total	980	1026	41	198	0.9598	0.8382	0.8949	68.13125	toilvg	calls	s0	7
INS	327	329	30	69	0.916	0.8266	0.869	68.13125	toilvg	calls	s0	7
DEL	310	324	6	91	0.981	0.7807	0.8695	68.13125	toilvg	calls	s0	7
INV	343	373	5	38	0.9856	0.9075	0.9449	68.13125	toilvg	calls	s0	7
Total	876	918	34	306	0.9626	0.75	0.8431	95	toilvg	calls	s0	7
INS	296	298	25	100	0.9221	0.7487	0.8264	95	toilvg	calls	s0	7
DEL	275	285	5	130	0.9821	0.6867	0.8083	95	toilvg	calls	s0	7
INV	305	335	4	76	0.9871	0.8151	0.8929	95	toilvg	calls	s0	7
Total	773	810	21	414	0.9736	0.6618	0.788	111.6247	toilvg	calls	s0	7
INS	259	261	14	137	0.9487	0.6558	0.7755	111.6247	toilvg	calls	s0	7
DEL	231	240	3	175	0.9872	0.5783	0.7293	111.6247	toilvg	calls	s0	7
INV	283	309	4	102	0.9861	0.7518	0.8532	111.6247	toilvg	calls	s0	7
Total	680	715	18	509	0.9742	0.5842	0.7304	134.0968	toilvg	calls	s0	7
INS	231	232	13	166	0.9467	0.5829	0.7215	134.0968	toilvg	calls	s0	7
DEL	203	211	2	204	0.9902	0.5084	0.6719	134.0968	toilvg	calls	s0	7
INV	246	272	3	139	0.988	0.6618	0.7927	134.0968	toilvg	calls	s0	7
Total	569	602	12	622	0.9793	0.4918	0.6548	154	toilvg	calls	s0	7
INS	198	198	7	200	0.9659	0.4975	0.6567	154	toilvg	calls	s0	7
DEL	169	176	2	239	0.9883	0.4241	0.5935	154	toilvg	calls	s0	7
INV	202	228	3	183	0.9854	0.5547	0.7098	154	toilvg	calls	s0	7
Total	453	484	8	740	0.9826	0.3954	0.5639	183.633	toilvg	calls	s0	7
INS	162	162	7	236	0.9586	0.407	0.5714	183.633	toilvg	calls	s0	7
DEL	126	132	1	283	0.9921	0.3181	0.4817	183.633	toilvg	calls	s0	7
INV	165	190	0	221	1	0.4623	0.6323	183.633	toilvg	calls	s0	7
Total	328	351	5	873	0.985	0.2868	0.4442	231	toilvg	calls	s0	7
INS	119	119	5	279	0.9597	0.299	0.4559	231	toilvg	calls	s0	7
DEL	81	86	0	329	1	0.2072	0.3433	231	toilvg	calls	s0	7
INV	128	146	0	265	1	0.3552	0.5242	231	toilvg	calls	s0	7
Total	217	235	4	989	0.9819	0.192	0.3212	276.2274	toilvg	calls	s0	7
INS	88	88	4	310	0.9565	0.2211	0.3592	276.2274	toilvg	calls	s0	7
DEL	47	52	0	363	1	0.1253	0.2227	276.2274	toilvg	calls	s0	7
INV	82	95	0	316	1	0.2311	0.3754	276.2274	toilvg	calls	s0	7
Total	113	121	2	1103	0.9826	0.0989	0.1797	332.015	toilvg	calls	s0	7
INS	54	54	2	344	0.9643	0.1357	0.2379	332.015	toilvg	calls	s0	7
DEL	20	20	0	395	1	0.0482	0.092	332.015	toilvg	calls	s0	7
INV	39	47	0	364	1	0.1144	0.2053	332.015	toilvg	calls	s0	7
Total	1	1	0	1223	1	8e-04	0.0016	637.135	toilvg	calls	s0	7
INS	1	1	0	397	1	0.0025	0.005	637.135	toilvg	calls	s0	7
DEL	0	0	0	415	NA	0	NA	637.135	toilvg	calls	s0	7
INV	0	0	0	411	NA	0	NA	637.135	toilvg	calls	s0	7
Total	484	497	47	727	0.9115	0.406	0.5618	0	svtyper	calls	s0	7
INS	0	0	0	398	NA	0	NA	0	svtyper	calls	s0	7
DEL	205	213	14	202	0.9361	0.5133	0.663	0	svtyper	calls	s0	7
INV	279	284	33	127	0.8942	0.691	0.7796	0	svtyper	calls	s0	7
Total	473	486	39	738	0.9238	0.3971	0.5554	2	svtyper	calls	s0	7
INS	0	0	0	398	NA	0	NA	2	svtyper	calls	s0	7
DEL	199	207	9	208	0.9567	0.4988	0.6557	2	svtyper	calls	s0	7
INV	274	279	30	132	0.9013	0.6788	0.7744	2	svtyper	calls	s0	7
Total	405	408	22	816	0.9485	0.3333	0.4933	5	svtyper	calls	s0	7
INS	0	0	0	398	NA	0	NA	5	svtyper	calls	s0	7
DEL	165	166	5	249	0.9706	0.4	0.5665	5	svtyper	calls	s0	7
INV	240	242	17	169	0.9339	0.5888	0.7222	5	svtyper	calls	s0	7
Total	300	296	8	928	0.974	0.2418	0.3874	8	svtyper	calls	s0	7
INS	0	0	0	398	NA	0	NA	8	svtyper	calls	s0	7
DEL	109	106	3	309	0.9732	0.2554	0.4046	8	svtyper	calls	s0	7
INV	191	190	5	221	0.9745	0.4623	0.6271	8	svtyper	calls	s0	7
