type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
INV	283	310	0	101	1	0.7543	0.8599	341.847	toilvg	calls	s0	20
Total	734	774	2	450	0.9973	0.6324	0.774	387.0254	toilvg	calls	s0	20
INS	258	260	2	138	0.9923	0.6533	0.7879	387.0254	toilvg	calls	s0	20
DEL	224	236	0	179	1	0.5687	0.7251	387.0254	toilvg	calls	s0	20
INV	252	278	0	133	1	0.6764	0.807	387.0254	toilvg	calls	s0	20
Total	607	644	2	580	0.9967	0.5261	0.6887	442	toilvg	calls	s0	20
INS	206	208	2	190	0.9904	0.5226	0.6842	442	toilvg	calls	s0	20
DEL	190	201	0	214	1	0.4843	0.6526	442	toilvg	calls	s0	20
INV	211	235	0	176	1	0.5718	0.7276	442	toilvg	calls	s0	20
Total	477	505	1	719	0.9979	0.4126	0.5838	562.5864	toilvg	calls	s0	20
INS	180	182	1	216	0.9945	0.4573	0.6265	562.5864	toilvg	calls	s0	20
DEL	121	127	0	288	1	0.306	0.4686	562.5864	toilvg	calls	s0	20
INV	176	196	0	215	1	0.4769	0.6458	562.5864	toilvg	calls	s0	20
Total	357	379	0	845	1	0.3096	0.4728	678.1038	toilvg	calls	s0	20
INS	159	160	0	238	1	0.402	0.5735	678.1038	toilvg	calls	s0	20
DEL	59	63	0	352	1	0.1518	0.2636	678.1038	toilvg	calls	s0	20
INV	139	156	0	255	1	0.3796	0.5503	678.1038	toilvg	calls	s0	20
Total	241	255	0	969	1	0.2083	0.3448	773.1984	toilvg	calls	s0	20
INS	122	122	0	276	1	0.3065	0.4692	773.1984	toilvg	calls	s0	20
DEL	23	25	0	390	1	0.0602	0.1136	773.1984	toilvg	calls	s0	20
INV	96	108	0	303	1	0.2628	0.4162	773.1984	toilvg	calls	s0	20
Total	138	146	0	1078	1	0.1193	0.2132	865.2298	toilvg	calls	s0	20
INS	70	70	0	328	1	0.1759	0.2992	865.2298	toilvg	calls	s0	20
DEL	10	11	0	404	1	0.0265	0.0516	865.2298	toilvg	calls	s0	20
INV	58	65	0	346	1	0.1582	0.2732	865.2298	toilvg	calls	s0	20
Total	1	1	0	1223	1	8e-04	0.0016	1245.66	toilvg	calls	s0	20
INS	0	0	0	398	NA	0	NA	1245.66	toilvg	calls	s0	20
DEL	0	0	0	415	NA	0	NA	1245.66	toilvg	calls	s0	20
INV	1	1	0	410	1	0.0024	0.0048	1245.66	toilvg	calls	s0	20
Total	624	653	19	571	0.9705	0.5335	0.6885	0	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	0	svtyper	calls	s0	20
DEL	259	275	5	140	0.9811	0.6627	0.7911	0	svtyper	calls	s0	20
INV	365	378	14	33	0.9631	0.9197	0.9409	0	svtyper	calls	s0	20
Total	552	564	8	660	0.9857	0.4608	0.628	12	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	12	svtyper	calls	s0	20
DEL	237	243	4	172	0.9834	0.5855	0.734	12	svtyper	calls	s0	20
INV	315	321	4	90	0.9875	0.781	0.8722	12	svtyper	calls	s0	20
Total	475	478	3	746	0.9937	0.3905	0.5607	20	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	20	svtyper	calls	s0	20
DEL	187	188	3	227	0.9842	0.453	0.6204	20	svtyper	calls	s0	20
INV	288	290	0	121	1	0.7056	0.8274	20	svtyper	calls	s0	20
Total	386	385	1	839	0.9974	0.3145	0.4782	33	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	33	svtyper	calls	s0	20
DEL	139	137	1	278	0.9929	0.3301	0.4955	33	svtyper	calls	s0	20
INV	247	248	0	163	1	0.6034	0.7527	33	svtyper	calls	s0	20
Total	300	297	0	927	1	0.2426	0.3905	44	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	44	svtyper	calls	s0	20
DEL	101	98	0	317	1	0.2361	0.382	44	svtyper	calls	s0	20
INV	199	199	0	212	1	0.4842	0.6525	44	svtyper	calls	s0	20
Total	219	216	0	1008	1	0.1765	0.3	57	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	57	svtyper	calls	s0	20
DEL	69	67	0	348	1	0.1614	0.2779	57	svtyper	calls	s0	20
INV	150	149	0	262	1	0.3625	0.5321	57	svtyper	calls	s0	20
Total	166	163	0	1061	1	0.1332	0.2351	67	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	67	svtyper	calls	s0	20
DEL	48	47	0	368	1	0.1133	0.2035	67	svtyper	calls	s0	20
INV	118	116	0	295	1	0.2822	0.4402	67	svtyper	calls	s0	20
Total	107	106	0	1118	1	0.0866	0.1594	81	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	81	svtyper	calls	s0	20
DEL	31	31	0	384	1	0.0747	0.139	81	svtyper	calls	s0	20
INV	76	75	0	336	1	0.1825	0.3087	81	svtyper	calls	s0	20
Total	62	61	0	1163	1	0.0498	0.0949	99	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	99	svtyper	calls	s0	20
DEL	20	20	0	395	1	0.0482	0.092	99	svtyper	calls	s0	20
INV	42	41	0	370	1	0.0998	0.1815	99	svtyper	calls	s0	20
Total	25	25	0	1199	1	0.0204	0.04	125	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	125	svtyper	calls	s0	20
DEL	14	14	0	401	1	0.0337	0.0652	125	svtyper	calls	s0	20
INV	11	11	0	400	1	0.0268	0.0522	125	svtyper	calls	s0	20
Total	3	3	0	1221	1	0.0025	0.005	200	svtyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	200	svtyper	calls	s0	20
DEL	3	3	0	412	1	0.0072	0.0143	200	svtyper	calls	s0	20
INV	0	0	0	411	NA	0	NA	200	svtyper	calls	s0	20
Total	370	373	122	851	0.752	0.3047	0.4337	0	delly	calls	s0	20
INS	80	80	0	318	1	0.201	0.3347	0	delly	calls	s0	20
DEL	69	69	0	346	1	0.1663	0.2852	0	delly	calls	s0	20
INV	221	224	122	187	0.6443	0.545	0.5905	0	delly	calls	s0	20
Total	370	373	122	851	0.752	0.3047	0.4337	5	delly	calls	s0	20
INS	80	80	0	318	1	0.201	0.3347	5	delly	calls	s0	20
DEL	69	69	0	346	1	0.1663	0.2852	5	delly	calls	s0	20
INV	221	224	122	187	0.6443	0.545	0.5905	5	delly	calls	s0	20
Total	334	337	93	887	0.7822	0.2753	0.4073	39	delly	calls	s0	20
INS	71	71	0	327	1	0.1784	0.3028	39	delly	calls	s0	20
DEL	62	62	0	353	1	0.1494	0.26	39	delly	calls	s0	20
INV	201	204	93	207	0.6837	0.4964	0.5752	39	delly	calls	s0	20
Total	310	313	85	911	0.7848	0.2557	0.3857	54	delly	calls	s0	20
INS	64	64	0	334	1	0.1608	0.2771	54	delly	calls	s0	20
DEL	54	54	0	361	1	0.1301	0.2302	54	delly	calls	s0	20
INV	192	195	85	216	0.6931	0.4745	0.5633	54	delly	calls	s0	20
Total	267	269	78	955	0.7739	0.2198	0.3424	69	delly	calls	s0	20
INS	55	55	0	343	1	0.1382	0.2428	69	delly	calls	s0	20
DEL	40	40	0	375	1	0.0964	0.1758	69	delly	calls	s0	20
INV	172	174	78	237	0.688	0.4234	0.5242	69	delly	calls	s0	20
Total	225	227	72	997	0.7576	0.1855	0.298	84	delly	calls	s0	20
INS	45	45	0	353	1	0.1131	0.2032	84	delly	calls	s0	20
DEL	35	35	0	380	1	0.0843	0.1555	84	delly	calls	s0	20
INV	145	147	72	264	0.6682	0.3577	0.466	84	delly	calls	s0	20
Total	191	193	52	1031	0.786	0.1577	0.2627	112.5	delly	calls	s0	20
INS	27	27	0	371	1	0.0678	0.127	112.5	delly	calls	s0	20
DEL	35	35	0	380	1	0.0843	0.1555	112.5	delly	calls	s0	20
INV	129	131	52	280	0.7127	0.3187	0.4404	112.5	delly	calls	s0	20
Total	173	175	35	1049	0.8317	0.143	0.244	10000	delly	calls	s0	20
INS	17	17	0	381	1	0.0427	0.0819	10000	delly	calls	s0	20
DEL	30	30	0	385	1	0.0723	0.1349	10000	delly	calls	s0	20
INV	126	128	35	283	0.7826	0.3114	0.4455	10000	delly	calls	s0	20
Total	3	3	0	1221	1	0.0025	0.005	0	bayestyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	0	bayestyper	calls	s0	20
DEL	3	3	0	412	1	0.0072	0.0143	0	bayestyper	calls	s0	20
INV	0	0	0	411	NA	0	NA	0	bayestyper	calls	s0	20
Total	3	3	0	1221	1	0.0025	0.005	2	bayestyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	2	bayestyper	calls	s0	20
DEL	3	3	0	412	1	0.0072	0.0143	2	bayestyper	calls	s0	20
INV	0	0	0	411	NA	0	NA	2	bayestyper	calls	s0	20
Total	3	3	0	1221	1	0.0025	0.005	9.1	bayestyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	9.1	bayestyper	calls	s0	20
DEL	3	3	0	412	1	0.0072	0.0143	9.1	bayestyper	calls	s0	20
INV	0	0	0	411	NA	0	NA	9.1	bayestyper	calls	s0	20
Total	3	3	0	1221	1	0.0025	0.005	99	bayestyper	calls	s0	20
INS	0	0	0	398	NA	0	NA	99	bayestyper	calls	s0	20
DEL	3	3	0	412	1	0.0072	0.0143	99	bayestyper	calls	s0	20
INV	0	0	0	411	NA	0	NA	99	bayestyper	calls	s0	20
Total	1215	1218	6	6	0.9951	0.9951	0.9951	0	toilvg	truth	s0	20
INS	391	392	6	6	0.9849	0.9849	0.9849	0	toilvg	truth	s0	20
DEL	415	415	0	0	1	1	1	0	toilvg	truth	s0	20
INV	409	411	0	0	1	1	1	0	toilvg	truth	s0	20
Total	1215	1218	6	6	0.9951	0.9951	0.9951	96.2814	toilvg	truth	s0	20
INS	391	392	6	6	0.9849	0.9849	0.9849	96.2814	toilvg	truth	s0	20
DEL	415	415	0	0	1	1	1	96.2814	toilvg	truth	s0	20
INV	409	411	0	0	1	1	1	96.2814	toilvg	truth	s0	20
Total	1107	1110	6	114	0.9946	0.9069	0.9487	256.5012	toilvg	truth	s0	20
INS	346	347	6	51	0.983	0.8719	0.9241	256.5012	toilvg	truth	s0	20
DEL	371	371	0	44	1	0.894	0.944	256.5012	toilvg	truth	s0	20
INV	390	392	0	19	1	0.9538	0.9764	256.5012	toilvg	truth	s0	20
Total	1006	1008	6	216	0.9941	0.8235	0.9008	306.1798	toilvg	truth	s0	20
INS	311	312	6	86	0.9811	0.7839	0.8715	306.1798	toilvg	truth	s0	20
DEL	337	337	0	78	1	0.812	0.8962	306.1798	toilvg	truth	s0	20
INV	358	359	0	52	1	0.8735	0.9325	306.1798	toilvg	truth	s0	20
Total	894	895	5	329	0.9944	0.7312	0.8427	347.6486	toilvg	truth	s0	20
INS	276	277	5	121	0.9822	0.696	0.8147	347.6486	toilvg	truth	s0	20
DEL	301	301	0	114	1	0.7253	0.8408	347.6486	toilvg	truth	s0	20
INV	317	317	0	94	1	0.7713	0.8709	347.6486	toilvg	truth	s0	20
Total	768	770	4	454	0.9948	0.6291	0.7708	398.3892	toilvg	truth	s0	20
INS	232	233	4	165	0.9831	0.5854	0.7338	398.3892	toilvg	truth	s0	20
DEL	262	262	0	153	1	0.6313	0.774	398.3892	toilvg	truth	s0	20
INV	274	275	0	136	1	0.6691	0.8017	398.3892	toilvg	truth	s0	20
Total	640	642	3	582	0.9953	0.5245	0.687	471.9365	toilvg	truth	s0	20
INS	196	197	3	201	0.9849	0.495	0.6589	471.9365	toilvg	truth	s0	20
DEL	220	220	0	195	1	0.5301	0.6929	471.9365	toilvg	truth	s0	20
INV	224	225	0	186	1	0.5474	0.7075	471.9365	toilvg	truth	s0	20
Total	514	516	0	708	1	0.4216	0.5931	627	toilvg	truth	s0	20
INS	174	175	0	223	1	0.4397	0.6108	627	toilvg	truth	s0	20
DEL	148	148	0	267	1	0.3566	0.5257	627	toilvg	truth	s0	20
INV	192	193	0	218	1	0.4696	0.6391	627	toilvg	truth	s0	20
Total	383	385	0	839	1	0.3145	0.4785	727.5257	toilvg	truth	s0	20
INS	148	149	0	249	1	0.3744	0.5448	727.5257	toilvg	truth	s0	20
DEL	86	86	0	329	1	0.2072	0.3433	727.5257	toilvg	truth	s0	20
INV	149	150	0	261	1	0.365	0.5348	727.5257	toilvg	truth	s0	20
Total	262	265	0	959	1	0.2165	0.3559	805.8792	toilvg	truth	s0	20
INS	109	110	0	288	1	0.2764	0.4331	805.8792	toilvg	truth	s0	20
DEL	44	44	0	371	1	0.106	0.1917	805.8792	toilvg	truth	s0	20
INV	109	111	0	300	1	0.2701	0.4253	805.8792	toilvg	truth	s0	20
Total	147	147	0	1077	1	0.1201	0.2144	889.2226	toilvg	truth	s0	20
INS	63	63	0	335	1	0.1583	0.2733	889.2226	toilvg	truth	s0	20
DEL	21	21	0	394	1	0.0506	0.0963	889.2226	toilvg	truth	s0	20
INV	63	63	0	348	1	0.1533	0.2658	889.2226	toilvg	truth	s0	20
Total	1	1	0	1223	1	8e-04	0.0016	1283.74	toilvg	truth	s0	20
INS	1	1	0	397	1	0.0025	0.005	1283.74	toilvg	truth	s0	20
DEL	0	0	0	415	NA	0	NA	1283.74	toilvg	truth	s0	20
INV	0	0	0	411	NA	0	NA	1283.74	toilvg	truth	s0	20
Total	820	820	3	404	0.9964	0.6699	0.8012	0	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	0	svtyper	truth	s0	20
DEL	411	411	3	4	0.9928	0.9904	0.9916	0	svtyper	truth	s0	20
INV	409	409	0	2	1	0.9951	0.9975	0	svtyper	truth	s0	20
Total	820	820	3	404	0.9964	0.6699	0.8012	2	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	2	svtyper	truth	s0	20
DEL	411	411	3	4	0.9928	0.9904	0.9916	2	svtyper	truth	s0	20
INV	409	409	0	2	1	0.9951	0.9975	2	svtyper	truth	s0	20
Total	707	707	1	517	0.9986	0.5776	0.7319	25	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	25	svtyper	truth	s0	20
DEL	345	345	1	70	0.9971	0.8313	0.9067	25	svtyper	truth	s0	20
INV	362	362	0	49	1	0.8808	0.9366	25	svtyper	truth	s0	20
Total	598	598	0	626	1	0.4886	0.6565	35	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	35	svtyper	truth	s0	20
DEL	267	267	0	148	1	0.6434	0.783	35	svtyper	truth	s0	20
INV	331	331	0	80	1	0.8054	0.8922	35	svtyper	truth	s0	20
Total	451	451	0	773	1	0.3685	0.5385	48	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	48	svtyper	truth	s0	20
DEL	171	171	0	244	1	0.412	0.5836	48	svtyper	truth	s0	20
INV	280	280	0	131	1	0.6813	0.8104	48	svtyper	truth	s0	20
Total	341	341	0	883	1	0.2786	0.4358	59	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	59	svtyper	truth	s0	20
DEL	117	117	0	298	1	0.2819	0.4398	59	svtyper	truth	s0	20
INV	224	224	0	187	1	0.545	0.7055	59	svtyper	truth	s0	20
Total	244	244	0	980	1	0.1993	0.3324	71	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	71	svtyper	truth	s0	20
DEL	72	72	0	343	1	0.1735	0.2957	71	svtyper	truth	s0	20
INV	172	172	0	239	1	0.4185	0.5901	71	svtyper	truth	s0	20
Total	174	174	0	1050	1	0.1422	0.249	85.8000000000001	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	85.8000000000001	svtyper	truth	s0	20
DEL	57	57	0	358	1	0.1373	0.2414	85.8000000000001	svtyper	truth	s0	20
INV	117	117	0	294	1	0.2847	0.4432	85.8000000000001	svtyper	truth	s0	20
Total	113	113	0	1111	1	0.0923	0.169	97	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	97	svtyper	truth	s0	20
DEL	37	37	0	378	1	0.0892	0.1638	97	svtyper	truth	s0	20
INV	76	76	0	335	1	0.1849	0.3121	97	svtyper	truth	s0	20
Total	59	59	0	1165	1	0.0482	0.092	114	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	114	svtyper	truth	s0	20
DEL	28	28	0	387	1	0.0675	0.1265	114	svtyper	truth	s0	20
INV	31	31	0	380	1	0.0754	0.1402	114	svtyper	truth	s0	20
Total	21	21	0	1203	1	0.0172	0.0338	139	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	139	svtyper	truth	s0	20
DEL	18	18	0	397	1	0.0434	0.0832	139	svtyper	truth	s0	20
INV	3	3	0	408	1	0.0073	0.0145	139	svtyper	truth	s0	20
Total	5	5	0	1219	1	0.0041	0.0082	200	svtyper	truth	s0	20
INS	0	0	0	398	NA	0	NA	200	svtyper	truth	s0	20
DEL	5	5	0	410	1	0.012	0.0237	200	svtyper	truth	s0	20
INV	0	0	0	411	NA	0	NA	200	svtyper	truth	s0	20
Total	1036	1036	127	188	0.8908	0.8464	0.868	0	delly	truth	s0	20
INS	397	397	1	1	0.9975	0.9975	0.9975	0	delly	truth	s0	20
DEL	415	415	0	0	1	1	1	0	delly	truth	s0	20
INV	224	224	126	187	0.64	0.545	0.5887	0	delly	truth	s0	20
Total	1036	1036	127	188	0.8908	0.8464	0.868	5	delly	truth	s0	20
INS	397	397	1	1	0.9975	0.9975	0.9975	5	delly	truth	s0	20
DEL	415	415	0	0	1	1	1	5	delly	truth	s0	20
INV	224	224	126	187	0.64	0.545	0.5887	5	delly	truth	s0	20
Total	962	962	91	262	0.9136	0.7859	0.845	45	delly	truth	s0	20
INS	393	393	0	5	1	0.9874	0.9937	45	delly	truth	s0	20
DEL	369	369	0	46	1	0.8892	0.9414	45	delly	truth	s0	20
INV	200	200	91	211	0.6873	0.4866	0.5698	45	delly	truth	s0	20
Total	891	891	89	333	0.9092	0.7279	0.8085	54	delly	truth	s0	20
INS	391	391	0	7	1	0.9824	0.9911	54	delly	truth	s0	20
DEL	305	305	0	110	1	0.7349	0.8472	54	delly	truth	s0	20
INV	195	195	89	216	0.6866	0.4745	0.5612	54	delly	truth	s0	20
Total	774	774	82	450	0.9042	0.6324	0.7443	69	delly	truth	s0	20
INS	382	382	0	16	1	0.9598	0.9795	69	delly	truth	s0	20
DEL	219	219	0	196	1	0.5277	0.6908	69	delly	truth	s0	20
INV	173	173	82	238	0.6784	0.4209	0.5195	69	delly	truth	s0	20
Total	657	657	74	567	0.8988	0.5368	0.6722	87	delly	truth	s0	20
INS	334	334	0	64	1	0.8392	0.9126	87	delly	truth	s0	20
DEL	185	185	0	230	1	0.4458	0.6167	87	delly	truth	s0	20
INV	138	138	74	273	0.6509	0.3358	0.443	87	delly	truth	s0	20
Total	534	534	56	690	0.9051	0.4363	0.5888	111	delly	truth	s0	20
INS	228	228	0	170	1	0.5729	0.7285	111	delly	truth	s0	20
DEL	175	175	0	240	1	0.4217	0.5932	111	delly	truth	s0	20
INV	131	131	56	280	0.7005	0.3187	0.4381	111	delly	truth	s0	20
Total	412	412	38	812	0.9156	0.3366	0.4922	157.000000001119	delly	truth	s0	20
INS	149	149	0	249	1	0.3744	0.5448	157.000000001119	delly	truth	s0	20
DEL	135	135	0	280	1	0.3253	0.4909	157.000000001119	delly	truth	s0	20
INV	128	128	38	283	0.7711	0.3114	0.4436	157.000000001119	delly	truth	s0	20
Total	412	412	38	812	0.9156	0.3366	0.4922	10000	delly	truth	s0	20
INS	149	149	0	249	1	0.3744	0.5448	10000	delly	truth	s0	20
DEL	135	135	0	280	1	0.3253	0.4909	10000	delly	truth	s0	20
INV	128	128	38	283	0.7711	0.3114	0.4436	10000	delly	truth	s0	20
Total	1222	1223	0	1	1	0.9992	0.9996	0	bayestyper	truth	s0	20
INS	396	397	0	1	1	0.9975	0.9987	0	bayestyper	truth	s0	20
DEL	415	415	0	0	1	1	1	0	bayestyper	truth	s0	20
INV	411	411	0	0	1	1	1	0	bayestyper	truth	s0	20
Total	1222	1223	0	1	1	0.9992	0.9996	9	bayestyper	truth	s0	20
INS	396	397	0	1	1	0.9975	0.9987	9	bayestyper	truth	s0	20
DEL	415	415	0	0	1	1	1	9	bayestyper	truth	s0	20
INV	411	411	0	0	1	1	1	9	bayestyper	truth	s0	20
Total	1212	1213	0	11	1	0.991	0.9955	99	bayestyper	truth	s0	20
INS	391	392	0	6	1	0.9849	0.9924	99	bayestyper	truth	s0	20
DEL	412	412	0	3	1	0.9928	0.9964	99	bayestyper	truth	s0	20
INV	409	409	0	2	1	0.9951	0.9975	99	bayestyper	truth	s0	20
Total	1176	1231	14	20	0.9882	0.984	0.9861	0	toilvg	calls	s1	20
INS	397	399	14	14	0.9659	0.9661	0.966	0	toilvg	calls	s1	20
DEL	404	422	0	6	1	0.986	0.993	0	toilvg	calls	s1	20
INV	375	410	0	0	1	1	1	0	toilvg	calls	s1	20
Total	1176	1231	14	20	0.9882	0.984	0.9861	70	toilvg	calls	s1	20
INS	397	399	14	14	0.9659	0.9661	0.966	70	toilvg	calls	s1	20
DEL	404	422	0	6	1	0.986	0.993	70	toilvg	calls	s1	20
INV	375	410	0	0	1	1	1	70	toilvg	calls	s1	20
Total	1091	1142	11	109	0.99	0.9129	0.9499	223.648	toilvg	calls	s1	20
INS	380	382	11	31	0.9719	0.9249	0.9478	223.648	toilvg	calls	s1	20
DEL	343	358	0	70	1	0.8364	0.9109	223.648	toilvg	calls	s1	20
INV	368	402	0	8	1	0.9805	0.9902	223.648	toilvg	calls	s1	20
Total	980	1024	11	227	0.9889	0.8185	0.8957	287	toilvg	calls	s1	20
INS	343	345	11	68	0.9689	0.8354	0.8972	287	toilvg	calls	s1	20
DEL	297	309	0	119	1	0.722	0.8386	287	toilvg	calls	s1	20
INV	340	370	0	40	1	0.9024	0.9487	287	toilvg	calls	s1	20
Total	853	889	8	362	0.9907	0.7106	0.8276	324	toilvg	calls	s1	20
INS	300	302	8	111	0.974	0.7312	0.8353	324	toilvg	calls	s1	20
DEL	254	262	0	166	1	0.6121	0.7594	324	toilvg	calls	s1	20
INV	299	325	0	85	1	0.7927	0.8844	324	toilvg	calls	s1	20
Total	731	762	8	489	0.9892	0.6091	0.754	373.4314	toilvg	calls	s1	20
INS	257	259	8	154	0.9698	0.6271	0.7617	373.4314	toilvg	calls	s1	20
DEL	213	220	0	208	1	0.514	0.679	373.4314	toilvg	calls	s1	20
INV	261	283	0	127	1	0.6902	0.8167	373.4314	toilvg	calls	s1	20
Total	615	642	5	609	0.9919	0.5132	0.6764	432.774	toilvg	calls	s1	20
INS	234	236	5	177	0.9791	0.5714	0.7216	432.774	toilvg	calls	s1	20
DEL	176	182	0	246	1	0.4252	0.5967	432.774	toilvg	calls	s1	20
INV	205	224	0	186	1	0.5463	0.7066	432.774	toilvg	calls	s1	20
Total	498	520	3	731	0.994	0.4157	0.5862	548.2768	toilvg	calls	s1	20
INS	206	207	3	206	0.9856	0.5012	0.6645	548.2768	toilvg	calls	s1	20
DEL	132	135	0	293	1	0.3154	0.4795	548.2768	toilvg	calls	s1	20
INV	160	178	0	232	1	0.4341	0.6054	548.2768	toilvg	calls	s1	20
Total	365	382	1	869	0.9973	0.3054	0.4676	678.1672	toilvg	calls	s1	20
INS	169	170	1	243	0.9941	0.4116	0.5822	678.1672	toilvg	calls	s1	20
DEL	69	71	0	357	1	0.1659	0.2846	678.1672	toilvg	calls	s1	20
INV	127	141	0	269	1	0.3439	0.5118	678.1672	toilvg	calls	s1	20
Total	234	244	0	1007	1	0.195	0.3264	764.3664	toilvg	calls	s1	20
INS	121	122	0	291	1	0.2954	0.4561	764.3664	toilvg	calls	s1	20
DEL	27	28	0	400	1	0.0654	0.1228	764.3664	toilvg	calls	s1	20
INV	86	94	0	316	1	0.2293	0.3731	764.3664	toilvg	calls	s1	20
Total	135	139	0	1112	1	0.1111	0.2	864.8098	toilvg	calls	s1	20
INS	75	76	0	337	1	0.184	0.3108	864.8098	toilvg	calls	s1	20
DEL	12	12	0	416	1	0.028	0.0545	864.8098	toilvg	calls	s1	20
INV	48	51	0	359	1	0.1244	0.2213	864.8098	toilvg	calls	s1	20
Total	1	1	0	1250	1	8e-04	0.0016	1228.42	toilvg	calls	s1	20
INS	0	0	0	413	NA	0	NA	1228.42	toilvg	calls	s1	20
DEL	0	0	0	428	NA	0	NA	1228.42	toilvg	calls	s1	20
INV	1	1	0	409	1	0.0024	0.0048	1228.42	toilvg	calls	s1	20
Total	611	642	36	609	0.9444	0.5132	0.665	0	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	0	svtyper	calls	s1	20
DEL	271	286	9	142	0.9679	0.6682	0.7906	0	svtyper	calls	s1	20
INV	340	356	27	54	0.9264	0.8683	0.8964	0	svtyper	calls	s1	20
Total	559	577	10	674	0.9824	0.4612	0.6277	12	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	12	svtyper	calls	s1	20
DEL	250	260	4	168	0.9843	0.6075	0.7513	12	svtyper	calls	s1	20
INV	309	317	6	93	0.981	0.7732	0.8648	12	svtyper	calls	s1	20
Total	461	473	2	778	0.9957	0.3781	0.5481	22	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	22	svtyper	calls	s1	20
DEL	194	202	2	226	0.9898	0.472	0.6392	22	svtyper	calls	s1	20
INV	267	271	0	139	1	0.661	0.7959	22	svtyper	calls	s1	20
Total	372	375	2	876	0.9947	0.2998	0.4607	32	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	32	svtyper	calls	s1	20
DEL	141	144	2	284	0.986	0.3364	0.5016	32	svtyper	calls	s1	20
INV	231	231	0	179	1	0.5634	0.7207	32	svtyper	calls	s1	20
Total	290	292	0	959	1	0.2334	0.3785	43	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	43	svtyper	calls	s1	20
DEL	97	100	0	328	1	0.2336	0.3787	43	svtyper	calls	s1	20
INV	193	192	0	218	1	0.4683	0.6379	43	svtyper	calls	s1	20
Total	214	214	0	1037	1	0.1711	0.2922	53	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	53	svtyper	calls	s1	20
DEL	70	71	0	357	1	0.1659	0.2846	53	svtyper	calls	s1	20
INV	144	143	0	267	1	0.3488	0.5172	53	svtyper	calls	s1	20
Total	158	158	0	1093	1	0.1263	0.2243	65	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	65	svtyper	calls	s1	20
DEL	48	49	0	379	1	0.1145	0.2055	65	svtyper	calls	s1	20
INV	110	109	0	301	1	0.2659	0.4201	65	svtyper	calls	s1	20
Total	106	105	0	1146	1	0.0839	0.1548	79	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	79	svtyper	calls	s1	20
DEL	31	31	0	397	1	0.0724	0.135	79	svtyper	calls	s1	20
INV	75	74	0	336	1	0.1805	0.3058	79	svtyper	calls	s1	20
Total	48	47	0	1204	1	0.0376	0.0725	99	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	99	svtyper	calls	s1	20
DEL	15	15	0	413	1	0.035	0.0676	99	svtyper	calls	s1	20
INV	33	32	0	378	1	0.078	0.1447	99	svtyper	calls	s1	20
Total	17	16	0	1235	1	0.0128	0.0253	125	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	125	svtyper	calls	s1	20
DEL	12	12	0	416	1	0.028	0.0545	125	svtyper	calls	s1	20
INV	5	4	0	406	1	0.0098	0.0194	125	svtyper	calls	s1	20
Total	3	3	0	1248	1	0.0024	0.0048	200	svtyper	calls	s1	20
INS	0	0	0	413	NA	0	NA	200	svtyper	calls	s1	20
DEL	3	3	0	425	1	0.007	0.0139	200	svtyper	calls	s1	20
INV	0	0	0	410	NA	0	NA	200	svtyper	calls	s1	20
Total	388	393	116	858	0.7698	0.3141	0.4462	0	delly	calls	s1	20
