type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	8672	8672	546	3828	0.9408	0.6938	0.7986	0
INS	5012	5012	304	2244	0.9428	0.6907	0.7973	0
DEL	3660	3660	242	1584	0.938	0.6979	0.8003	0
Total	8672	8672	546	3828	0.9408	0.6938	0.7986	2
INS	5012	5012	304	2244	0.9428	0.6907	0.7973	2
DEL	3660	3660	242	1584	0.938	0.6979	0.8003	2
Total	8064	8064	277	4436	0.9668	0.6451	0.7738	100
INS	4651	4651	134	2605	0.972	0.641	0.7725	100
DEL	3413	3413	143	1831	0.9598	0.6508	0.7757	100
