type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
INS	422	422	0	221	1	0.6563	0.7925	3	delly	truth	s2	13
DEL	663	663	0	1	1	0.9985	0.9992	3	delly	truth	s2	13
INV	597	597	0	91	1	0.8677	0.9292	3	delly	truth	s2	13
Total	1682	1682	0	313	1	0.8431	0.9149	4	delly	truth	s2	13
INS	422	422	0	221	1	0.6563	0.7925	4	delly	truth	s2	13
DEL	663	663	0	1	1	0.9985	0.9992	4	delly	truth	s2	13
INV	597	597	0	91	1	0.8677	0.9292	4	delly	truth	s2	13
Total	1681	1681	0	314	1	0.8426	0.9146	5	delly	truth	s2	13
INS	421	421	0	222	1	0.6547	0.7913	5	delly	truth	s2	13
DEL	663	663	0	1	1	0.9985	0.9992	5	delly	truth	s2	13
INV	597	597	0	91	1	0.8677	0.9292	5	delly	truth	s2	13
Total	1678	1678	0	317	1	0.8411	0.9137	7	delly	truth	s2	13
INS	420	420	0	223	1	0.6532	0.7902	7	delly	truth	s2	13
DEL	663	663	0	1	1	0.9985	0.9992	7	delly	truth	s2	13
INV	595	595	0	93	1	0.8648	0.9275	7	delly	truth	s2	13
Total	1672	1672	0	323	1	0.8381	0.9119	10	delly	truth	s2	13
INS	420	420	0	223	1	0.6532	0.7902	10	delly	truth	s2	13
DEL	661	661	0	3	1	0.9955	0.9977	10	delly	truth	s2	13
INV	591	591	0	97	1	0.859	0.9242	10	delly	truth	s2	13
Total	1668	1668	0	327	1	0.8361	0.9107	12	delly	truth	s2	13
INS	420	420	0	223	1	0.6532	0.7902	12	delly	truth	s2	13
DEL	660	660	0	4	1	0.994	0.997	12	delly	truth	s2	13
INV	588	588	0	100	1	0.8547	0.9217	12	delly	truth	s2	13
Total	1653	1653	0	342	1	0.8286	0.9063	14	delly	truth	s2	13
INS	419	419	0	224	1	0.6516	0.7891	14	delly	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	14	delly	truth	s2	13
INV	577	577	0	111	1	0.8387	0.9123	14	delly	truth	s2	13
Total	1616	1616	0	379	1	0.81	0.895	21	delly	truth	s2	13
INS	419	419	0	224	1	0.6516	0.7891	21	delly	truth	s2	13
DEL	632	632	0	32	1	0.9518	0.9753	21	delly	truth	s2	13
INV	565	565	0	123	1	0.8212	0.9018	21	delly	truth	s2	13
Total	1537	1537	0	458	1	0.7704	0.8703	27	delly	truth	s2	13
INS	416	416	0	227	1	0.647	0.7857	27	delly	truth	s2	13
DEL	588	588	0	76	1	0.8855	0.9393	27	delly	truth	s2	13
INV	533	533	0	155	1	0.7747	0.873	27	delly	truth	s2	13
Total	1383	1383	0	612	1	0.6932	0.8188	35	delly	truth	s2	13
INS	409	409	0	234	1	0.6361	0.7776	35	delly	truth	s2	13
DEL	485	485	0	179	1	0.7304	0.8442	35	delly	truth	s2	13
INV	489	489	0	199	1	0.7108	0.831	35	delly	truth	s2	13
Total	1211	1211	0	784	1	0.607	0.7554	45	delly	truth	s2	13
INS	392	392	0	251	1	0.6096	0.7575	45	delly	truth	s2	13
DEL	379	379	0	285	1	0.5708	0.7268	45	delly	truth	s2	13
INV	440	440	0	248	1	0.6395	0.7801	45	delly	truth	s2	13
Total	1128	1128	0	867	1	0.5654	0.7224	50	delly	truth	s2	13
INS	372	372	0	271	1	0.5785	0.733	50	delly	truth	s2	13
DEL	340	340	0	324	1	0.512	0.6772	50	delly	truth	s2	13
INV	416	416	0	272	1	0.6047	0.7537	50	delly	truth	s2	13
Total	1023	1023	0	972	1	0.5128	0.6779	60	delly	truth	s2	13
INS	318	318	0	325	1	0.4946	0.6618	60	delly	truth	s2	13
DEL	313	313	0	351	1	0.4714	0.6408	60	delly	truth	s2	13
INV	392	392	0	296	1	0.5698	0.726	60	delly	truth	s2	13
Total	893	893	0	1102	1	0.4476	0.6184	75	delly	truth	s2	13
INS	234	234	0	409	1	0.3639	0.5336	75	delly	truth	s2	13
DEL	296	296	0	368	1	0.4458	0.6167	75	delly	truth	s2	13
INV	363	363	0	325	1	0.5276	0.6908	75	delly	truth	s2	13
Total	757	757	0	1238	1	0.3794	0.5501	90	delly	truth	s2	13
INS	180	180	0	463	1	0.2799	0.4374	90	delly	truth	s2	13
DEL	252	252	0	412	1	0.3795	0.5502	90	delly	truth	s2	13
INV	325	325	0	363	1	0.4724	0.6417	90	delly	truth	s2	13
Total	709	709	0	1286	1	0.3554	0.5244	99	delly	truth	s2	13
INS	166	166	0	477	1	0.2582	0.4104	99	delly	truth	s2	13
DEL	246	246	0	418	1	0.3705	0.5407	99	delly	truth	s2	13
INV	297	297	0	391	1	0.4317	0.6031	99	delly	truth	s2	13
Total	627	627	0	1368	1	0.3143	0.4783	110	delly	truth	s2	13
INS	146	146	0	497	1	0.2271	0.3701	110	delly	truth	s2	13
DEL	215	215	0	449	1	0.3238	0.4892	110	delly	truth	s2	13
INV	266	266	0	422	1	0.3866	0.5576	110	delly	truth	s2	13
Total	540	540	0	1455	1	0.2707	0.4261	133	delly	truth	s2	13
INS	116	116	0	527	1	0.1804	0.3057	133	delly	truth	s2	13
DEL	161	161	0	503	1	0.2425	0.3903	133	delly	truth	s2	13
INV	263	263	0	425	1	0.3823	0.5531	133	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	167	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	167	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	167	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	167	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	180	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	180	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	180	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	180	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	250	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	250	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	250	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	250	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	350	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	350	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	350	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	350	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	450	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	450	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	450	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	450	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	550	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	550	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	550	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	550	delly	truth	s2	13
Total	413	413	0	1582	1	0.207	0.343	650	delly	truth	s2	13
INS	85	85	0	558	1	0.1322	0.2335	650	delly	truth	s2	13
DEL	89	89	0	575	1	0.134	0.2363	650	delly	truth	s2	13
INV	239	239	0	449	1	0.3474	0.5157	650	delly	truth	s2	13
Total	1971	1972	0	23	1	0.9885	0.9942	0	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	0	bayestyper	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	0	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	0	bayestyper	truth	s2	13
Total	1971	1972	0	23	1	0.9885	0.9942	2	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	2	bayestyper	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	2	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	2	bayestyper	truth	s2	13
Total	1971	1972	0	23	1	0.9885	0.9942	3	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	3	bayestyper	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	3	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	3	bayestyper	truth	s2	13
Total	1971	1972	0	23	1	0.9885	0.9942	4	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	4	bayestyper	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	4	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	4	bayestyper	truth	s2	13
Total	1971	1972	0	23	1	0.9885	0.9942	5	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	5	bayestyper	truth	s2	13
DEL	657	657	0	7	1	0.9895	0.9947	5	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	5	bayestyper	truth	s2	13
Total	1970	1971	0	24	1	0.988	0.994	7	bayestyper	truth	s2	13
INS	631	631	0	12	1	0.9813	0.9906	7	bayestyper	truth	s2	13
DEL	656	656	0	8	1	0.988	0.994	7	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	7	bayestyper	truth	s2	13
Total	1967	1968	0	27	1	0.9865	0.9932	10	bayestyper	truth	s2	13
INS	629	629	0	14	1	0.9782	0.989	10	bayestyper	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	10	bayestyper	truth	s2	13
INV	683	684	0	4	1	0.9942	0.9971	10	bayestyper	truth	s2	13
Total	1964	1965	0	30	1	0.985	0.9924	12	bayestyper	truth	s2	13
INS	627	627	0	16	1	0.9751	0.9874	12	bayestyper	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	12	bayestyper	truth	s2	13
INV	682	683	0	5	1	0.9927	0.9963	12	bayestyper	truth	s2	13
Total	1954	1955	0	40	1	0.9799	0.9898	14	bayestyper	truth	s2	13
INS	622	622	0	21	1	0.9673	0.9834	14	bayestyper	truth	s2	13
DEL	653	653	0	11	1	0.9834	0.9916	14	bayestyper	truth	s2	13
INV	679	680	0	8	1	0.9884	0.9942	14	bayestyper	truth	s2	13
Total	1949	1950	0	45	1	0.9774	0.9886	21	bayestyper	truth	s2	13
INS	620	620	0	23	1	0.9642	0.9818	21	bayestyper	truth	s2	13
DEL	652	652	0	12	1	0.9819	0.9909	21	bayestyper	truth	s2	13
INV	677	678	0	10	1	0.9855	0.9927	21	bayestyper	truth	s2	13
Total	1945	1946	0	49	1	0.9754	0.9875	27	bayestyper	truth	s2	13
INS	618	618	0	25	1	0.9611	0.9802	27	bayestyper	truth	s2	13
DEL	651	651	0	13	1	0.9804	0.9901	27	bayestyper	truth	s2	13
INV	676	677	0	11	1	0.984	0.9919	27	bayestyper	truth	s2	13
Total	1936	1937	0	58	1	0.9709	0.9852	35	bayestyper	truth	s2	13
INS	616	616	0	27	1	0.958	0.9785	35	bayestyper	truth	s2	13
DEL	651	651	0	13	1	0.9804	0.9901	35	bayestyper	truth	s2	13
INV	669	670	0	18	1	0.9738	0.9867	35	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	45	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	45	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	45	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	45	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	50	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	50	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	50	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	50	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	60	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	60	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	60	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	60	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	75	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	75	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	75	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	75	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	90	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	90	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	90	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	90	bayestyper	truth	s2	13
Total	1932	1933	0	62	1	0.9689	0.9842	99	bayestyper	truth	s2	13
INS	614	614	0	29	1	0.9549	0.9769	99	bayestyper	truth	s2	13
DEL	650	650	0	14	1	0.9789	0.9893	99	bayestyper	truth	s2	13
INV	668	669	0	19	1	0.9724	0.986	99	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	110	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	110	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	110	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	110	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	133	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	133	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	133	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	133	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	167	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	167	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	167	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	167	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	180	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	180	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	180	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	180	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	250	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	250	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	250	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	250	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	350	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	350	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	350	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	350	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	450	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	450	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	450	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	450	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	550	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	550	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	550	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	550	bayestyper	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	650	bayestyper	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	650	bayestyper	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	650	bayestyper	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	650	bayestyper	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	0	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	0	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	0	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	0	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	2	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	2	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	2	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	2	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	3	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	3	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	3	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	3	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	4	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	4	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	4	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	4	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	5	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	5	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	5	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	5	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	7	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	7	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	7	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	7	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	10	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	10	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	10	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	10	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	12	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	12	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	12	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	12	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	14	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	14	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	14	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	14	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	21	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	21	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	21	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	21	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	27	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	27	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	27	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	27	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	35	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	35	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	35	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	35	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	45	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	45	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	45	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	45	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	50	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	50	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	50	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	50	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	60	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	60	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	60	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	60	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	75	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	75	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	75	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	75	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	90	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	90	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	90	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	90	paragraph	truth	s2	13
Total	1980	1980	0	15	1	0.9925	0.9962	99	paragraph	truth	s2	13
INS	642	642	0	1	1	0.9984	0.9992	99	paragraph	truth	s2	13
DEL	655	655	0	9	1	0.9864	0.9932	99	paragraph	truth	s2	13
INV	683	683	0	5	1	0.9927	0.9963	99	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	110	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	110	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	110	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	110	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	133	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	133	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	133	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	133	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	167	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	167	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	167	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	167	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	180	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	180	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	180	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	180	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	250	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	250	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	250	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	250	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	350	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	350	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	350	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	350	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	450	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	450	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	450	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	450	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	550	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	550	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	550	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	550	paragraph	truth	s2	13
Total	NA	NA	NA	NA	NA	NA	NA	650	paragraph	truth	s2	13
DEL	NA	NA	NA	NA	NA	NA	NA	650	paragraph	truth	s2	13
INS	NA	NA	NA	NA	NA	NA	NA	650	paragraph	truth	s2	13
INV	NA	NA	NA	NA	NA	NA	NA	650	paragraph	truth	s2	13
Total	1921	1964	0	25	1	0.9874	0.9937	0	vg	calls	s0	20
INS	666	672	0	5	1	0.9926	0.9963	0	vg	calls	s0	20
DEL	634	653	0	16	1	0.9761	0.9879	0	vg	calls	s0	20
INV	621	639	0	4	1	0.9938	0.9969	0	vg	calls	s0	20
Total	1879	1920	0	69	1	0.9653	0.9823	2	vg	calls	s0	20
INS	666	672	0	5	1	0.9926	0.9963	2	vg	calls	s0	20
DEL	634	653	0	16	1	0.9761	0.9879	2	vg	calls	s0	20
INV	579	595	0	48	1	0.9253	0.9612	2	vg	calls	s0	20
Total	1863	1903	0	86	1	0.9568	0.9779	3	vg	calls	s0	20
INS	666	672	0	5	1	0.9926	0.9963	3	vg	calls	s0	20
DEL	630	649	0	20	1	0.9701	0.9848	3	vg	calls	s0	20
INV	567	582	0	61	1	0.9051	0.9502	3	vg	calls	s0	20
Total	1801	1840	0	149	1	0.9251	0.9611	4	vg	calls	s0	20
INS	655	661	0	16	1	0.9764	0.9881	4	vg	calls	s0	20
DEL	609	628	0	41	1	0.9387	0.9684	4	vg	calls	s0	20
INV	537	551	0	92	1	0.8569	0.9229	4	vg	calls	s0	20
Total	1621	1655	0	334	1	0.8321	0.9084	5	vg	calls	s0	20
INS	609	615	0	62	1	0.9084	0.952	5	vg	calls	s0	20
DEL	526	542	0	127	1	0.8102	0.8951	5	vg	calls	s0	20
INV	486	498	0	145	1	0.7745	0.8729	5	vg	calls	s0	20
Total	1126	1153	0	836	1	0.5797	0.7339	7	vg	calls	s0	20
INS	421	425	0	252	1	0.6278	0.7713	7	vg	calls	s0	20
DEL	378	393	0	276	1	0.5874	0.7401	7	vg	calls	s0	20
INV	327	335	0	308	1	0.521	0.6851	7	vg	calls	s0	20
Total	914	939	0	1050	1	0.4721	0.6414	10	vg	calls	s0	20
INS	305	308	0	369	1	0.4549	0.6253	10	vg	calls	s0	20
DEL	323	338	0	331	1	0.5052	0.6713	10	vg	calls	s0	20
INV	286	293	0	350	1	0.4557	0.6261	10	vg	calls	s0	20
Total	869	893	0	1096	1	0.449	0.6197	12	vg	calls	s0	20
INS	300	303	0	374	1	0.4476	0.6184	12	vg	calls	s0	20
DEL	297	311	0	358	1	0.4649	0.6347	12	vg	calls	s0	20
INV	272	279	0	364	1	0.4339	0.6052	12	vg	calls	s0	20
Total	803	826	0	1163	1	0.4153	0.5869	14	vg	calls	s0	20
INS	293	296	0	381	1	0.4372	0.6084	14	vg	calls	s0	20
DEL	254	267	0	402	1	0.3991	0.5705	14	vg	calls	s0	20
INV	256	263	0	380	1	0.409	0.5806	14	vg	calls	s0	20
Total	306	311	0	1678	1	0.1564	0.2705	21	vg	calls	s0	20
INS	139	140	0	537	1	0.2068	0.3427	21	vg	calls	s0	20
DEL	71	74	0	595	1	0.1106	0.1992	21	vg	calls	s0	20
INV	96	97	0	546	1	0.1509	0.2622	21	vg	calls	s0	20
Total	22	23	0	1966	1	0.0116	0.0229	27	vg	calls	s0	20
INS	8	8	0	669	1	0.0118	0.0233	27	vg	calls	s0	20
DEL	5	6	0	663	1	0.009	0.0178	27	vg	calls	s0	20
INV	9	9	0	634	1	0.014	0.0276	27	vg	calls	s0	20
Total	NA	NA	NA	NA	NA	NA	NA	35	vg	calls	s0	20
DEL	NA	NA	NA	NA	NA	NA	NA	35	vg	calls	s0	20
INS	NA	NA	NA	NA	NA	NA	NA	35	vg	calls	s0	20
INV	NA	NA	NA	NA	NA	NA	NA	35	vg	calls	s0	20
Total	NA	NA	NA	NA	NA	NA	NA	45	vg	calls	s0	20
DEL	NA	NA	NA	NA	NA	NA	NA	45	vg	calls	s0	20
INS	NA	NA	NA	NA	NA	NA	NA	45	vg	calls	s0	20
