type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	2769	2769	47	817	0.9833	0.7722	0.8651	0
INS	1985	1985	35	664	0.9827	0.7493	0.8503	0
DEL	784	784	12	153	0.9849	0.8367	0.9048	0
Total	2769	2769	47	817	0.9833	0.7722	0.8651	2
INS	1985	1985	35	664	0.9827	0.7493	0.8503	2
DEL	784	784	12	153	0.9849	0.8367	0.9048	2
Total	2647	2647	25	939	0.9906	0.7381	0.8459	100
INS	1909	1909	17	740	0.9912	0.7206	0.8345	100
DEL	738	738	8	199	0.9893	0.7876	0.877	100
