type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	13658	13635	9936	10371	0.5789	0.568	0.5734	0
INS	8947	8862	7880	5172	0.5317	0.6315	0.5773	0
DEL	4700	4762	2048	5145	0.6965	0.4807	0.5688	0
INV	11	11	8	54	0.5789	0.1692	0.2619	0
Total	13378	13374	9251	10632	0.5912	0.5571	0.5736	2
INS	8689	8618	7237	5416	0.5456	0.6141	0.5778	2
DEL	4678	4745	2006	5162	0.6999	0.479	0.5688	2
INV	11	11	8	54	0.5789	0.1692	0.2619	2
Total	13325	13322	9152	10684	0.5928	0.5549	0.5732	3
INS	8645	8572	7152	5462	0.5473	0.6108	0.5773	3
DEL	4669	4739	1992	5168	0.7009	0.4783	0.5686	3
INV	11	11	8	54	0.5789	0.1692	0.2619	3
Total	13272	13266	9063	10740	0.5942	0.5526	0.5726	4
INS	8602	8526	7078	5508	0.5486	0.6075	0.5765	4
DEL	4659	4729	1977	5178	0.7021	0.4773	0.5683	4
INV	11	11	8	54	0.5789	0.1692	0.2619	4
Total	13219	13222	8971	10784	0.5957	0.5508	0.5724	5
INS	8560	8493	7007	5541	0.5499	0.6052	0.5762	5
DEL	4648	4718	1956	5189	0.7038	0.4762	0.5681	5
INV	11	11	8	54	0.5789	0.1692	0.2619	5
Total	13115	13104	8825	10902	0.5978	0.5459	0.5707	7
INS	8479	8401	6896	5633	0.5515	0.5986	0.5741	7
DEL	4625	4692	1921	5215	0.7065	0.4736	0.5671	7
INV	11	11	8	54	0.5789	0.1692	0.2619	7
Total	12961	12933	8606	11073	0.601	0.5387	0.5681	10
INS	8358	8262	6712	5772	0.5546	0.5887	0.5711	10
DEL	4592	4660	1886	5247	0.7089	0.4704	0.5655	10
INV	11	11	8	54	0.5789	0.1692	0.2619	10
Total	12861	12840	8458	11166	0.6033	0.5349	0.567	12
INS	8275	8188	6594	5846	0.5565	0.5834	0.5696	12
DEL	4575	4641	1856	5266	0.7114	0.4685	0.5649	12
INV	11	11	8	54	0.5789	0.1692	0.2619	12
Total	12790	12759	8317	11247	0.606	0.5315	0.5663	14
INS	8220	8127	6486	5907	0.559	0.5791	0.5689	14
DEL	4559	4621	1823	5286	0.7144	0.4664	0.5644	14
INV	11	11	8	54	0.5789	0.1692	0.2619	14
Total	12491	12444	7906	11562	0.6124	0.5184	0.5615	21
INS	8015	7912	6153	6122	0.5657	0.5638	0.5647	21
DEL	4465	4521	1745	5386	0.719	0.4563	0.5583	21
INV	11	11	8	54	0.5789	0.1692	0.2619	21
Total	12228	12179	7592	11827	0.617	0.5073	0.5568	27
INS	7839	7737	5905	6297	0.5704	0.5513	0.5607	27
DEL	4378	4431	1679	5476	0.7228	0.4473	0.5526	27
INV	11	11	8	54	0.5789	0.1692	0.2619	27
Total	11893	11841	7161	12165	0.6242	0.4933	0.5511	35
INS	7626	7523	5584	6511	0.5773	0.5361	0.5559	35
DEL	4256	4307	1569	5600	0.7306	0.4347	0.5451	35
INV	11	11	8	54	0.5789	0.1692	0.2619	35
Total	11493	11428	6670	12578	0.6328	0.476	0.5433	45
INS	7346	7240	5216	6794	0.5848	0.5159	0.5482	45
DEL	4136	4177	1446	5730	0.741	0.4216	0.5374	45
INV	11	11	8	54	0.5789	0.1692	0.2619	45
Total	11314	11255	6479	12751	0.6359	0.4688	0.5397	50
INS	7214	7116	5071	6918	0.5872	0.5071	0.5442	50
DEL	4089	4128	1400	5779	0.7449	0.4167	0.5344	50
INV	11	11	8	54	0.5789	0.1692	0.2619	50
Total	11002	10949	6141	13057	0.6418	0.4561	0.5332	60
INS	6997	6903	4824	7131	0.5919	0.4919	0.5373	60
DEL	3994	4035	1309	5872	0.7532	0.4073	0.5287	60
INV	11	11	8	54	0.5789	0.1692	0.2619	60
Total	10445	10397	5594	13609	0.6512	0.4331	0.5202	75
INS	6635	6553	4421	7481	0.6001	0.4669	0.5252	75
DEL	3800	3834	1165	6073	0.7654	0.387	0.5141	75
INV	10	10	8	55	0.5556	0.1538	0.2409	75
Total	9994	9943	5165	14063	0.6593	0.4142	0.5088	90
INS	6328	6249	4078	7785	0.6081	0.4453	0.5141	90
DEL	3656	3684	1079	6223	0.7721	0.3719	0.502	90
INV	10	10	8	55	0.5556	0.1538	0.2409	90
Total	9715	9661	4911	14345	0.6642	0.4024	0.5012	99
