type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	9030	8747	11865	13450	0.4322	0.3941	0.4123	0
INS	5372	5120	8583	7709	0.385	0.3991	0.3919	0
DEL	3658	3627	3282	5671	0.5271	0.3901	0.4484	0
INV	0	0	0	70	NA	0	NA	0
Total	9030	8747	11859	13450	0.4323	0.3941	0.4123	2
INS	5372	5120	8578	7709	0.3851	0.3991	0.392	2
DEL	3658	3627	3281	5671	0.5272	0.3901	0.4484	2
INV	0	0	0	70	NA	0	NA	2
Total	8982	8703	11739	13494	0.4335	0.3921	0.4118	3
INS	5346	5096	8484	7733	0.3866	0.3972	0.3918	3
DEL	3636	3607	3255	5691	0.5276	0.3879	0.4471	3
INV	0	0	0	70	NA	0	NA	3
Total	8747	8502	11102	13695	0.4407	0.383	0.4098	4
INS	5195	4966	8028	7863	0.3929	0.3871	0.39	4
DEL	3552	3536	3074	5762	0.5361	0.3803	0.445	4
INV	0	0	0	70	NA	0	NA	4
Total	8196	8064	9170	14133	0.472	0.3633	0.4106	5
INS	4818	4667	6582	8162	0.4226	0.3638	0.391	5
DEL	3378	3397	2588	5901	0.5662	0.3653	0.4441	5
INV	0	0	0	70	NA	0	NA	5
Total	7645	7555	7884	14642	0.4923	0.3404	0.4025	7
INS	4512	4399	5674	8430	0.443	0.3429	0.3866	7
DEL	3133	3156	2210	6142	0.5864	0.3394	0.43	7
INV	0	0	0	70	NA	0	NA	7
Total	7002	6979	6467	15218	0.5199	0.3144	0.3918	10
INS	4127	4062	4660	8767	0.4697	0.3166	0.3782	10
DEL	2875	2917	1807	6381	0.6141	0.3137	0.4153	10
INV	0	0	0	70	NA	0	NA	10
Total	6808	6800	6106	15397	0.5272	0.3063	0.3875	12
INS	4011	3961	4410	8868	0.4763	0.3088	0.3747	12
DEL	2797	2839	1696	6459	0.6225	0.3053	0.4097	12
INV	0	0	0	70	NA	0	NA	12
Total	6795	6787	6085	15410	0.5276	0.3058	0.3872	14
INS	4006	3956	4397	8873	0.4767	0.3084	0.3745	14
DEL	2789	2831	1688	6467	0.623	0.3045	0.4091	14
INV	0	0	0	70	NA	0	NA	14
Total	6714	6711	5944	15486	0.5304	0.3023	0.3851	21
INS	3951	3905	4311	8924	0.4782	0.3044	0.372	21
DEL	2763	2806	1633	6492	0.6285	0.3018	0.4078	21
INV	0	0	0	70	NA	0	NA	21
Total	6710	6708	5942	15489	0.5304	0.3022	0.385	27
INS	3949	3903	4311	8926	0.4781	0.3042	0.3718	27
DEL	2761	2805	1631	6493	0.6286	0.3017	0.4077	27
INV	0	0	0	70	NA	0	NA	27
Total	6710	6708	5942	15489	0.5304	0.3022	0.385	35
INS	3949	3903	4311	8926	0.4781	0.3042	0.3718	35
DEL	2761	2805	1631	6493	0.6286	0.3017	0.4077	35
INV	0	0	0	70	NA	0	NA	35
