type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	3853	3864	1167	855	0.7675	0.8188	0.7923	0
INS	2680	2677	987	514	0.7308	0.8389	0.7811	0
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	0
INV	7	7	4	20	0.6364	0.2593	0.3685	0
Total	3851	3862	1166	857	0.7676	0.8184	0.7922	2
INS	2678	2675	986	516	0.7309	0.8383	0.7809	2
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	2
INV	7	7	4	20	0.6364	0.2593	0.3685	2
Total	3849	3860	1166	859	0.7675	0.818	0.7919	3
INS	2676	2673	986	518	0.7307	0.8377	0.7806	3
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	3
INV	7	7	4	20	0.6364	0.2593	0.3685	3
Total	3849	3860	1166	859	0.7675	0.818	0.7919	4
INS	2676	2673	986	518	0.7307	0.8377	0.7806	4
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	4
INV	7	7	4	20	0.6364	0.2593	0.3685	4
Total	3849	3860	1166	859	0.7675	0.818	0.7919	5
INS	2676	2673	986	518	0.7307	0.8377	0.7806	5
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	5
INV	7	7	4	20	0.6364	0.2593	0.3685	5
Total	3849	3860	1166	859	0.7675	0.818	0.7919	7
INS	2676	2673	986	518	0.7307	0.8377	0.7806	7
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	7
INV	7	7	4	20	0.6364	0.2593	0.3685	7
Total	3843	3854	1165	865	0.7674	0.8167	0.7913	10
INS	2670	2667	985	524	0.7305	0.8358	0.7796	10
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	10
INV	7	7	4	20	0.6364	0.2593	0.3685	10
Total	3841	3852	1164	867	0.7674	0.8163	0.7911	12
INS	2668	2665	984	526	0.7306	0.8352	0.7794	12
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	12
INV	7	7	4	20	0.6364	0.2593	0.3685	12
Total	3840	3851	1162	868	0.7677	0.8161	0.7912	14
INS	2667	2664	982	527	0.7309	0.8348	0.7794	14
DEL	1166	1180	176	321	0.8689	0.7861	0.8254	14
INV	7	7	4	20	0.6364	0.2593	0.3685	14
Total	3827	3838	1156	881	0.768	0.8133	0.79	21
INS	2658	2655	976	536	0.7314	0.832	0.7785	21
DEL	1162	1176	176	325	0.8685	0.7835	0.8238	21
INV	7	7	4	20	0.6364	0.2593	0.3685	21
Total	3822	3833	1149	886	0.7689	0.8122	0.79	27
INS	2654	2651	969	540	0.7325	0.8308	0.7786	27
DEL	1161	1175	176	326	0.8684	0.7828	0.8234	27
INV	7	7	4	20	0.6364	0.2593	0.3685	27
Total	3810	3820	1138	899	0.77	0.8095	0.7893	35
INS	2642	2638	960	553	0.7335	0.8267	0.7773	35
DEL	1161	1175	174	326	0.8697	0.7828	0.824	35
INV	7	7	4	20	0.6364	0.2593	0.3685	35
Total	3785	3795	1125	924	0.7709	0.8042	0.7872	45
INS	2622	2618	948	573	0.7345	0.8204	0.7751	45
DEL	1156	1170	173	331	0.8698	0.7795	0.8222	45
INV	7	7	4	20	0.6364	0.2593	0.3685	45
