type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	5851	5489	5061	19420	0.5362	0.2204	0.3124	0
INS	992	930	865	13814	0.5342	0.0631	0.1129	0
DEL	4859	4559	4196	5606	0.5366	0.4485	0.4886	0
Total	5813	5452	5012	19457	0.537	0.2189	0.311	2
INS	990	928	835	13816	0.5425	0.0629	0.1127	2
DEL	4823	4524	4177	5641	0.5359	0.4451	0.4863	2
Total	5808	5449	4996	19460	0.5376	0.2188	0.311	3
INS	990	928	835	13816	0.5425	0.0629	0.1127	3
DEL	4818	4521	4161	5644	0.5366	0.4448	0.4864	3
Total	5771	5415	4897	19494	0.541	0.2174	0.3102	4
INS	987	925	828	13819	0.5438	0.0627	0.1124	4
DEL	4784	4490	4069	5675	0.5404	0.4417	0.4861	4
Total	5669	5329	4741	19580	0.5446	0.2139	0.3072	5
INS	980	918	821	13826	0.5441	0.0623	0.1118	5
DEL	4689	4411	3920	5754	0.5447	0.4339	0.483	5
Total	5487	5164	4322	19745	0.5594	0.2073	0.3025	7
INS	949	891	763	13853	0.5543	0.0604	0.1089	7
DEL	4538	4273	3559	5892	0.5605	0.4204	0.4804	7
Total	5302	4986	3971	19923	0.5718	0.2002	0.2966	10
INS	921	868	705	13876	0.5664	0.0589	0.1067	10
DEL	4381	4118	3266	6047	0.5729	0.4051	0.4746	10
Total	5109	4810	3685	20099	0.581	0.1931	0.2899	12
INS	896	847	658	13897	0.5766	0.0574	0.1044	12
DEL	4213	3963	3027	6202	0.5819	0.3899	0.4669	12
Total	4949	4682	3453	20227	0.589	0.188	0.285	14
INS	870	827	620	13917	0.5839	0.0561	0.1024	14
DEL	4079	3855	2833	6310	0.5901	0.3792	0.4617	14
Total	4503	4266	2855	20643	0.612	0.1713	0.2677	21
INS	806	772	537	13972	0.6001	0.0524	0.0964	21
DEL	3697	3494	2318	6671	0.6146	0.3437	0.4409	21
Total	4026	3830	2400	21079	0.6265	0.1538	0.247	27
INS	732	706	471	14038	0.6085	0.0479	0.0888	27
DEL	3294	3124	1929	7041	0.6307	0.3073	0.4132	27
Total	3528	3375	2036	21534	0.6341	0.1355	0.2233	35
INS	661	641	399	14103	0.6236	0.0435	0.0813	35
DEL	2867	2734	1637	7431	0.6365	0.269	0.3782	35
Total	2897	2806	1657	22103	0.6361	0.1127	0.1915	45
INS	588	574	326	14170	0.6433	0.0389	0.0734	45
DEL	2309	2232	1331	7933	0.6343	0.2196	0.3262	45
Total	2574	2516	1473	22393	0.636	0.101	0.1743	50
INS	560	548	296	14196	0.6542	0.0372	0.0704	50
DEL	2014	1968	1177	8197	0.6312	0.1936	0.2963	50
Total	2092	2062	1232	22847	0.6294	0.0828	0.1463	60
INS	494	488	251	14256	0.6631	0.0331	0.0631	60
DEL	1598	1574	981	8591	0.6196	0.1548	0.2477	60
Total	1581	1580	980	23329	0.6173	0.0634	0.115	75
INS	431	424	202	14320	0.6809	0.0288	0.0553	75
DEL	1150	1156	778	9009	0.5965	0.1137	0.191	75
Total	1232	1237	793	23672	0.6084	0.0497	0.0919	90
INS	362	356	163	14388	0.6895	0.0241	0.0466	90
DEL	870	881	630	9284	0.58	0.0867	0.1509	90
Total	1107	1112	715	23797	0.6076	0.0446	0.0831	99
INS	322	316	146	14428	0.688	0.0214	0.0415	99
DEL	785	796	569	9369	0.5798	0.0783	0.138	99
Total	928	931	621	23978	0.5991	0.0374	0.0704	110
INS	277	272	125	14472	0.6891	0.0184	0.0358	110
DEL	651	659	496	9506	0.5676	0.0648	0.1163	110
Total	667	661	448	24248	0.5982	0.0265	0.0508	133
INS	198	193	82	14551	0.7071	0.0131	0.0257	133
DEL	469	468	366	9697	0.5617	0.046	0.085	133
Total	468	464	337	24445	0.5814	0.0186	0.036	167
INS	141	139	62	14605	0.6946	0.0094	0.0185	167
DEL	327	325	275	9840	0.5432	0.032	0.0604	167
Total	468	464	337	24445	0.5814	0.0186	0.036	180
INS	141	139	62	14605	0.6946	0.0094	0.0185	180
DEL	327	325	275	9840	0.5432	0.032	0.0604	180
Total	468	464	337	24445	0.5814	0.0186	0.036	250
INS	141	139	62	14605	0.6946	0.0094	0.0185	250
DEL	327	325	275	9840	0.5432	0.032	0.0604	250
Total	468	464	337	24445	0.5814	0.0186	0.036	350
INS	141	139	62	14605	0.6946	0.0094	0.0185	350
DEL	327	325	275	9840	0.5432	0.032	0.0604	350
Total	468	464	337	24445	0.5814	0.0186	0.036	450
INS	141	139	62	14605	0.6946	0.0094	0.0185	450
DEL	327	325	275	9840	0.5432	0.032	0.0604	450
Total	468	464	337	24445	0.5814	0.0186	0.036	550
INS	141	139	62	14605	0.6946	0.0094	0.0185	550
DEL	327	325	275	9840	0.5432	0.032	0.0604	550
Total	468	464	337	24445	0.5814	0.0186	0.036	650
INS	141	139	62	14605	0.6946	0.0094	0.0185	650
DEL	327	325	275	9840	0.5432	0.032	0.0604	650
