type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	1184	981	354	5212	0.7698	0.1584	0.2627	0
INS	0	0	0	4321	NA	0	NA	0
DEL	1184	981	354	891	0.7698	0.524	0.6236	0
Total	1184	981	354	5212	0.7698	0.1584	0.2627	2
INS	0	0	0	4321	NA	0	NA	2
DEL	1184	981	354	891	0.7698	0.524	0.6236	2
Total	1184	981	354	5212	0.7698	0.1584	0.2627	3
INS	0	0	0	4321	NA	0	NA	3
DEL	1184	981	354	891	0.7698	0.524	0.6236	3
Total	1184	981	354	5212	0.7698	0.1584	0.2627	4
INS	0	0	0	4321	NA	0	NA	4
DEL	1184	981	354	891	0.7698	0.524	0.6236	4
Total	1180	977	351	5216	0.7707	0.1578	0.262	5
INS	0	0	0	4321	NA	0	NA	5
DEL	1180	977	351	895	0.7707	0.5219	0.6224	5
Total	1174	972	349	5221	0.7708	0.157	0.2609	7
INS	0	0	0	4321	NA	0	NA	7
DEL	1174	972	349	900	0.7708	0.5192	0.6205	7
Total	1168	966	346	5227	0.7715	0.156	0.2595	10
INS	0	0	0	4321	NA	0	NA	10
DEL	1168	966	346	906	0.7715	0.516	0.6184	10
Total	1168	966	346	5227	0.7715	0.156	0.2595	12
INS	0	0	0	4321	NA	0	NA	12
DEL	1168	966	346	906	0.7715	0.516	0.6184	12
Total	1161	959	344	5234	0.7714	0.1549	0.258	14
INS	0	0	0	4321	NA	0	NA	14
DEL	1161	959	344	913	0.7714	0.5123	0.6157	14
Total	1140	938	338	5255	0.7713	0.1515	0.2533	21
INS	0	0	0	4321	NA	0	NA	21
DEL	1140	938	338	934	0.7713	0.5011	0.6075	21
Total	1127	926	336	5267	0.7703	0.1495	0.2504	27
INS	0	0	0	4321	NA	0	NA	27
DEL	1127	926	336	946	0.7703	0.4947	0.6025	27
Total	1096	899	327	5294	0.7702	0.1452	0.2443	35
INS	0	0	0	4321	NA	0	NA	35
DEL	1096	899	327	973	0.7702	0.4802	0.5916	35
Total	1070	873	319	5320	0.7703	0.141	0.2384	45
INS	0	0	0	4321	NA	0	NA	45
DEL	1070	873	319	999	0.7703	0.4663	0.5809	45
Total	1064	867	314	5326	0.7721	0.14	0.237	50
INS	0	0	0	4321	NA	0	NA	50
DEL	1064	867	314	1005	0.7721	0.4631	0.5789	50
Total	1034	839	306	5354	0.7716	0.1355	0.2305	60
INS	0	0	0	4321	NA	0	NA	60
DEL	1034	839	306	1033	0.7716	0.4482	0.567	60
Total	982	796	288	5397	0.7732	0.1285	0.2204	75
INS	0	0	0	4321	NA	0	NA	75
DEL	982	796	288	1076	0.7732	0.4252	0.5487	75
Total	939	760	276	5433	0.7728	0.1227	0.2118	90
INS	0	0	0	4321	NA	0	NA	90
DEL	939	760	276	1112	0.7728	0.406	0.5323	90
Total	924	746	268	5447	0.7752	0.1205	0.2086	99
INS	0	0	0	4321	NA	0	NA	99
DEL	924	746	268	1126	0.7752	0.3985	0.5264	99
Total	915	737	262	5456	0.7774	0.119	0.2064	110
INS	0	0	0	4321	NA	0	NA	110
DEL	915	737	262	1135	0.7774	0.3937	0.5227	110
Total	854	687	241	5506	0.7799	0.1109	0.1942	133
INS	0	0	0	4321	NA	0	NA	133
DEL	854	687	241	1185	0.7799	0.367	0.4991	133
Total	770	617	213	5576	0.7833	0.0996	0.1767	167
INS	0	0	0	4321	NA	0	NA	167
DEL	770	617	213	1255	0.7833	0.3296	0.464	167
Total	700	561	204	5632	0.7743	0.0906	0.1622	180
INS	0	0	0	4321	NA	0	NA	180
DEL	700	561	204	1311	0.7743	0.2997	0.4321	180
Total	571	450	172	5743	0.7685	0.0727	0.1328	250
INS	0	0	0	4321	NA	0	NA	250
DEL	571	450	172	1422	0.7685	0.2404	0.3662	250
Total	436	337	131	5856	0.769	0.0544	0.1016	350
INS	0	0	0	4321	NA	0	NA	350
DEL	436	337	131	1535	0.769	0.18	0.2917	350
Total	333	247	91	5946	0.7854	0.0399	0.0759	450
INS	0	0	0	4321	NA	0	NA	450
DEL	333	247	91	1625	0.7854	0.1319	0.2259	450
Total	264	184	54	6009	0.8302	0.0297	0.0573	550
INS	0	0	0	4321	NA	0	NA	550
DEL	264	184	54	1688	0.8302	0.0983	0.1758	550
Total	222	150	35	6043	0.8638	0.0242	0.0471	650
INS	0	0	0	4321	NA	0	NA	650
DEL	222	150	35	1722	0.8638	0.0801	0.1466	650
