type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	1828	1647	567	4045	0.7633	0.2894	0.4197	0
INS	702	672	392	3329	0.6417	0.168	0.2663	0
DEL	1126	975	175	716	0.8655	0.5766	0.6921	0
Total	1824	1643	559	4049	0.7654	0.2887	0.4193	2
INS	700	670	384	3331	0.6458	0.1675	0.266	2
DEL	1124	973	175	718	0.8653	0.5754	0.6912	2
Total	1824	1643	559	4049	0.7654	0.2887	0.4193	3
INS	700	670	384	3331	0.6458	0.1675	0.266	3
DEL	1124	973	175	718	0.8653	0.5754	0.6912	3
Total	1821	1641	554	4051	0.7667	0.2883	0.419	4
INS	699	669	381	3332	0.6472	0.1672	0.2657	4
DEL	1122	972	173	719	0.8664	0.5748	0.6911	4
Total	1817	1637	552	4055	0.767	0.2876	0.4183	5
INS	697	667	379	3334	0.6478	0.1667	0.2652	5
DEL	1120	970	173	721	0.8662	0.5736	0.6902	5
Total	1791	1610	528	4082	0.7723	0.2829	0.4141	7
INS	683	651	358	3350	0.6561	0.1627	0.2607	7
DEL	1108	959	170	732	0.867	0.5671	0.6857	7
Total	1770	1592	501	4100	0.7794	0.2797	0.4117	10
INS	668	638	332	3363	0.668	0.1595	0.2575	10
DEL	1102	954	169	737	0.867	0.5642	0.6836	10
Total	1740	1566	484	4126	0.7824	0.2751	0.4071	12
INS	655	626	316	3375	0.6746	0.1565	0.2541	12
DEL	1085	940	168	751	0.8659	0.5559	0.6771	12
Total	1713	1547	464	4145	0.7869	0.2718	0.404	14
INS	639	614	296	3387	0.6834	0.1535	0.2507	14
DEL	1074	933	168	758	0.8647	0.5517	0.6736	14
Total	1642	1487	429	4205	0.7929	0.2612	0.393	21
INS	603	582	264	3419	0.6955	0.1455	0.2407	21
DEL	1039	905	165	786	0.863	0.5352	0.6607	21
Total	1528	1397	398	4295	0.7934	0.2454	0.3749	27
INS	547	534	237	3467	0.6977	0.1335	0.2241	27
DEL	981	863	161	828	0.859	0.5103	0.6403	27
Total	1394	1286	360	4406	0.7948	0.2259	0.3518	35
INS	493	486	207	3515	0.7043	0.1215	0.2072	35
DEL	901	800	153	891	0.8548	0.4731	0.6091	35
Total	1189	1110	313	4582	0.7916	0.195	0.3129	45
INS	439	434	167	3567	0.7244	0.1085	0.1887	45
DEL	750	676	146	1015	0.8371	0.3998	0.5411	45
Total	1067	1016	289	4676	0.7869	0.1785	0.291	50
INS	419	415	149	3586	0.7377	0.1037	0.1818	50
DEL	648	601	140	1090	0.8223	0.3554	0.4963	50
Total	884	855	254	4837	0.7768	0.1502	0.2517	60
INS	376	374	129	3627	0.7446	0.0935	0.1661	60
DEL	508	481	125	1210	0.8025	0.2844	0.42	60
Total	705	698	210	4994	0.7705	0.1226	0.2115	75
INS	331	330	100	3671	0.768	0.0825	0.149	75
DEL	374	368	110	1323	0.7727	0.2176	0.3396	75
Total	587	587	171	5105	0.7744	0.1031	0.182	90
INS	278	277	72	3724	0.7943	0.0692	0.1273	90
DEL	309	310	99	1381	0.7574	0.1833	0.2952	90
Total	538	540	157	5152	0.7741	0.0949	0.1691	99
INS	248	248	66	3753	0.7898	0.062	0.115	99
DEL	290	292	91	1399	0.7612	0.1727	0.2815	99
Total	474	478	135	5214	0.7783	0.084	0.1516	110
INS	212	213	53	3788	0.8	0.0532	0.0998	110
DEL	262	265	82	1426	0.7616	0.1567	0.2599	110
Total	370	371	101	5321	0.7856	0.0652	0.1204	133
INS	148	149	33	3852	0.8177	0.0372	0.0712	133
DEL	222	222	68	1469	0.7655	0.1313	0.2242	133
Total	279	281	82	5411	0.7729	0.0494	0.0929	167
INS	103	105	23	3896	0.8175	0.0262	0.0508	167
DEL	176	176	59	1515	0.7489	0.1041	0.1828	167
Total	279	281	82	5411	0.7729	0.0494	0.0929	180
INS	103	105	23	3896	0.8175	0.0262	0.0508	180
DEL	176	176	59	1515	0.7489	0.1041	0.1828	180
Total	279	281	82	5411	0.7729	0.0494	0.0929	250
INS	103	105	23	3896	0.8175	0.0262	0.0508	250
DEL	176	176	59	1515	0.7489	0.1041	0.1828	250
Total	279	281	82	5411	0.7729	0.0494	0.0929	350
INS	103	105	23	3896	0.8175	0.0262	0.0508	350
DEL	176	176	59	1515	0.7489	0.1041	0.1828	350
Total	279	281	82	5411	0.7729	0.0494	0.0929	450
INS	103	105	23	3896	0.8175	0.0262	0.0508	450
DEL	176	176	59	1515	0.7489	0.1041	0.1828	450
Total	279	281	82	5411	0.7729	0.0494	0.0929	550
INS	103	105	23	3896	0.8175	0.0262	0.0508	550
DEL	176	176	59	1515	0.7489	0.1041	0.1828	550
Total	279	281	82	5411	0.7729	0.0494	0.0929	650
INS	103	105	23	3896	0.8175	0.0262	0.0508	650
DEL	176	176	59	1515	0.7489	0.1041	0.1828	650
