type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	14269	14261	12029	12868	0.5426	0.5257	0.534	0
INS	8919	8660	9045	7572	0.4965	0.5335	0.5143	0
DEL	5350	5601	2984	5296	0.6419	0.514	0.5709	0
Total	13962	13973	11417	13156	0.5501	0.5151	0.532	2
INS	8634	8391	8468	7841	0.5049	0.5169	0.5108	2
DEL	5328	5582	2949	5315	0.6437	0.5123	0.5705	2
Total	13922	13923	11306	13206	0.5518	0.5132	0.5318	3
INS	8607	8359	8381	7873	0.5067	0.515	0.5108	3
DEL	5315	5564	2925	5333	0.645	0.5106	0.57	3
Total	13884	13887	11209	13242	0.5533	0.5119	0.5318	4
INS	8576	8333	8305	7899	0.508	0.5134	0.5107	4
DEL	5308	5554	2904	5343	0.6464	0.5097	0.57	4
Total	13830	13830	11099	13299	0.5548	0.5098	0.5313	5
INS	8537	8293	8220	7939	0.5095	0.5109	0.5102	5
DEL	5293	5537	2879	5360	0.6477	0.5081	0.5695	5
Total	13736	13738	10898	13391	0.5576	0.5064	0.5308	7
INS	8465	8231	8062	8001	0.5122	0.5071	0.5096	7
DEL	5271	5507	2836	5390	0.6502	0.5054	0.5687	7
Total	13581	13584	10605	13545	0.5615	0.5007	0.5294	10
INS	8366	8139	7833	8093	0.5165	0.5014	0.5088	10
DEL	5215	5445	2772	5452	0.6529	0.4997	0.5661	10
Total	13492	13496	10430	13633	0.564	0.4975	0.5287	12
INS	8301	8079	7705	8153	0.5186	0.4977	0.5079	12
DEL	5191	5417	2725	5480	0.6558	0.4971	0.5655	12
Total	13395	13409	10246	13720	0.5666	0.4943	0.528	14
INS	8232	8021	7563	8211	0.5212	0.4941	0.5073	14
DEL	5163	5388	2683	5509	0.658	0.4944	0.5646	14
Total	13125	13126	9694	14003	0.5752	0.4838	0.5256	21
INS	8032	7820	7142	8412	0.5293	0.4818	0.5044	21
DEL	5093	5306	2552	5591	0.6662	0.4869	0.5626	21
Total	12841	12840	9285	14289	0.5804	0.4733	0.5214	27
INS	7831	7629	6846	8603	0.5336	0.47	0.4998	27
DEL	5010	5211	2439	5686	0.6726	0.4782	0.559	27
Total	12433	12418	8758	14711	0.5867	0.4577	0.5142	35
INS	7578	7386	6484	8846	0.5389	0.455	0.4934	35
DEL	4855	5032	2274	5865	0.681	0.4618	0.5504	35
Total	11941	11893	8147	15236	0.5944	0.4384	0.5046	45
INS	7259	7058	6054	9174	0.5453	0.4348	0.4838	45
DEL	4682	4835	2093	6062	0.6911	0.4437	0.5404	45
Total	11718	11678	7915	15451	0.5969	0.4305	0.5002	50
INS	7112	6924	5884	9308	0.5472	0.4266	0.4794	50
DEL	4606	4754	2031	6143	0.694	0.4363	0.5358	50
Total	11276	11229	7445	15900	0.6023	0.4139	0.4906	60
INS	6825	6647	5550	9585	0.5515	0.4095	0.47	60
DEL	4451	4582	1895	6315	0.7014	0.4205	0.5258	60
Total	10609	10557	6788	16572	0.6098	0.3891	0.4751	75
INS	6402	6243	5086	9989	0.5573	0.3846	0.4551	75
DEL	4207	4314	1702	6583	0.712	0.3959	0.5089	75
Total	10094	10037	6269	17092	0.6169	0.37	0.4626	90
INS	6044	5892	4714	10340	0.5618	0.363	0.441	90
DEL	4050	4145	1555	6752	0.7226	0.3804	0.4984	90
Total	9777	9718	5987	17411	0.6202	0.3582	0.4541	99
INS	5840	5697	4506	10535	0.5645	0.351	0.4329	99
DEL	3937	4021	1481	6876	0.7267	0.369	0.4895	99
Total	9361	9295	5623	17834	0.6247	0.3426	0.4425	110
INS	5573	5439	4255	10793	0.5671	0.3351	0.4213	110
DEL	3788	3856	1368	7041	0.7347	0.3539	0.4777	110
Total	8549	8492	4991	18637	0.6314	0.313	0.4185	133
INS	5054	4937	3798	11295	0.5709	0.3042	0.3969	133
DEL	3495	3555	1193	7342	0.7455	0.3262	0.4538	133
Total	7402	7355	4199	19774	0.638	0.2711	0.3805	167
INS	4341	4248	3230	11984	0.5734	0.2617	0.3594	167
DEL	3061	3107	969	7790	0.7596	0.2851	0.4146	167
Total	6980	6938	3944	20191	0.639	0.2557	0.3652	180
INS	4087	4003	3044	12229	0.5731	0.2466	0.3448	180
DEL	2893	2935	900	7962	0.7627	0.2693	0.3981	180
Total	5005	4966	2859	22163	0.6364	0.1831	0.2844	250
INS	2933	2873	2245	13359	0.5664	0.177	0.2697	250
DEL	2072	2093	614	8804	0.7714	0.1921	0.3076	250
Total	3206	3196	1869	23933	0.6317	0.1178	0.1986	350
INS	1789	1769	1505	14463	0.5431	0.109	0.1816	350
DEL	1417	1427	364	9470	0.7956	0.131	0.225	350
Total	2221	2214	1262	24915	0.6377	0.0816	0.1447	450
INS	1208	1196	1048	15036	0.5355	0.0737	0.1296	450
DEL	1013	1018	214	9879	0.8256	0.0934	0.1678	450
Total	1570	1562	867	25567	0.6442	0.0576	0.1057	550
INS	828	817	723	15415	0.5338	0.0503	0.0919	550
DEL	742	745	144	10152	0.8375	0.0684	0.1265	550
Total	1090	1086	596	26043	0.6465	0.04	0.0753	650
INS	562	557	498	15675	0.5302	0.0343	0.0644	650
DEL	528	529	98	10368	0.8435	0.0485	0.0917	650
