type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	4427	4375	1376	1818	0.7629	0.7064	0.7336	0
INS	3165	3109	1221	1212	0.7216	0.7195	0.7205	0
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	0
Total	4417	4364	1366	1829	0.7638	0.7047	0.7331	2
INS	3155	3098	1211	1223	0.7226	0.717	0.7198	2
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	2
Total	4416	4363	1365	1830	0.7639	0.7045	0.733	3
INS	3154	3097	1210	1224	0.7227	0.7167	0.7197	3
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	3
Total	4414	4362	1362	1831	0.7642	0.7043	0.733	4
INS	3152	3096	1207	1225	0.7231	0.7165	0.7198	4
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	4
Total	4414	4362	1358	1831	0.7647	0.7043	0.7333	5
INS	3152	3096	1203	1225	0.7238	0.7165	0.7201	5
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	5
Total	4410	4360	1351	1833	0.7655	0.704	0.7335	7
INS	3148	3094	1196	1227	0.7247	0.716	0.7203	7
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	7
Total	4407	4359	1344	1834	0.7663	0.7039	0.7338	10
INS	3145	3093	1189	1228	0.7257	0.7158	0.7207	10
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	10
Total	4405	4357	1335	1836	0.7674	0.7035	0.7341	12
INS	3143	3091	1180	1230	0.727	0.7153	0.7211	12
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	12
Total	4399	4352	1325	1841	0.7685	0.7027	0.7341	14
INS	3137	3086	1170	1235	0.7283	0.7142	0.7212	14
DEL	1262	1266	155	606	0.8906	0.6763	0.7688	14
Total	4391	4344	1305	1849	0.7709	0.7014	0.7345	21
INS	3129	3078	1152	1243	0.7309	0.7123	0.7215	21
DEL	1262	1266	153	606	0.8919	0.6763	0.7693	21
Total	4382	4335	1285	1858	0.7732	0.7	0.7348	27
INS	3120	3069	1132	1252	0.7338	0.7103	0.7219	27
DEL	1262	1266	153	606	0.8919	0.6763	0.7693	27
Total	4366	4319	1251	1874	0.7773	0.6974	0.7352	35
INS	3105	3054	1100	1267	0.7384	0.7068	0.7223	35
DEL	1261	1265	151	607	0.8931	0.6757	0.7693	35
Total	4335	4288	1211	1905	0.7816	0.6924	0.7343	45
INS	3076	3025	1063	1296	0.7432	0.7001	0.721	45
DEL	1259	1263	148	609	0.8948	0.6747	0.7693	45
Total	4324	4281	1203	1912	0.7823	0.6913	0.734	50
INS	3067	3020	1055	1301	0.7441	0.6989	0.7208	50
DEL	1257	1261	148	611	0.8947	0.6736	0.7686	50
Total	4283	4240	1167	1953	0.7859	0.6846	0.7318	60
INS	3033	2986	1023	1335	0.7478	0.691	0.7183	60
DEL	1250	1254	144	618	0.8967	0.6699	0.7669	60
Total	4186	4151	1108	2042	0.7907	0.6703	0.7255	75
INS	2956	2917	969	1404	0.7531	0.6751	0.712	75
DEL	1230	1234	139	638	0.8985	0.6592	0.7605	75
Total	4089	4058	1064	2135	0.7935	0.6553	0.7178	90
INS	2870	2835	926	1486	0.7561	0.6561	0.7026	90
DEL	1219	1223	138	649	0.8983	0.6533	0.7565	90
Total	4021	3994	1035	2199	0.7953	0.6449	0.7122	99
INS	2808	2778	898	1543	0.7577	0.6429	0.6956	99
DEL	1213	1216	137	656	0.8985	0.6496	0.754	99
Total	3915	3892	983	2301	0.7993	0.6285	0.7037	110
INS	2724	2698	855	1623	0.7611	0.6244	0.686	110
DEL	1191	1194	128	678	0.903	0.6378	0.7476	110
Total	3671	3650	902	2543	0.8028	0.5894	0.6797	133
INS	2537	2514	784	1807	0.7639	0.5818	0.6605	133
DEL	1134	1136	118	736	0.9058	0.6068	0.7267	133
Total	3295	3286	774	2907	0.8098	0.5306	0.6411	167
INS	2242	2230	673	2091	0.7691	0.5161	0.6177	167
DEL	1053	1056	101	816	0.9125	0.5641	0.6972	167
Total	3136	3130	747	3063	0.8076	0.5054	0.6217	180
INS	2115	2106	648	2215	0.7655	0.4874	0.5956	180
DEL	1021	1024	99	848	0.9116	0.547	0.6837	180
Total	2326	2326	568	3867	0.8037	0.3756	0.5119	250
INS	1536	1533	495	2788	0.7563	0.3548	0.483	250
DEL	790	793	73	1079	0.9154	0.4236	0.5792	250
Total	1498	1497	391	4696	0.793	0.2417	0.3705	350
INS	957	954	345	3367	0.735	0.2208	0.3396	350
DEL	541	543	46	1329	0.9216	0.2901	0.4413	350
Total	1062	1063	265	5130	0.8003	0.1716	0.2826	450
INS	680	679	241	3642	0.7383	0.1571	0.2591	450
DEL	382	384	24	1488	0.9409	0.2051	0.3368	450
Total	754	754	171	5439	0.8151	0.1218	0.2119	550
INS	471	469	159	3852	0.7476	0.1085	0.1895	550
DEL	283	285	12	1587	0.9593	0.1522	0.2627	550
Total	520	519	112	5674	0.8228	0.0838	0.1521	650
INS	322	321	104	4000	0.7559	0.0743	0.1353	650
DEL	198	198	8	1674	0.9612	0.1058	0.1906	650
