type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	5382	6054	616	789	0.8973	0.8847	0.891	0
INS	4025	4473	534	412	0.8829	0.9157	0.899	0
DEL	1357	1581	82	377	0.943	0.8075	0.87	0
Total	5366	6038	607	805	0.8984	0.8824	0.8903	2
INS	4009	4457	525	428	0.8842	0.9124	0.8981	2
DEL	1357	1581	82	377	0.943	0.8075	0.87	2
Total	5362	6036	605	807	0.8986	0.8821	0.8903	3
INS	4005	4455	523	430	0.8845	0.912	0.898	3
DEL	1357	1581	82	377	0.943	0.8075	0.87	3
Total	5358	6032	605	811	0.8985	0.8815	0.8899	4
INS	4001	4451	523	434	0.8844	0.9112	0.8976	4
DEL	1357	1581	82	377	0.943	0.8075	0.87	4
Total	5353	6027	603	816	0.8988	0.8808	0.8897	5
INS	3996	4446	521	439	0.8847	0.9101	0.8972	5
DEL	1357	1581	82	377	0.943	0.8075	0.87	5
Total	5348	6023	600	820	0.8991	0.8802	0.8895	7
INS	3991	4442	518	443	0.8851	0.9093	0.897	7
DEL	1357	1581	82	377	0.943	0.8075	0.87	7
Total	5340	6016	594	827	0.8999	0.8791	0.8894	10
INS	3983	4435	512	450	0.8861	0.9079	0.8969	10
DEL	1357	1581	82	377	0.943	0.8075	0.87	10
Total	5334	6012	589	831	0.9006	0.8786	0.8895	12
INS	3977	4431	507	454	0.8869	0.9071	0.8969	12
DEL	1357	1581	82	377	0.943	0.8075	0.87	12
Total	5329	6005	585	838	0.9011	0.8775	0.8891	14
INS	3972	4424	503	461	0.8876	0.9056	0.8965	14
DEL	1357	1581	82	377	0.943	0.8075	0.87	14
Total	5303	5984	575	859	0.9022	0.8745	0.8881	21
INS	3948	4405	493	480	0.889	0.9017	0.8953	21
DEL	1355	1579	82	379	0.9429	0.8064	0.8693	21
Total	5283	5970	567	873	0.9031	0.8724	0.8875	27
INS	3928	4391	485	494	0.8901	0.8989	0.8945	27
DEL	1355	1579	82	379	0.9429	0.8064	0.8693	27
Total	5227	5914	552	929	0.9045	0.8642	0.8839	35
INS	3877	4340	472	545	0.8915	0.8884	0.8899	35
DEL	1350	1574	80	384	0.9441	0.8039	0.8684	35
Total	5157	5853	528	990	0.9071	0.8553	0.8804	45
INS	3810	4283	450	602	0.8944	0.8768	0.8855	45
DEL	1347	1570	78	388	0.9453	0.8018	0.8677	45
Total	5127	5822	517	1021	0.9084	0.8508	0.8787	50
INS	3780	4252	439	633	0.8959	0.8704	0.883	50
DEL	1347	1570	78	388	0.9453	0.8018	0.8677	50
Total	5082	5785	505	1058	0.9096	0.8454	0.8763	60
INS	3736	4216	427	669	0.8974	0.8631	0.8799	60
DEL	1346	1569	78	389	0.9452	0.8013	0.8673	60
Total	4955	5676	465	1167	0.9142	0.8295	0.8698	75
INS	3626	4123	391	762	0.9027	0.844	0.8724	75
DEL	1329	1553	74	405	0.9473	0.7932	0.8634	75
Total	4857	5590	439	1253	0.9171	0.8169	0.8641	90
INS	3542	4051	368	834	0.9059	0.8293	0.8659	90
DEL	1315	1539	71	419	0.9488	0.786	0.8598	90
Total	4785	5515	423	1328	0.9188	0.8059	0.8587	99
INS	3478	3985	356	900	0.9071	0.8158	0.859	99
DEL	1307	1530	67	428	0.9512	0.7814	0.858	99
Total	4655	5400	405	1443	0.92	0.7891	0.8495	110
INS	3365	3887	342	998	0.9077	0.7957	0.848	110
DEL	1290	1513	63	445	0.9534	0.7727	0.8536	110
Total	4390	5152	363	1691	0.9236	0.7529	0.8296	133
INS	3137	3676	305	1209	0.9114	0.7525	0.8244	133
DEL	1253	1476	58	482	0.9558	0.7538	0.8429	133
Total	3926	4660	302	2183	0.9286	0.681	0.7858	167
INS	2768	3288	253	1597	0.9163	0.6731	0.7761	167
DEL	1158	1372	49	586	0.9594	0.7007	0.8099	167
Total	3754	4483	285	2360	0.9294	0.6551	0.7685	180
INS	2635	3151	241	1734	0.9162	0.645	0.757	180
DEL	1119	1332	44	626	0.9622	0.6803	0.7971	180
Total	2879	3562	195	3281	0.9366	0.5205	0.6691	250
INS	1971	2445	162	2440	0.9241	0.5005	0.6493	250
DEL	908	1117	33	841	0.9649	0.5705	0.717	250
Total	2013	2577	110	4266	0.9482	0.3766	0.5391	350
INS	1342	1711	90	3174	0.9372	0.3503	0.51	350
DEL	671	866	20	1092	0.9711	0.4423	0.6078	350
Total	1430	1862	70	4981	0.9533	0.2721	0.4234	450
INS	960	1226	60	3659	0.9412	0.251	0.3963	450
DEL	470	636	10	1322	0.9792	0.3248	0.4878	450
Total	1036	1328	45	5515	0.9584	0.1941	0.3228	550
INS	664	824	43	4061	0.9392	0.1687	0.286	550
DEL	372	504	2	1454	0.9947	0.2574	0.409	550
Total	744	947	29	5896	0.9625	0.1384	0.242	650
INS	484	591	27	4294	0.9472	0.121	0.2146	650
DEL	260	356	2	1602	0.9924	0.1818	0.3073	650
