type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	2720	2480	1333	22429	0.6711	0.0996	0.1735	0
INS	0	0	0	14744	NA	0	NA	0
DEL	2720	2480	1333	7685	0.6711	0.244	0.3579	0
Total	2720	2480	1333	22429	0.6711	0.0996	0.1735	2
INS	0	0	0	14744	NA	0	NA	2
DEL	2720	2480	1333	7685	0.6711	0.244	0.3579	2
Total	2720	2480	1333	22429	0.6711	0.0996	0.1735	3
INS	0	0	0	14744	NA	0	NA	3
DEL	2720	2480	1333	7685	0.6711	0.244	0.3579	3
Total	2720	2480	1333	22429	0.6711	0.0996	0.1735	4
INS	0	0	0	14744	NA	0	NA	4
DEL	2720	2480	1333	7685	0.6711	0.244	0.3579	4
Total	2699	2457	1325	22452	0.6707	0.0986	0.1719	5
INS	0	0	0	14744	NA	0	NA	5
DEL	2699	2457	1325	7708	0.6707	0.2417	0.3553	5
Total	2682	2440	1311	22469	0.6717	0.098	0.171	7
INS	0	0	0	14744	NA	0	NA	7
DEL	2682	2440	1311	7725	0.6717	0.24	0.3536	7
Total	2670	2424	1298	22485	0.6729	0.0973	0.17	10
INS	0	0	0	14744	NA	0	NA	10
DEL	2670	2424	1298	7741	0.6729	0.2385	0.3522	10
Total	2669	2423	1295	22486	0.6733	0.0973	0.17	12
INS	0	0	0	14744	NA	0	NA	12
DEL	2669	2423	1295	7742	0.6733	0.2384	0.3521	12
Total	2652	2405	1283	22504	0.674	0.0966	0.169	14
INS	0	0	0	14744	NA	0	NA	14
DEL	2652	2405	1283	7760	0.674	0.2366	0.3502	14
Total	2592	2336	1244	22573	0.6757	0.0938	0.1647	21
INS	0	0	0	14744	NA	0	NA	21
DEL	2592	2336	1244	7829	0.6757	0.2298	0.343	21
Total	2551	2290	1222	22619	0.6761	0.0919	0.1618	27
INS	0	0	0	14744	NA	0	NA	27
DEL	2551	2290	1222	7875	0.6761	0.2253	0.338	27
Total	2494	2240	1184	22669	0.6781	0.0899	0.1588	35
INS	0	0	0	14744	NA	0	NA	35
DEL	2494	2240	1184	7925	0.6781	0.2204	0.3327	35
Total	2434	2174	1151	22735	0.6789	0.0873	0.1547	45
INS	0	0	0	14744	NA	0	NA	45
DEL	2434	2174	1151	7991	0.6789	0.2139	0.3253	45
Total	2411	2149	1141	22760	0.6788	0.0863	0.1531	50
INS	0	0	0	14744	NA	0	NA	50
DEL	2411	2149	1141	8016	0.6788	0.2114	0.3224	50
Total	2340	2077	1109	22832	0.6785	0.0834	0.1485	60
INS	0	0	0	14744	NA	0	NA	60
DEL	2340	2077	1109	8088	0.6785	0.2043	0.314	60
Total	2240	1983	1065	22926	0.6778	0.0796	0.1425	75
INS	0	0	0	14744	NA	0	NA	75
DEL	2240	1983	1065	8182	0.6778	0.1951	0.303	75
Total	2147	1886	1016	23023	0.6788	0.0757	0.1362	90
INS	0	0	0	14744	NA	0	NA	90
DEL	2147	1886	1016	8279	0.6788	0.1855	0.2914	90
Total	2107	1844	994	23065	0.6795	0.074	0.1335	99
INS	0	0	0	14744	NA	0	NA	99
DEL	2107	1844	994	8321	0.6795	0.1814	0.2864	99
Total	2061	1789	976	23120	0.6786	0.0718	0.1299	110
INS	0	0	0	14744	NA	0	NA	110
DEL	2061	1789	976	8376	0.6786	0.176	0.2795	110
Total	1948	1669	915	23240	0.6804	0.067	0.122	133
INS	0	0	0	14744	NA	0	NA	133
DEL	1948	1669	915	8496	0.6804	0.1642	0.2646	133
Total	1778	1499	837	23410	0.6799	0.0602	0.1106	167
INS	0	0	0	14744	NA	0	NA	167
DEL	1778	1499	837	8666	0.6799	0.1475	0.2424	167
Total	1678	1414	800	23495	0.6772	0.0568	0.1048	180
INS	0	0	0	14744	NA	0	NA	180
DEL	1678	1414	800	8751	0.6772	0.1391	0.2308	180
Total	1396	1151	675	23758	0.6741	0.0462	0.0865	250
INS	0	0	0	14744	NA	0	NA	250
DEL	1396	1151	675	9014	0.6741	0.1132	0.1938	250
Total	1069	845	538	24064	0.6652	0.0339	0.0645	350
INS	0	0	0	14744	NA	0	NA	350
DEL	1069	845	538	9320	0.6652	0.0831	0.1477	350
Total	830	632	394	24277	0.6781	0.0254	0.049	450
INS	0	0	0	14744	NA	0	NA	450
DEL	830	632	394	9533	0.6781	0.0622	0.1139	450
Total	674	494	267	24415	0.7163	0.0198	0.0385	550
INS	0	0	0	14744	NA	0	NA	550
DEL	674	494	267	9671	0.7163	0.0486	0.091	550
Total	546	385	163	24524	0.7701	0.0155	0.0304	650
INS	0	0	0	14744	NA	0	NA	650
DEL	546	385	163	9780	0.7701	0.0379	0.0722	650
