type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	2335	2280	191	4563	0.9244	0.3332	0.4898	0
INS	975	973	148	3912	0.8682	0.1992	0.324	0
DEL	1360	1307	43	651	0.9694	0.6675	0.7906	0
Total	2324	2266	190	4577	0.9244	0.3311	0.4876	2
INS	966	961	147	3924	0.8679	0.1967	0.3207	2
DEL	1358	1305	43	653	0.9693	0.6665	0.7899	2
Total	2324	2266	190	4577	0.9244	0.3311	0.4876	3
INS	966	961	147	3924	0.8679	0.1967	0.3207	3
DEL	1358	1305	43	653	0.9693	0.6665	0.7899	3
Total	2317	2261	189	4582	0.9246	0.3304	0.4868	4
INS	963	958	146	3927	0.8683	0.1961	0.3199	4
DEL	1354	1303	43	655	0.9692	0.6655	0.7891	4
Total	2313	2257	187	4586	0.9252	0.3298	0.4863	5
INS	961	956	144	3929	0.8697	0.1957	0.3195	5
DEL	1352	1301	43	657	0.9692	0.6645	0.7884	5
Total	2268	2211	179	4632	0.9268	0.3231	0.4792	7
INS	932	926	136	3959	0.8727	0.1896	0.3115	7
DEL	1336	1285	43	673	0.9688	0.6563	0.7825	7
Total	2228	2173	171	4670	0.9287	0.3176	0.4733	10
INS	898	893	129	3992	0.8744	0.1828	0.3024	10
DEL	1330	1280	42	678	0.9694	0.6537	0.7808	10
Total	2185	2133	167	4710	0.929	0.3117	0.4668	12
INS	873	870	125	4015	0.8747	0.1781	0.2959	12
DEL	1312	1263	42	695	0.969	0.645	0.7745	12
Total	2143	2095	159	4748	0.9309	0.3062	0.4608	14
INS	843	841	117	4044	0.8781	0.1722	0.2879	14
DEL	1300	1254	42	704	0.9687	0.6404	0.7711	14
Total	2047	1991	148	4852	0.9326	0.291	0.4436	21
INS	785	776	106	4109	0.881	0.1589	0.2692	21
DEL	1262	1215	42	743	0.9678	0.6205	0.7562	21
Total	1908	1858	140	4985	0.9316	0.2715	0.4205	27
INS	707	697	100	4188	0.8761	0.1427	0.2454	27
DEL	1201	1161	40	797	0.9678	0.593	0.7354	27
Total	1738	1687	131	5156	0.9299	0.2465	0.3897	35
INS	627	621	93	4264	0.8708	0.1271	0.2218	35
DEL	1111	1066	38	892	0.9669	0.5444	0.6966	35
Total	1498	1445	118	5398	0.927	0.2112	0.344	45
INS	545	539	81	4346	0.8706	0.1103	0.1958	45
DEL	953	906	37	1052	0.9626	0.4627	0.625	45
Total	1359	1315	108	5528	0.9264	0.1922	0.3184	50
INS	513	512	74	4373	0.8739	0.1048	0.1872	50
DEL	846	803	34	1155	0.9614	0.4101	0.5749	50
Total	1145	1094	95	5749	0.9234	0.1599	0.2726	60
INS	459	460	62	4425	0.881	0.0942	0.1702	60
DEL	686	634	33	1324	0.9541	0.3238	0.4835	60
Total	927	873	82	5970	0.9187	0.1276	0.2241	75
INS	393	397	51	4488	0.8851	0.0813	0.1489	75
DEL	534	476	31	1482	0.9451	0.2431	0.3867	75
Total	783	724	61	6119	0.9277	0.1058	0.1899	90
INS	327	329	33	4556	0.9083	0.0673	0.1253	90
DEL	456	395	28	1563	0.9421	0.2017	0.3323	90
Total	719	664	56	6179	0.9277	0.097	0.1756	99
INS	294	294	30	4591	0.9074	0.0602	0.1129	99
DEL	425	370	26	1588	0.9424	0.189	0.3149	99
Total	637	585	46	6258	0.9327	0.0855	0.1566	110
INS	248	247	25	4638	0.9084	0.0506	0.0959	110
DEL	389	338	21	1620	0.9488	0.1726	0.2921	110
Total	502	451	33	6392	0.9383	0.0659	0.1232	133
INS	168	166	18	4719	0.9032	0.034	0.0655	133
DEL	334	285	15	1673	0.957	0.1456	0.2527	133
Total	379	342	27	6501	0.9335	0.05	0.0949	167
INS	114	114	15	4771	0.8837	0.0233	0.0454	167
DEL	265	228	12	1730	0.9567	0.1164	0.2075	167
Total	379	342	27	6501	0.9335	0.05	0.0949	180
INS	114	114	15	4771	0.8837	0.0233	0.0454	180
DEL	265	228	12	1730	0.9567	0.1164	0.2075	180
Total	379	342	27	6501	0.9335	0.05	0.0949	250
INS	114	114	15	4771	0.8837	0.0233	0.0454	250
DEL	265	228	12	1730	0.9567	0.1164	0.2075	250
Total	379	342	27	6501	0.9335	0.05	0.0949	350
INS	114	114	15	4771	0.8837	0.0233	0.0454	350
DEL	265	228	12	1730	0.9567	0.1164	0.2075	350
Total	379	342	27	6501	0.9335	0.05	0.0949	450
INS	114	114	15	4771	0.8837	0.0233	0.0454	450
DEL	265	228	12	1730	0.9567	0.1164	0.2075	450
Total	379	342	27	6501	0.9335	0.05	0.0949	550
INS	114	114	15	4771	0.8837	0.0233	0.0454	550
DEL	265	228	12	1730	0.9567	0.1164	0.2075	550
Total	379	342	27	6501	0.9335	0.05	0.0949	650
INS	114	114	15	4771	0.8837	0.0233	0.0454	650
DEL	265	228	12	1730	0.9567	0.1164	0.2075	650
