type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	8341	8200	2985	22655	0.7364	0.2658	0.3906	0
INS	1544	1535	396	17410	0.7959	0.081	0.147	0
DEL	6797	6665	2589	5245	0.7242	0.5596	0.6313	0
Total	8275	8125	2969	22730	0.7359	0.2633	0.3878	2
INS	1522	1504	386	17441	0.7977	0.0794	0.1444	2
DEL	6753	6621	2583	5289	0.7233	0.5559	0.6286	2
Total	8261	8113	2962	22742	0.7361	0.2629	0.3874	3
INS	1522	1504	386	17441	0.7977	0.0794	0.1444	3
DEL	6739	6609	2576	5301	0.7235	0.5549	0.6281	3
Total	8160	8025	2928	22830	0.7359	0.2601	0.3844	4
INS	1513	1499	384	17446	0.7976	0.0791	0.1439	4
DEL	6647	6526	2544	5384	0.7232	0.5479	0.6235	4
Total	7995	7897	2836	22958	0.7382	0.2559	0.3801	5
INS	1499	1487	379	17458	0.7982	0.0785	0.1429	5
DEL	6496	6410	2457	5500	0.7256	0.5382	0.618	5
Total	7550	7502	2621	23353	0.7423	0.2431	0.3663	7
INS	1413	1410	357	17535	0.7983	0.0744	0.1361	7
DEL	6137	6092	2264	5818	0.7305	0.5115	0.6017	7
Total	7151	7144	2416	23711	0.7475	0.2315	0.3535	10
INS	1351	1347	340	17598	0.7989	0.0711	0.1306	10
DEL	5800	5797	2076	6113	0.7364	0.4867	0.5861	10
Total	6812	6813	2282	24042	0.7491	0.2208	0.3411	12
INS	1298	1293	328	17652	0.7983	0.0683	0.1258	12
DEL	5514	5520	1954	6390	0.7384	0.4635	0.5695	12
Total	6546	6561	2161	24294	0.7518	0.2126	0.3315	14
INS	1245	1237	313	17708	0.7991	0.0653	0.1207	14
DEL	5301	5324	1848	6586	0.7415	0.447	0.5578	14
Total	5793	5828	1811	25027	0.7618	0.1889	0.3027	21
INS	1147	1143	276	17802	0.806	0.0603	0.1122	21
DEL	4646	4685	1535	7225	0.7517	0.3934	0.5165	21
Total	5118	5126	1580	25729	0.7641	0.1661	0.2729	27
INS	1047	1040	246	17905	0.8097	0.0549	0.1028	27
DEL	4071	4086	1334	7824	0.7532	0.3431	0.4714	27
Total	4427	4418	1391	26437	0.7609	0.1432	0.241	35
INS	941	935	228	18010	0.805	0.0494	0.0931	35
DEL	3486	3483	1163	8427	0.7498	0.2924	0.4207	35
Total	3707	3660	1165	27195	0.7609	0.1186	0.2052	45
INS	839	836	199	18109	0.8083	0.0441	0.0836	45
DEL	2868	2824	966	9086	0.748	0.2371	0.3601	45
Total	3257	3212	1057	27643	0.755	0.1041	0.183	50
INS	776	770	183	18175	0.8092	0.0406	0.0773	50
DEL	2481	2442	874	9468	0.7395	0.205	0.321	50
Total	2685	2619	887	28236	0.7517	0.0849	0.1526	60
INS	693	683	161	18262	0.8115	0.0361	0.0691	60
DEL	1992	1936	726	9974	0.7329	0.1626	0.2662	60
Total	2104	2025	714	28830	0.7466	0.0656	0.1206	75
INS	590	581	134	18364	0.8149	0.0307	0.0592	75
DEL	1514	1444	580	10466	0.723	0.1212	0.2076	75
Total	1682	1603	566	29252	0.7482	0.052	0.0972	90
INS	484	475	116	18470	0.8067	0.0251	0.0487	90
DEL	1198	1128	450	10782	0.7269	0.0947	0.1676	90
Total	1483	1418	521	29437	0.74	0.046	0.0866	99
INS	428	420	110	18525	0.7955	0.0222	0.0432	99
DEL	1055	998	411	10912	0.7196	0.0838	0.1501	99
Total	1246	1183	427	29672	0.7448	0.0383	0.0729	110
INS	356	346	102	18599	0.7773	0.0183	0.0358	110
DEL	890	837	325	11073	0.7325	0.0703	0.1283	110
Total	940	885	321	29970	0.7454	0.0287	0.0553	133
INS	269	261	76	18684	0.7797	0.0138	0.0271	133
DEL	671	624	245	11286	0.7325	0.0524	0.0978	133
Total	663	625	243	30230	0.7318	0.0203	0.0395	167
INS	190	188	64	18757	0.748	0.0099	0.0195	167
DEL	473	437	179	11473	0.7255	0.0367	0.0699	167
Total	663	625	243	30230	0.7318	0.0203	0.0395	180
INS	190	188	64	18757	0.748	0.0099	0.0195	180
DEL	473	437	179	11473	0.7255	0.0367	0.0699	180
Total	663	625	243	30230	0.7318	0.0203	0.0395	250
INS	190	188	64	18757	0.748	0.0099	0.0195	250
DEL	473	437	179	11473	0.7255	0.0367	0.0699	250
Total	663	625	243	30230	0.7318	0.0203	0.0395	350
INS	190	188	64	18757	0.748	0.0099	0.0195	350
DEL	473	437	179	11473	0.7255	0.0367	0.0699	350
Total	663	625	243	30230	0.7318	0.0203	0.0395	450
INS	190	188	64	18757	0.748	0.0099	0.0195	450
DEL	473	437	179	11473	0.7255	0.0367	0.0699	450
Total	663	625	243	30230	0.7318	0.0203	0.0395	550
INS	190	188	64	18757	0.748	0.0099	0.0195	550
DEL	473	437	179	11473	0.7255	0.0367	0.0699	550
Total	663	625	243	30230	0.7318	0.0203	0.0395	650
INS	190	188	64	18757	0.748	0.0099	0.0195	650
DEL	473	437	179	11473	0.7255	0.0367	0.0699	650
