type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	20413	21438	7178	7050	0.7398	0.7525	0.7461	0
INS	13778	13978	5206	3374	0.7258	0.8056	0.7636	0
DEL	6635	7460	1972	3676	0.7709	0.6699	0.7169	0
Total	19903	20966	6725	7522	0.7474	0.736	0.7417	2
INS	13301	13544	4782	3808	0.7356	0.7805	0.7574	2
DEL	6602	7422	1943	3714	0.7726	0.6665	0.7156	2
Total	19833	20904	6651	7584	0.7489	0.7338	0.7413	3
INS	13247	13500	4723	3852	0.7372	0.778	0.7571	3
DEL	6586	7404	1928	3732	0.7735	0.6649	0.7151	3
Total	19743	20822	6596	7666	0.7496	0.7309	0.7401	4
INS	13172	13429	4676	3923	0.738	0.7739	0.7555	4
DEL	6571	7393	1920	3743	0.7739	0.6639	0.7147	4
Total	19668	20762	6519	7726	0.7511	0.7288	0.7398	5
INS	13115	13383	4621	3969	0.7395	0.7713	0.7551	5
DEL	6553	7379	1898	3757	0.7754	0.6626	0.7146	5
Total	19502	20605	6406	7883	0.7527	0.7233	0.7377	7
INS	12988	13273	4544	4079	0.7408	0.7649	0.7527	7
DEL	6514	7332	1862	3804	0.7777	0.6584	0.7131	7
Total	19249	20384	6219	8104	0.7558	0.7155	0.7351	10
INS	12798	13120	4390	4232	0.7446	0.7561	0.7503	10
DEL	6451	7264	1829	3872	0.7791	0.6523	0.7101	10
Total	19103	20250	6112	8238	0.7576	0.7108	0.7335	12
INS	12691	13027	4310	4325	0.7465	0.7507	0.7486	12
DEL	6412	7223	1802	3913	0.7806	0.6486	0.7085	12
Total	18932	20077	5979	8411	0.76	0.7048	0.7314	14
INS	12572	12913	4216	4439	0.7489	0.7442	0.7465	14
DEL	6360	7164	1763	3972	0.783	0.6433	0.7063	14
Total	18387	19585	5617	8903	0.766	0.6875	0.7246	21
INS	12169	12576	3954	4776	0.7548	0.7248	0.7395	21
DEL	6218	7009	1663	4127	0.789	0.6294	0.7002	21
Total	17899	19120	5351	9368	0.7698	0.6712	0.7171	27
INS	11820	12277	3773	5075	0.758	0.7075	0.7319	27
DEL	6079	6843	1578	4293	0.7939	0.6145	0.6928	27
Total	17241	18502	4982	9986	0.7758	0.6495	0.7071	35
INS	11360	11858	3526	5494	0.7631	0.6834	0.7211	35
DEL	5881	6644	1456	4492	0.8016	0.5966	0.6841	35
Total	16432	17739	4558	10749	0.7828	0.6227	0.6936	45
INS	10781	11348	3233	6004	0.7693	0.654	0.707	45
DEL	5651	6391	1325	4745	0.8101	0.5739	0.6718	45
Total	16092	17399	4407	11089	0.785	0.6107	0.687	50
INS	10536	11114	3121	6238	0.7715	0.6405	0.6999	50
DEL	5556	6285	1286	4851	0.812	0.5644	0.6659	50
Total	15533	16878	4108	11610	0.7908	0.5925	0.6774	60
INS	10117	10745	2915	6607	0.7763	0.6192	0.6889	60
DEL	5416	6133	1193	5003	0.8195	0.5507	0.6587	60
Total	14631	15998	3660	12490	0.7999	0.5616	0.6599	75
INS	9503	10187	2617	7165	0.7841	0.5871	0.6714	75
DEL	5128	5811	1043	5325	0.831	0.5218	0.6411	75
Total	13859	15243	3305	13245	0.8074	0.5351	0.6436	90
INS	8967	9686	2374	7666	0.7907	0.5582	0.6544	90
DEL	4892	5557	931	5579	0.8401	0.499	0.6261	90
Total	13452	14839	3144	13649	0.8106	0.5209	0.6342	99
INS	8687	9420	2271	7932	0.7928	0.5429	0.6445	99
DEL	4765	5419	873	5717	0.8452	0.4866	0.6176	99
Total	12838	14220	2944	14268	0.8135	0.4992	0.6187	110
INS	8263	9012	2134	8340	0.7947	0.5194	0.6282	110
DEL	4575	5208	810	5928	0.8496	0.4677	0.6033	110
Total	11740	13142	2556	15346	0.8212	0.4613	0.5908	133
INS	7530	8334	1859	9018	0.802	0.4803	0.6008	133
DEL	4210	4808	697	6328	0.858	0.4318	0.5745	133
Total	10144	11503	2072	16985	0.8304	0.4038	0.5434	167
INS	6472	7285	1520	10067	0.8098	0.4198	0.553	167
DEL	3672	4218	552	6918	0.8693	0.3788	0.5277	167
Total	9584	10923	1912	17565	0.8337	0.3834	0.5252	180
INS	6121	6926	1422	10426	0.8115	0.3991	0.5351	180
DEL	3463	3997	490	7139	0.876	0.3589	0.5092	180
Total	7197	8414	1254	20074	0.8516	0.2954	0.4386	250
INS	4563	5314	942	12038	0.8289	0.3062	0.4472	250
DEL	2634	3100	312	8036	0.8941	0.2784	0.4246	250
Total	4893	5907	794	22581	0.8604	0.2074	0.3342	350
INS	3059	3675	622	13677	0.831	0.2118	0.3376	350
DEL	1834	2232	172	8904	0.9143	0.2004	0.3287	350
Total	3421	4178	516	24310	0.8689	0.1467	0.251	450
INS	2120	2562	414	14790	0.8366	0.1476	0.2509	450
DEL	1301	1616	102	9520	0.9273	0.1451	0.2509	450
Total	2444	2954	341	25534	0.8776	0.1037	0.1855	550
INS	1451	1726	281	15626	0.8378	0.0995	0.1779	550
DEL	993	1228	60	9908	0.943	0.1103	0.1975	550
Total	1714	2068	249	26420	0.8732	0.0726	0.1341	650
INS	1019	1203	201	16149	0.8352	0.0693	0.128	650
DEL	695	865	48	10271	0.9354	0.0777	0.1435	650
